r,l,t,m,y,RateOfActivity
RE1,S104,PWRBIO001,1,2042,27.3736
RE1,S105,PWRBIO001,1,2042,27.3736
RE1,S106,PWRBIO001,1,2042,27.3736
RE1,S107,PWRBIO001,1,2042,27.3736
RE1,S108,PWRBIO001,1,2042,20.9791
RE1,S101,PWRBIO001,1,2043,22.6845
RE1,S102,PWRBIO001,1,2043,22.6845
RE1,S103,PWRBIO001,1,2043,22.6845
RE1,S104,PWRBIO001,1,2043,22.6845
RE1,S105,PWRBIO001,1,2043,22.6845
RE1,S106,PWRBIO001,1,2043,22.6845
RE1,S107,PWRBIO001,1,2043,22.6845
RE1,S108,PWRBIO001,1,2043,19.9931
RE1,S101,PWRBIO001,1,2044,18.1623
RE1,S102,PWRBIO001,1,2044,8.4714
RE1,S103,PWRBIO001,1,2044,18.0429
RE1,S104,PWRBIO001,1,2044,8.4714
RE1,S105,PWRBIO001,1,2044,9.6707
RE1,S106,PWRBIO001,1,2044,8.4714
RE1,S107,PWRBIO001,1,2044,18.1623
RE1,S108,PWRBIO001,1,2044,8.4714
RE1,S101,PWRBIO001,1,2045,3.9514
RE1,S102,PWRBIO001,1,2045,3.9514
RE1,S103,PWRBIO001,1,2045,3.9514
RE1,S104,PWRBIO001,1,2045,3.9514
RE1,S105,PWRBIO001,1,2045,3.9514
RE1,S106,PWRBIO001,1,2045,3.9514
RE1,S107,PWRBIO001,1,2045,3.9514
RE1,S108,PWRBIO001,1,2045,3.9514
RE1,S101,PWRCOA001,1,2026,1.8082
RE1,S103,PWRCOA001,1,2026,1.8082
RE1,S105,PWRCOA001,1,2026,1.8082
RE1,S107,PWRCOA001,1,2026,1.8082
RE1,S101,PWRCOA001,1,2035,0.8387
RE1,S102,PWRCOA001,1,2035,0.0172
RE1,S103,PWRCOA001,1,2035,0.8387
RE1,S104,PWRCOA001,1,2035,0.8387
RE1,S105,PWRCOA001,1,2035,0.8387
RE1,S106,PWRCOA001,1,2035,0.8387
RE1,S107,PWRCOA001,1,2035,0.8387
RE1,S101,PWRCOA001,1,2036,2.446
RE1,S103,PWRCOA001,1,2036,2.446
RE1,S104,PWRCOA001,1,2036,2.446
RE1,S105,PWRCOA001,1,2036,2.446
RE1,S106,PWRCOA001,1,2036,2.446
RE1,S107,PWRCOA001,1,2036,2.446
RE1,S101,PWRCOA001,1,2037,3.7989
RE1,S102,PWRCOA001,1,2037,0.3118
RE1,S103,PWRCOA001,1,2037,3.7989
RE1,S104,PWRCOA001,1,2037,3.7989
RE1,S105,PWRCOA001,1,2037,3.7989
RE1,S106,PWRCOA001,1,2037,3.7989
RE1,S107,PWRCOA001,1,2037,3.7989
RE1,S101,PWRCOA001,1,2038,11.0308
RE1,S102,PWRCOA001,1,2038,11.0308
RE1,S103,PWRCOA001,1,2038,11.0308
RE1,S104,PWRCOA001,1,2038,11.0308
RE1,S105,PWRCOA001,1,2038,11.0308
RE1,S106,PWRCOA001,1,2038,9.3956
RE1,S107,PWRCOA001,1,2038,11.0308
RE1,S108,PWRCOA001,1,2038,11.0308
RE1,S101,PWRCOA001,1,2039,11.0308
RE1,S102,PWRCOA001,1,2039,11.0308
RE1,S103,PWRCOA001,1,2039,11.0308
RE1,S104,PWRCOA001,1,2039,11.0308
RE1,S105,PWRCOA001,1,2039,11.0308
RE1,S106,PWRCOA001,1,2039,11.0308
RE1,S107,PWRCOA001,1,2039,11.0308
RE1,S108,PWRCOA001,1,2039,11.0308
RE1,S101,PWRCOA001,1,2040,11.0308
RE1,S102,PWRCOA001,1,2040,11.0308
RE1,S103,PWRCOA001,1,2040,11.0308
RE1,S104,PWRCOA001,1,2040,11.0308
RE1,S105,PWRCOA001,1,2040,11.0308
RE1,S106,PWRCOA001,1,2040,11.0308
RE1,S107,PWRCOA001,1,2040,11.0308
RE1,S108,PWRCOA001,1,2040,3.6582
RE1,S101,PWRCOA001,1,2041,11.0308
RE1,S102,PWRCOA001,1,2041,5.2262
RE1,S103,PWRCOA001,1,2041,11.0308
RE1,S104,PWRCOA001,1,2041,7.5212
RE1,S105,PWRCOA001,1,2041,11.0308
RE1,S106,PWRCOA001,1,2041,8.5558
RE1,S107,PWRCOA001,1,2041,11.0308
RE1,S108,PWRCOA001,1,2041,7.8267
RE1,S101,PWRCOA001,1,2042,9.3949
RE1,S102,PWRCOA001,1,2042,1.4305
RE1,S103,PWRCOA001,1,2042,9.3949
RE1,S104,PWRCOA001,1,2042,6.5614
RE1,S105,PWRCOA001,1,2042,9.3949
RE1,S106,PWRCOA001,1,2042,3.3264
RE1,S107,PWRCOA001,1,2042,9.3949
RE1,S108,PWRCOA001,1,2042,4.031
RE1,S101,PWRCOA001,1,2043,0.2425
RE1,S102,PWRCOA001,1,2043,0.2425
RE1,S103,PWRCOA001,1,2043,0.2425
RE1,S104,PWRCOA001,1,2043,0.2425
RE1,S105,PWRCOA001,1,2043,0.2425
RE1,S106,PWRCOA001,1,2043,0.2425
RE1,S107,PWRCOA001,1,2043,0.2425
RE1,S108,PWRCOA001,1,2043,0.2425
RE1,S101,PWROHC001,1,2038,24.8005
RE1,S102,PWROHC001,1,2038,24.8005
RE1,S103,PWROHC001,1,2038,24.8005
RE1,S104,PWROHC001,1,2038,24.8005
RE1,S105,PWROHC001,1,2038,24.8005
RE1,S106,PWROHC001,1,2038,24.8005
RE1,S107,PWROHC001,1,2038,24.8005
RE1,S108,PWROHC001,1,2038,24.8005
RE1,S101,PWROHC001,1,2039,24.8005
RE1,S102,PWROHC001,1,2039,15.0591
RE1,S103,PWROHC001,1,2039,24.8005
RE1,S104,PWROHC001,1,2039,16.1423
RE1,S105,PWROHC001,1,2039,24.8005
RE1,S106,PWROHC001,1,2039,18.3887
RE1,S107,PWROHC001,1,2039,24.8005
RE1,S108,PWROHC001,1,2039,17.6596
RE1,S101,PWROHC001,1,2040,19.0391
RE1,S102,PWROHC001,1,2040,1.4131
RE1,S103,PWROHC001,1,2040,19.2344
RE1,S104,PWROHC001,1,2040,2.4963
RE1,S105,PWROHC001,1,2040,19.0391
RE1,S106,PWROHC001,1,2040,0.8703
RE1,S107,PWROHC001,1,2040,19.0391
RE1,S108,PWROHC001,1,2040,11.3863
RE1,S101,PWROHC001,1,2041,7.8126
RE1,S103,PWROHC001,1,2041,6.2424
RE1,S105,PWROHC001,1,2041,6.2424
RE1,S107,PWROHC001,1,2041,6.2424
RE1,S101,PWROHC002,1,2039,0.7196
RE1,S102,PWROHC002,1,2039,0.7196
RE1,S103,PWROHC002,1,2039,0.7196
RE1,S104,PWROHC002,1,2039,0.7196
RE1,S105,PWROHC002,1,2039,0.7196
RE1,S106,PWROHC002,1,2039,0.7196
RE1,S107,PWROHC002,1,2039,0.7196
RE1,S108,PWROHC002,1,2039,0.7196
RE1,S101,PWROHC002,1,2040,2.3568
RE1,S102,PWROHC002,1,2040,2.3568
RE1,S103,PWROHC002,1,2040,2.3568
RE1,S104,PWROHC002,1,2040,2.3568
RE1,S105,PWROHC002,1,2040,2.3568
RE1,S106,PWROHC002,1,2040,2.3568
RE1,S107,PWROHC002,1,2040,2.3568
RE1,S108,PWROHC002,1,2040,2.3568
RE1,S101,PWROHC002,1,2041,3.4237
RE1,S102,PWROHC002,1,2041,3.4237
RE1,S103,PWROHC002,1,2041,3.4237
RE1,S104,PWROHC002,1,2041,3.4237
RE1,S105,PWROHC002,1,2041,3.4237
RE1,S106,PWROHC002,1,2041,3.4237
RE1,S107,PWROHC002,1,2041,3.4237
RE1,S108,PWROHC002,1,2041,3.4237
RE1,S101,PWROHC002,1,2042,4.3015
RE1,S102,PWROHC002,1,2042,4.3015
RE1,S103,PWROHC002,1,2042,4.3015
RE1,S104,PWROHC002,1,2042,4.3015
RE1,S105,PWROHC002,1,2042,4.3015
RE1,S106,PWROHC002,1,2042,4.3015
RE1,S107,PWROHC002,1,2042,4.3015
RE1,S108,PWROHC002,1,2042,4.3015
RE1,S101,PWROHC002,1,2043,4.9765
RE1,S102,PWROHC002,1,2043,4.9765
RE1,S103,PWROHC002,1,2043,4.9765
RE1,S104,PWROHC002,1,2043,4.9765
RE1,S105,PWROHC002,1,2043,4.9765
RE1,S106,PWROHC002,1,2043,4.9765
RE1,S107,PWROHC002,1,2043,4.9765
RE1,S108,PWROHC002,1,2043,4.9765
RE1,S101,PWROHC002,1,2044,4.3741
RE1,S102,PWROHC002,1,2044,4.3741
RE1,S103,PWROHC002,1,2044,4.3741
RE1,S104,PWROHC002,1,2044,4.3741
RE1,S105,PWROHC002,1,2044,4.3741
RE1,S106,PWROHC002,1,2044,4.3741
RE1,S107,PWROHC002,1,2044,4.3741
RE1,S108,PWROHC002,1,2044,4.3741
RE1,S101,PWROHC002,1,2045,3.7374
RE1,S102,PWROHC002,1,2045,3.7374
RE1,S103,PWROHC002,1,2045,3.7374
RE1,S104,PWROHC002,1,2045,3.7374
RE1,S105,PWROHC002,1,2045,3.7374
RE1,S106,PWROHC002,1,2045,3.7374
RE1,S107,PWROHC002,1,2045,3.7374
RE1,S108,PWROHC002,1,2045,3.7374
RE1,S101,PWROHC002,1,2046,3.0524
RE1,S102,PWROHC002,1,2046,3.0524
RE1,S103,PWROHC002,1,2046,3.0524
RE1,S104,PWROHC002,1,2046,3.0524
RE1,S105,PWROHC002,1,2046,3.0524
RE1,S106,PWROHC002,1,2046,3.0524
RE1,S107,PWROHC002,1,2046,3.0524
RE1,S108,PWROHC002,1,2046,3.0524
RE1,S101,PWROHC002,1,2047,3.5498
RE1,S103,PWROHC002,1,2047,3.5498
RE1,S104,PWROHC002,1,2047,2.1415
RE1,S105,PWROHC002,1,2047,3.5498
RE1,S106,PWROHC002,1,2047,2.3596
RE1,S107,PWROHC002,1,2047,3.5498
RE1,S101,PWROHC002,1,2048,2.1366
RE1,S102,PWROHC002,1,2048,0.8117
RE1,S103,PWROHC002,1,2048,2.1366
RE1,S104,PWROHC002,1,2048,1.588
RE1,S105,PWROHC002,1,2048,2.1366
RE1,S106,PWROHC002,1,2048,1.588
RE1,S107,PWROHC002,1,2048,2.1366
RE1,S108,PWROHC002,1,2048,0.198
RE1,S101,PWROHC002,1,2049,0.995
RE1,S102,PWROHC002,1,2049,0.5326
RE1,S103,PWROHC002,1,2049,0.995
RE1,S104,PWROHC002,1,2049,0.995
RE1,S105,PWROHC002,1,2049,0.995
RE1,S106,PWROHC002,1,2049,0.995
RE1,S107,PWROHC002,1,2049,0.995
RE1,S101,PWRNGS001,1,2022,7.6922
RE1,S102,PWRNGS001,1,2022,7.6922
RE1,S103,PWRNGS001,1,2022,7.6922
RE1,S104,PWRNGS001,1,2022,7.6922
RE1,S105,PWRNGS001,1,2022,7.6922
RE1,S106,PWRNGS001,1,2022,7.6922
RE1,S107,PWRNGS001,1,2022,7.6922
RE1,S108,PWRNGS001,1,2022,7.6922
RE1,S101,PWRNGS001,1,2023,13.6295
RE1,S102,PWRNGS001,1,2023,13.6295
RE1,S103,PWRNGS001,1,2023,13.6295
RE1,S104,PWRNGS001,1,2023,13.6295
RE1,S105,PWRNGS001,1,2023,13.6295
RE1,S106,PWRNGS001,1,2023,13.6295
RE1,S107,PWRNGS001,1,2023,13.6295
RE1,S108,PWRNGS001,1,2023,13.6295
RE1,S101,PWRNGS001,1,2024,13.6295
RE1,S102,PWRNGS001,1,2024,13.6295
RE1,S103,PWRNGS001,1,2024,13.6295
RE1,S104,PWRNGS001,1,2024,13.6295
RE1,S105,PWRNGS001,1,2024,13.6295
RE1,S106,PWRNGS001,1,2024,13.6295
RE1,S107,PWRNGS001,1,2024,13.6295
RE1,S108,PWRNGS001,1,2024,13.6295
RE1,S101,PWRNGS001,1,2025,13.6295
RE1,S102,PWRNGS001,1,2025,11.9469
RE1,S103,PWRNGS001,1,2025,13.6295
RE1,S104,PWRNGS001,1,2025,13.6295
RE1,S105,PWRNGS001,1,2025,13.6295
RE1,S106,PWRNGS001,1,2025,13.6295
RE1,S107,PWRNGS001,1,2025,13.6295
RE1,S108,PWRNGS001,1,2025,13.6295
RE1,S101,PWRNGS001,1,2026,13.6295
RE1,S102,PWRNGS001,1,2026,10.4131
RE1,S103,PWRNGS001,1,2026,13.6295
RE1,S104,PWRNGS001,1,2026,13.3252
RE1,S105,PWRNGS001,1,2026,13.6295
RE1,S106,PWRNGS001,1,2026,13.6295
RE1,S107,PWRNGS001,1,2026,13.6295
RE1,S108,PWRNGS001,1,2026,13.6295
RE1,S101,PWRNGS001,1,2027,13.6295
RE1,S102,PWRNGS001,1,2027,8.182
RE1,S103,PWRNGS001,1,2027,13.6295
RE1,S104,PWRNGS001,1,2027,11.0986
RE1,S105,PWRNGS001,1,2027,13.6295
RE1,S106,PWRNGS001,1,2027,13.6295
RE1,S107,PWRNGS001,1,2027,13.6295
RE1,S108,PWRNGS001,1,2027,12.2529
RE1,S101,PWRNGS001,1,2028,13.6295
RE1,S102,PWRNGS001,1,2028,8.471
RE1,S103,PWRNGS001,1,2028,13.6295
RE1,S104,PWRNGS001,1,2028,11.6606
RE1,S105,PWRNGS001,1,2028,13.6295
RE1,S106,PWRNGS001,1,2028,13.6295
RE1,S107,PWRNGS001,1,2028,13.6295
RE1,S108,PWRNGS001,1,2028,11.806
RE1,S101,PWRNGS001,1,2029,13.6295
RE1,S102,PWRNGS001,1,2029,7.3145
RE1,S103,PWRNGS001,1,2029,13.6295
RE1,S104,PWRNGS001,1,2029,11.2718
RE1,S105,PWRNGS001,1,2029,13.6295
RE1,S106,PWRNGS001,1,2029,13.6295
RE1,S107,PWRNGS001,1,2029,13.6295
RE1,S108,PWRNGS001,1,2029,8.802
RE1,S101,PWRNGS001,1,2030,13.6295
RE1,S102,PWRNGS001,1,2030,5.9166
RE1,S103,PWRNGS001,1,2030,13.6295
RE1,S104,PWRNGS001,1,2030,9.9366
RE1,S105,PWRNGS001,1,2030,13.6295
RE1,S106,PWRNGS001,1,2030,13.2034
RE1,S107,PWRNGS001,1,2030,13.6295
RE1,S108,PWRNGS001,1,2030,7.1223
RE1,S101,PWRNGS001,1,2031,13.6295
RE1,S102,PWRNGS001,1,2031,4.4491
RE1,S103,PWRNGS001,1,2031,13.6295
RE1,S104,PWRNGS001,1,2031,8.5169
RE1,S105,PWRNGS001,1,2031,13.6295
RE1,S106,PWRNGS001,1,2031,11.6848
RE1,S107,PWRNGS001,1,2031,13.6295
RE1,S108,PWRNGS001,1,2031,5.4397
RE1,S101,PWRNGS001,1,2032,13.6295
RE1,S102,PWRNGS001,1,2032,3.0102
RE1,S103,PWRNGS001,1,2032,13.6295
RE1,S104,PWRNGS001,1,2032,7.13
RE1,S105,PWRNGS001,1,2032,13.6295
RE1,S106,PWRNGS001,1,2032,10.1902
RE1,S107,PWRNGS001,1,2032,13.6295
RE1,S108,PWRNGS001,1,2032,3.7666
RE1,S101,PWRNGS001,1,2033,13.6295
RE1,S102,PWRNGS001,1,2033,1.5973
RE1,S103,PWRNGS001,1,2033,13.6295
RE1,S104,PWRNGS001,1,2033,5.7736
RE1,S105,PWRNGS001,1,2033,13.6295
RE1,S106,PWRNGS001,1,2033,8.7171
RE1,S107,PWRNGS001,1,2033,13.6295
RE1,S108,PWRNGS001,1,2033,2.0998
RE1,S101,PWRNGS001,1,2034,13.6295
RE1,S102,PWRNGS001,1,2034,0.2417
RE1,S103,PWRNGS001,1,2034,13.6295
RE1,S104,PWRNGS001,1,2034,4.479
RE1,S105,PWRNGS001,1,2034,13.6295
RE1,S106,PWRNGS001,1,2034,7.2962
RE1,S107,PWRNGS001,1,2034,13.6295
RE1,S108,PWRNGS001,1,2034,0.4696
RE1,S101,PWRNGS001,1,2035,13.6295
RE1,S103,PWRNGS001,1,2035,13.6295
RE1,S104,PWRNGS001,1,2035,2.1714
RE1,S105,PWRNGS001,1,2035,13.6295
RE1,S106,PWRNGS001,1,2035,4.7109
RE1,S107,PWRNGS001,1,2035,13.6295
RE1,S101,PWRNGS001,1,2036,13.6295
RE1,S103,PWRNGS001,1,2036,13.6295
RE1,S105,PWRNGS001,1,2036,13.6295
RE1,S106,PWRNGS001,1,2036,1.3872
RE1,S107,PWRNGS001,1,2036,13.6295
RE1,S101,PWRNGS001,1,2037,12.633
RE1,S103,PWRNGS001,1,2037,12.633
RE1,S105,PWRNGS001,1,2037,12.633
RE1,S107,PWRNGS001,1,2037,12.633
RE1,S101,PWRNGS001,1,2038,11.3236
RE1,S103,PWRNGS001,1,2038,11.3236
RE1,S105,PWRNGS001,1,2038,11.3236
RE1,S107,PWRNGS001,1,2038,11.3236
RE1,S101,PWRNGS001,1,2039,9.7355
RE1,S103,PWRNGS001,1,2039,9.7355
RE1,S105,PWRNGS001,1,2039,9.7355
RE1,S107,PWRNGS001,1,2039,9.7355
RE1,S101,PWRNGS001,1,2040,9.5154
RE1,S103,PWRNGS001,1,2040,9.5154
RE1,S105,PWRNGS001,1,2040,9.5154
RE1,S107,PWRNGS001,1,2040,9.5154
RE1,S101,PWRNGS001,1,2041,9.182
RE1,S103,PWRNGS001,1,2041,9.182
RE1,S105,PWRNGS001,1,2041,9.182
RE1,S107,PWRNGS001,1,2041,9.182
RE1,S101,PWRNGS001,1,2042,8.7296
RE1,S103,PWRNGS001,1,2042,8.7296
RE1,S105,PWRNGS001,1,2042,8.7296
RE1,S107,PWRNGS001,1,2042,8.7296
RE1,S101,PWRNGS001,1,2043,6.8024
RE1,S103,PWRNGS001,1,2043,6.8024
RE1,S104,PWRNGS001,1,2043,4.4999
RE1,S105,PWRNGS001,1,2043,6.8024
RE1,S106,PWRNGS001,1,2043,0.8976
RE1,S107,PWRNGS001,1,2043,6.8024
RE1,S101,PWRNGS001,1,2044,3.7209
RE1,S102,PWRNGS001,1,2044,3.7209
RE1,S103,PWRNGS001,1,2044,3.7209
RE1,S104,PWRNGS001,1,2044,3.7209
RE1,S105,PWRNGS001,1,2044,3.7209
RE1,S106,PWRNGS001,1,2044,3.7209
RE1,S107,PWRNGS001,1,2044,3.7209
RE1,S108,PWRNGS001,1,2044,3.7209
RE1,S101,PWRNGS001,1,2045,3.2965
RE1,S102,PWRNGS001,1,2045,3.2965
RE1,S103,PWRNGS001,1,2045,3.2965
RE1,S104,PWRNGS001,1,2045,3.2965
RE1,S105,PWRNGS001,1,2045,3.2965
RE1,S106,PWRNGS001,1,2045,3.2965
RE1,S107,PWRNGS001,1,2045,3.2965
RE1,S108,PWRNGS001,1,2045,3.2965
RE1,S101,PWRNGS001,1,2046,5.3782
RE1,S102,PWRNGS001,1,2046,0.8789
RE1,S103,PWRNGS001,1,2046,5.3782
RE1,S105,PWRNGS001,1,2046,5.3782
RE1,S107,PWRNGS001,1,2046,5.3782
RE1,S101,PWRNGS001,1,2047,4.4492
RE1,S103,PWRNGS001,1,2047,4.4492
RE1,S105,PWRNGS001,1,2047,4.4492
RE1,S107,PWRNGS001,1,2047,4.4492
RE1,S101,PWRNGS001,1,2048,3.1388
RE1,S103,PWRNGS001,1,2048,3.1388
RE1,S105,PWRNGS001,1,2048,3.1388
RE1,S107,PWRNGS001,1,2048,3.1388
RE1,S101,PWRNGS001,1,2049,3.2606
RE1,S107,PWRNGS001,1,2049,3.2606
RE1,S102,PWRSOL001,1,2015,0.3439
RE1,S104,PWRSOL001,1,2015,0.3439
RE1,S106,PWRSOL001,1,2015,0.3439
RE1,S108,PWRSOL001,1,2015,0.3439
RE1,S102,PWRSOL001,1,2017,0.3488
RE1,S104,PWRSOL001,1,2017,0.3477
RE1,S106,PWRSOL001,1,2017,0.3439
RE1,S108,PWRSOL001,1,2017,0.3488
RE1,S102,PWRSOL001,1,2021,0.9853
RE1,S104,PWRSOL001,1,2021,0.9821
RE1,S106,PWRSOL001,1,2021,0.9714
RE1,S108,PWRSOL001,1,2021,1.0767
RE1,S102,PWRSOL001,1,2022,0.9853
RE1,S104,PWRSOL001,1,2022,0.9821
RE1,S106,PWRSOL001,1,2022,0.9714
RE1,S108,PWRSOL001,1,2022,1.0767
RE1,S102,PWRSOL001,1,2023,1.273
RE1,S104,PWRSOL001,1,2023,1.2689
RE1,S106,PWRSOL001,1,2023,1.255
RE1,S108,PWRSOL001,1,2023,1.3911
RE1,S102,PWRSOL001,1,2024,3.907
RE1,S104,PWRSOL001,1,2024,3.8943
RE1,S106,PWRSOL001,1,2024,3.8516
RE1,S108,PWRSOL001,1,2024,4.2694
RE1,S102,PWRSOL001,1,2025,13.4725
RE1,S104,PWRSOL001,1,2025,13.4288
RE1,S106,PWRSOL001,1,2025,13.2817
RE1,S108,PWRSOL001,1,2025,14.7222
RE1,S102,PWRSOL001,1,2026,14.189
RE1,S104,PWRSOL001,1,2026,14.143
RE1,S106,PWRSOL001,1,2026,13.988
RE1,S108,PWRSOL001,1,2026,15.5051
RE1,S102,PWRSOL001,1,2027,14.946
RE1,S104,PWRSOL001,1,2027,14.8975
RE1,S106,PWRSOL001,1,2027,14.7343
RE1,S108,PWRSOL001,1,2027,16.3323
RE1,S102,PWRSOL001,1,2028,15.7461
RE1,S104,PWRSOL001,1,2028,15.695
RE1,S106,PWRSOL001,1,2028,15.5231
RE1,S108,PWRSOL001,1,2028,17.2067
RE1,S102,PWRSOL001,1,2029,16.5922
RE1,S104,PWRSOL001,1,2029,16.5384
RE1,S106,PWRSOL001,1,2029,16.3572
RE1,S108,PWRSOL001,1,2029,18.1312
RE1,S102,PWRSOL001,1,2030,17.4872
RE1,S104,PWRSOL001,1,2030,17.4305
RE1,S106,PWRSOL001,1,2030,17.2395
RE1,S108,PWRSOL001,1,2030,19.1093
RE1,S102,PWRSOL001,1,2031,18.17
RE1,S104,PWRSOL001,1,2031,18.111
RE1,S106,PWRSOL001,1,2031,17.9126
RE1,S108,PWRSOL001,1,2031,19.8553
RE1,S102,PWRSOL001,1,2032,18.9136
RE1,S104,PWRSOL001,1,2032,18.8522
RE1,S106,PWRSOL001,1,2032,18.6457
RE1,S108,PWRSOL001,1,2032,20.668
RE1,S102,PWRSOL001,1,2033,19.72
RE1,S104,PWRSOL001,1,2033,19.656
RE1,S106,PWRSOL001,1,2033,19.4407
RE1,S108,PWRSOL001,1,2033,21.5492
RE1,S102,PWRSOL001,1,2034,20.5916
RE1,S104,PWRSOL001,1,2034,20.5248
RE1,S106,PWRSOL001,1,2034,20.3
RE1,S108,PWRSOL001,1,2034,22.5017
RE1,S102,PWRSOL001,1,2035,22.5097
RE1,S104,PWRSOL001,1,2035,22.4367
RE1,S106,PWRSOL001,1,2035,22.1909
RE1,S108,PWRSOL001,1,2035,24.5976
RE1,S102,PWRSOL001,1,2036,23.8748
RE1,S104,PWRSOL001,1,2036,23.7973
RE1,S106,PWRSOL001,1,2036,23.5366
RE1,S108,PWRSOL001,1,2036,26.0893
RE1,S102,PWRSOL001,1,2037,25.3298
RE1,S104,PWRSOL001,1,2037,25.2476
RE1,S106,PWRSOL001,1,2037,24.971
RE1,S108,PWRSOL001,1,2037,27.6793
RE1,S102,PWRSOL001,1,2038,26.8815
RE1,S104,PWRSOL001,1,2038,26.7943
RE1,S106,PWRSOL001,1,2038,26.5007
RE1,S108,PWRSOL001,1,2038,29.375
RE1,S102,PWRSOL001,1,2039,28.5373
RE1,S104,PWRSOL001,1,2039,28.4447
RE1,S106,PWRSOL001,1,2039,28.1331
RE1,S108,PWRSOL001,1,2039,31.1843
RE1,S102,PWRSOL001,1,2040,30.3049
RE1,S104,PWRSOL001,1,2040,30.2066
RE1,S106,PWRSOL001,1,2040,29.8757
RE1,S108,PWRSOL001,1,2040,33.1159
RE1,S102,PWRSOL001,1,2041,31.7942
RE1,S104,PWRSOL001,1,2041,31.691
RE1,S106,PWRSOL001,1,2041,31.3439
RE1,S108,PWRSOL001,1,2041,34.7433
RE1,S102,PWRSOL001,1,2042,33.3622
RE1,S104,PWRSOL001,1,2042,33.2539
RE1,S106,PWRSOL001,1,2042,32.8896
RE1,S108,PWRSOL001,1,2042,36.4567
RE1,S102,PWRSOL001,1,2043,35.0136
RE1,S104,PWRSOL001,1,2043,34.9
RE1,S106,PWRSOL001,1,2043,34.5177
RE1,S108,PWRSOL001,1,2043,38.2614
RE1,S102,PWRSOL001,1,2044,36.7537
RE1,S104,PWRSOL001,1,2044,36.6344
RE1,S106,PWRSOL001,1,2044,36.2331
RE1,S108,PWRSOL001,1,2044,40.1628
RE1,S102,PWRSOL001,1,2045,38.5876
RE1,S104,PWRSOL001,1,2045,38.4624
RE1,S106,PWRSOL001,1,2045,38.0411
RE1,S108,PWRSOL001,1,2045,42.1669
RE1,S102,PWRSOL001,1,2046,40.3482
RE1,S104,PWRSOL001,1,2046,40.2173
RE1,S106,PWRSOL001,1,2046,39.7767
RE1,S108,PWRSOL001,1,2046,44.0908
RE1,S102,PWRSOL001,1,2047,42.209
RE1,S104,PWRSOL001,1,2047,42.0721
RE1,S106,PWRSOL001,1,2047,41.6112
RE1,S108,PWRSOL001,1,2047,46.1242
RE1,S102,PWRSOL001,1,2048,45.0468
RE1,S104,PWRSOL001,1,2048,44.9006
RE1,S106,PWRSOL001,1,2048,44.4088
RE1,S108,PWRSOL001,1,2048,45.6745
RE1,S102,PWRSOL001,1,2049,46.2535
RE1,S104,PWRSOL001,1,2049,46.1034
RE1,S106,PWRSOL001,1,2049,45.5984
RE1,S108,PWRSOL001,1,2049,50.5439
RE1,S102,PWRSOL001,1,2050,62.6734
RE1,S104,PWRSOL001,1,2050,62.47
RE1,S106,PWRSOL001,1,2050,61.7857
RE1,S108,PWRSOL001,1,2050,68.4868
RE1,S102,PWRSOL001,1,2051,64.319
RE1,S104,PWRSOL001,1,2051,64.1103
RE1,S106,PWRSOL001,1,2051,63.408
RE1,S108,PWRSOL001,1,2051,70.2851
RE1,S102,PWRSOL001,1,2052,66.0126
RE1,S104,PWRSOL001,1,2052,65.7984
RE1,S106,PWRSOL001,1,2052,65.0776
RE1,S108,PWRSOL001,1,2052,72.1358
RE1,S102,PWRSOL001,1,2053,67.7558
RE1,S104,PWRSOL001,1,2053,67.5359
RE1,S106,PWRSOL001,1,2053,66.7961
RE1,S108,PWRSOL001,1,2053,74.0406
RE1,S102,PWRSOL001,1,2054,69.55
RE1,S104,PWRSOL001,1,2054,69.3243
RE1,S106,PWRSOL001,1,2054,68.5649
RE1,S108,PWRSOL001,1,2054,76.0012
RE1,S102,PWRSOL001,1,2055,71.3968
RE1,S104,PWRSOL001,1,2055,71.1651
RE1,S106,PWRSOL001,1,2055,70.3855
RE1,S108,PWRSOL001,1,2055,78.0194
RE1,S102,PWRSOL001,1,2056,73.2979
RE1,S104,PWRSOL001,1,2056,73.0601
RE1,S106,PWRSOL001,1,2056,72.2598
RE1,S108,PWRSOL001,1,2056,80.0969
RE1,S102,PWRSOL001,1,2057,75.2551
RE1,S104,PWRSOL001,1,2057,75.0109
RE1,S106,PWRSOL001,1,2057,74.1892
RE1,S108,PWRSOL001,1,2057,82.2356
RE1,S102,PWRSOL001,1,2058,77.2702
RE1,S104,PWRSOL001,1,2058,77.0194
RE1,S106,PWRSOL001,1,2058,76.1757
RE1,S108,PWRSOL001,1,2058,84.4376
RE1,S102,PWRSOL001,1,2059,79.3449
RE1,S104,PWRSOL001,1,2059,79.0875
RE1,S106,PWRSOL001,1,2059,78.2211
RE1,S108,PWRSOL001,1,2059,86.7048
RE1,S102,PWRSOL001,1,2060,81.4814
RE1,S104,PWRSOL001,1,2060,81.217
RE1,S106,PWRSOL001,1,2060,80.3273
RE1,S108,PWRSOL001,1,2060,89.0393
RE1,S102,PWRSOL001,1,2061,83.0607
RE1,S104,PWRSOL001,1,2061,82.7912
RE1,S106,PWRSOL001,1,2061,81.8842
RE1,S108,PWRSOL001,1,2061,90.7652
RE1,S102,PWRSOL001,1,2062,84.6729
RE1,S104,PWRSOL001,1,2062,84.3981
RE1,S106,PWRSOL001,1,2062,83.4736
