r,t,y,TotalTechnologyAnnualActivity
RE1,PWRTRNIMP,2017,10.58
RE1,PWRTRNIMP,2018,12.416
RE1,PWRTRNIMP,2019,12.416
RE1,PWRTRNIMP,2020,12.416
RE1,PWRTRNIMP,2021,12.416
RE1,PWRTRNIMP,2022,12.416
RE1,PWRTRNIMP,2023,12.416
RE1,PWRTRNIMP,2024,12.416
RE1,PWRTRNIMP,2025,8.6912
RE1,PWRTRNIMP,2026,8.6912
RE1,PWRTRNIMP,2027,8.6912
RE1,PWRTRNIMP,2028,8.6912
RE1,PWRTRNIMP,2029,6.208
RE1,PWRTRNIMP,2030,6.208
RE1,PWRTRNIMP,2031,6.208
RE1,PWRTRNIMP,2032,3.7248
RE1,PWRTRNIMP,2033,3.7248
RE1,PWRTRNIMP,2034,3.7248
RE1,PWRTRN,2015,14.7989
RE1,PWRTRN,2016,15.8112
RE1,PWRTRN,2017,16.3641
RE1,PWRTRN,2018,16.7765
RE1,PWRTRN,2019,16.205
RE1,PWRTRN,2020,15.0356
RE1,PWRTRN,2021,22.8235
RE1,PWRTRN,2022,33.4093
RE1,PWRTRN,2023,39.4932
RE1,PWRTRN,2024,41.5701
RE1,PWRTRN,2025,49.9981
RE1,PWRTRN,2026,52.5675
RE1,PWRTRN,2027,55.6918
RE1,PWRTRN,2028,58.6929
RE1,PWRTRN,2029,70.9149
RE1,PWRTRN,2030,71.6778
RE1,PWRTRN,2031,71.9602
RE1,PWRTRN,2032,72.4736
RE1,PWRTRN,2033,78.8266
RE1,PWRTRN,2034,80.5469
RE1,PWRTRN,2035,94.57
RE1,PWRTRN,2036,102.7035
RE1,PWRTRN,2037,108.0268
RE1,PWRTRN,2038,145.3808
RE1,PWRTRN,2039,147.1398
RE1,PWRTRN,2040,144.5067
RE1,PWRTRN,2041,139.7115
RE1,PWRTRN,2042,133.9672
RE1,PWRTRN,2043,127.6795
RE1,PWRTRN,2044,120.5086
RE1,PWRTRN,2045,115.5182
RE1,PWRTRN,2046,114.5697
RE1,PWRTRN,2047,117.7043
RE1,PWRTRN,2048,120.978
RE1,PWRTRN,2049,124.385
RE1,PWRTRN,2050,161.7918
RE1,PWRTRN,2051,165.7038
RE1,PWRTRN,2052,169.7301
RE1,PWRTRN,2053,173.874
RE1,PWRTRN,2054,178.1393
RE1,PWRTRN,2055,182.5298
RE1,PWRTRN,2056,187.0494
RE1,PWRTRN,2057,191.7021
RE1,PWRTRN,2058,196.4925
RE1,PWRTRN,2059,201.4248
RE1,PWRTRN,2060,206.5037
RE1,PWRTRN,2061,210.2582
RE1,PWRTRN,2062,214.0908
RE1,PWRTRN,2063,218.0034
RE1,PWRTRN,2064,221.9979
RE1,PWRTRN,2065,226.0763
RE1,PWRTRN,2066,230.2405
RE1,PWRTRN,2067,234.4925
RE1,PWRTRN,2068,238.8343
RE1,PWRTRN,2069,243.2682
RE1,PWRTRN,2070,314.8541
RE1,PWRDIST,2015,14.3549
RE1,PWRDIST,2016,15.3369
RE1,PWRDIST,2017,15.8732
RE1,PWRDIST,2018,16.2732
RE1,PWRDIST,2019,15.7189
RE1,PWRDIST,2020,14.5845
RE1,PWRDIST,2021,22.1388
RE1,PWRDIST,2022,32.407
RE1,PWRDIST,2023,38.3084
RE1,PWRDIST,2024,40.323
RE1,PWRDIST,2025,48.4981
RE1,PWRDIST,2026,50.9905
RE1,PWRDIST,2027,54.021
RE1,PWRDIST,2028,56.9321
RE1,PWRDIST,2029,68.7875
RE1,PWRDIST,2030,69.5275
RE1,PWRDIST,2031,69.8014
RE1,PWRDIST,2032,70.2994
RE1,PWRDIST,2033,76.4618
RE1,PWRDIST,2034,78.1305
RE1,PWRDIST,2035,91.7329
RE1,PWRDIST,2036,99.6224
RE1,PWRDIST,2037,104.786
RE1,PWRDIST,2038,141.0193
RE1,PWRDIST,2039,142.7256
RE1,PWRDIST,2040,140.1715
RE1,PWRDIST,2041,135.5202
RE1,PWRDIST,2042,129.9482
RE1,PWRDIST,2043,123.8492
RE1,PWRDIST,2044,116.8933
RE1,PWRDIST,2045,112.0527
RE1,PWRDIST,2046,111.1326
RE1,PWRDIST,2047,114.1731
RE1,PWRDIST,2048,117.3486
RE1,PWRDIST,2049,120.6534
RE1,PWRDIST,2050,156.938
RE1,PWRDIST,2051,160.7327
RE1,PWRDIST,2052,164.6382
RE1,PWRDIST,2053,168.6578
RE1,PWRDIST,2054,172.7952
RE1,PWRDIST,2055,177.0539
RE1,PWRDIST,2056,181.4379
RE1,PWRDIST,2057,185.9511
RE1,PWRDIST,2058,190.5977
RE1,PWRDIST,2059,195.382
RE1,PWRDIST,2060,200.3086
RE1,PWRDIST,2061,203.9505
RE1,PWRDIST,2062,207.6681
RE1,PWRDIST,2063,211.4633
RE1,PWRDIST,2064,215.338
RE1,PWRDIST,2065,219.294
RE1,PWRDIST,2066,223.3332
RE1,PWRDIST,2067,227.4577
RE1,PWRDIST,2068,231.6693
RE1,PWRDIST,2069,235.9702
RE1,PWRDIST,2070,305.4085
RE1,PWRSOL002,2026,0.1692
RE1,PWRSOL002,2027,0.1688
RE1,PWRSOL002,2028,0.1686
RE1,PWRSOL002,2029,0.1686
RE1,PWRSOL002,2030,11.6879
RE1,PWRSOL002,2031,17.8325
RE1,PWRSOL002,2032,21.6689
RE1,PWRSOL002,2033,22.5928
RE1,PWRSOL002,2034,23.5914
RE1,PWRSOL002,2035,25.7889
RE1,PWRSOL002,2036,27.3529
RE1,PWRSOL002,2037,29.0198
RE1,PWRSOL002,2038,30.7976
RE1,PWRSOL002,2039,32.6946
RE1,PWRSOL002,2040,34.7197
RE1,PWRSOL002,2041,36.426
RE1,PWRSOL002,2042,38.2224
RE1,PWRSOL002,2043,40.1144
RE1,PWRSOL002,2044,42.1079
RE1,PWRSOL002,2045,44.2091
RE1,PWRSOL002,2046,46.2261
RE1,PWRSOL002,2047,48.3581
RE1,PWRSOL002,2048,50.6111
RE1,PWRSOL002,2049,52.9917
RE1,PWRSOL002,2050,71.8037
RE1,PWRSOL002,2051,73.689
RE1,PWRSOL002,2052,75.6294
RE1,PWRSOL002,2053,77.6265
RE1,PWRSOL002,2054,79.682
RE1,PWRSOL002,2055,81.7979
RE1,PWRSOL002,2056,83.976
RE1,PWRSOL002,2057,86.2183
RE1,PWRSOL002,2058,88.5269
RE1,PWRSOL002,2059,90.9039
RE1,PWRSOL002,2060,93.3516
RE1,PWRSOL002,2061,95.161
RE1,PWRSOL002,2062,97.008
RE1,PWRSOL002,2063,98.8936
RE1,PWRSOL002,2064,100.8187
RE1,PWRSOL002,2065,102.7842
RE1,PWRSOL002,2066,104.791
RE1,PWRSOL002,2067,106.8402
RE1,PWRSOL002,2068,108.9326
RE1,PWRSOL002,2069,111.0694
RE1,PWRSOL002,2070,145.5687
RE1,PWRHYD004,2021,0.2235
RE1,PWRHYD004,2022,0.2235
RE1,PWRHYD004,2023,0.2235
RE1,PWRHYD004,2024,0.2235
RE1,PWRHYD004,2025,0.2235
RE1,PWRHYD004,2026,0.2235
RE1,PWRHYD004,2027,0.2235
RE1,PWRHYD004,2028,0.2235
RE1,PWRHYD004,2029,0.2235
RE1,PWRHYD004,2030,0.2235
RE1,PWRHYD004,2031,0.2235
RE1,PWRHYD004,2032,0.2235
RE1,PWRHYD004,2033,0.2235
RE1,PWRHYD004,2034,0.2235
RE1,PWRHYD004,2035,0.2235
RE1,PWRHYD004,2036,0.2235
RE1,PWRHYD004,2037,0.2235
RE1,PWRHYD004,2038,0.2235
RE1,PWRHYD004,2039,0.2235
RE1,PWRHYD004,2040,0.2235
RE1,PWRHYD004,2041,0.2235
RE1,PWRHYD004,2042,0.2235
RE1,PWRHYD004,2043,0.2235
RE1,PWRHYD004,2044,0.2235
RE1,PWRHYD004,2045,0.2235
RE1,PWRHYD004,2046,0.2235
RE1,PWRHYD004,2047,0.2235
RE1,PWRHYD004,2048,0.2235
RE1,PWRHYD004,2049,0.2235
RE1,PWRHYD004,2050,0.2235
RE1,PWRHYD004,2051,0.2235
RE1,PWRHYD004,2052,0.2235
RE1,PWRHYD004,2053,0.2235
RE1,PWRHYD004,2054,0.2235
RE1,PWRHYD004,2055,0.2235
RE1,PWRHYD004,2056,0.2235
RE1,PWRHYD004,2057,0.2235
RE1,PWRHYD004,2058,0.2235
RE1,PWRHYD004,2059,0.2235
RE1,PWRHYD004,2060,0.2235
RE1,PWRHYD004,2061,0.2235
RE1,PWRHYD004,2062,0.2235
RE1,PWRHYD004,2063,0.2235
RE1,PWRHYD004,2064,0.2235
RE1,PWRHYD004,2065,0.2235
RE1,PWRHYD004,2066,0.2235
RE1,PWRHYD004,2067,0.2235
RE1,PWRHYD004,2068,0.2235
RE1,PWRHYD004,2069,0.2235
RE1,PWRHYD004,2070,0.2235
RE1,PWRTRNEXP,2015,0.3011
RE1,PWRTRNEXP,2016,0.3382
RE1,PWRTRNEXP,2017,0.342
RE1,PWRTRNEXP,2018,0.3895
RE1,PWRTRNEXP,2019,0.3895
RE1,PWRTRNEXP,2020,0.3895
RE1,PWRTRNEXP,2021,0.3895
RE1,PWRTRNEXP,2022,0.3895
RE1,PWRTRNEXP,2023,0.3895
RE1,PWRTRNEXP,2024,0.3895
RE1,PWRTRNEXP,2025,0.3895
RE1,PWRTRNEXP,2026,0.3895
RE1,PWRTRNEXP,2027,0.3895
RE1,PWRTRNEXP,2028,0.3895
RE1,PWRTRNEXP,2029,0.3895
RE1,PWRTRNEXP,2030,0.3895
RE1,PWRTRNEXP,2031,0.3895
RE1,PWRTRNEXP,2032,0.3895
RE1,PWRTRNEXP,2033,0.3895
RE1,PWRTRNEXP,2034,0.3895
RE1,PWRTRNEXP,2035,0.3895
RE1,PWRTRNEXP,2036,0.3895
RE1,PWRTRNEXP,2037,0.3895
RE1,PWRTRNEXP,2038,0.3895
RE1,PWRTRNEXP,2039,0.3895
RE1,PWRTRNEXP,2040,0.3895
RE1,PWRTRNEXP,2041,0.3895
RE1,PWRTRNEXP,2042,0.3895
RE1,PWRTRNEXP,2043,0.3895
RE1,PWRTRNEXP,2044,0.3895
RE1,PWRTRNEXP,2045,0.3895
RE1,PWRTRNEXP,2046,0.3895
RE1,PWRTRNEXP,2047,0.3895
RE1,PWRTRNEXP,2048,0.3895
RE1,PWRTRNEXP,2049,0.3895
RE1,PWRTRNEXP,2050,0.3895
RE1,PWRTRNEXP,2051,0.3895
RE1,PWRTRNEXP,2052,0.3895
RE1,PWRTRNEXP,2053,0.3895
RE1,PWRTRNEXP,2054,0.3895
RE1,PWRTRNEXP,2055,0.3895
RE1,PWRTRNEXP,2056,0.3895
RE1,PWRTRNEXP,2057,0.3895
RE1,PWRTRNEXP,2058,0.3895
RE1,PWRTRNEXP,2059,0.3895
RE1,PWRTRNEXP,2060,0.3895
RE1,PWRTRNEXP,2061,0.3895
RE1,PWRTRNEXP,2062,0.3895
RE1,PWRTRNEXP,2063,0.3895
RE1,PWRTRNEXP,2064,0.3895
RE1,PWRTRNEXP,2065,0.3895
RE1,PWRTRNEXP,2066,0.3895
RE1,PWRTRNEXP,2067,0.3895
RE1,PWRTRNEXP,2068,0.3895
RE1,PWRTRNEXP,2069,0.3895
RE1,PWRTRNEXP,2070,0.3895
RE1,DEMTRAEVC,2021,5.1405
RE1,DEMTRAEVC,2022,10.281
RE1,DEMTRAEVC,2023,15.2963
RE1,DEMTRAEVC,2024,20.4647
RE1,DEMTRAEVC,2025,25.7025
RE1,DEMTRAEVC,2026,27.4287
RE1,DEMTRAEVC,2027,28.4164
RE1,DEMTRAEVC,2028,29.4364
RE1,DEMTRAEVC,2029,30.49
RE1,DEMTRAEVC,2030,31.5786
RE1,DEMTRAEVC,2031,36.8855
RE1,DEMTRAEVC,2032,42.4244
RE1,DEMTRAEVC,2033,48.0109
RE1,DEMTRAEVC,2034,53.6426
RE1,DEMTRAEVC,2035,60.8842
RE1,DEMTRAEVC,2036,67.3883
RE1,DEMTRAEVC,2037,77.1681
RE1,DEMTRAEVC,2038,110.951
RE1,DEMTRAEVC,2039,111.2773
RE1,DEMTRAEVC,2040,106.4938
RE1,DEMTRAEVC,2041,101.3625
RE1,DEMTRAEVC,2042,95.3444
RE1,DEMTRAEVC,2043,88.7683
RE1,DEMTRAEVC,2044,81.3439
RE1,DEMTRAEVC,2045,72.0997
RE1,DEMTRAEVC,2046,59.7201
RE1,DEMTRAEVC,2047,44.7235
RE1,DEMTRAEVC,2048,28.8785
RE1,DEMTRAEVC,2049,5.2819
RE1,DEMTRAEVC,2050,19.3039
RE1,DEMTRAEVC,2051,22.1009
RE1,DEMTRAEVC,2052,24.9431
RE1,DEMTRAEVC,2053,27.8321
RE1,DEMTRAEVC,2054,30.7695
RE1,DEMTRAEVC,2055,33.757
RE1,DEMTRAEVC,2056,36.7964
RE1,DEMTRAEVC,2057,39.8894
RE1,DEMTRAEVC,2058,43.038
RE1,DEMTRAEVC,2059,46.244
RE1,DEMTRAEVC,2060,49.5096
RE1,DEMTRAEVC,2061,52.2432
RE1,DEMTRAEVC,2062,55.0089
RE1,DEMTRAEVC,2063,57.8077
RE1,DEMTRAEVC,2064,60.6404
RE1,DEMTRAEVC,2065,63.5081
RE1,DEMTRAEVC,2066,66.4118
RE1,DEMTRAEVC,2067,69.3525
RE1,DEMTRAEVC,2068,72.3313
RE1,DEMTRAEVC,2069,75.3493
RE1,DEMTRAEVC,2070,164.9138
RE1,DEMTRAMCYELC,2021,4.6311
RE1,DEMTRAMCYELC,2022,9.2622
RE1,DEMTRAMCYELC,2023,13.7805
RE1,DEMTRAMCYELC,2024,18.4367
RE1,DEMTRAMCYELC,2025,23.1554
RE1,DEMTRAMCYELC,2026,24.7106
RE1,DEMTRAMCYELC,2027,25.6004
RE1,DEMTRAMCYELC,2028,26.5193
RE1,DEMTRAMCYELC,2029,27.4685
RE1,DEMTRAMCYELC,2030,28.4492
RE1,DEMTRAMCYELC,2031,28.8865
RE1,DEMTRAMCYELC,2032,29.3697
RE1,DEMTRAMCYELC,2033,29.8958
RE1,DEMTRAMCYELC,2034,30.4626
RE1,DEMTRAMCYELC,2035,32.4799
RE1,DEMTRAMCYELC,2036,33.5852
RE1,DEMTRAMCYELC,2037,34.7219
RE1,DEMTRAMCYELC,2038,35.8912
RE1,DEMTRAMCYELC,2039,37.0946
RE1,DEMTRAMCYELC,2040,35.3973
RE1,DEMTRAMCYELC,2041,32.9988
RE1,DEMTRAMCYELC,2042,38.3184
RE1,DEMTRAMCYELC,2043,35.8768
RE1,DEMTRAMCYELC,2044,25.0139
RE1,DEMTRAMCYELC,2045,23.3164
RE1,DEMTRAMCYELC,2046,17.8086
RE1,DEMTRAMCYELC,2047,8.2591
RE1,DEMTRAMCYELC,2048,19.9222
RE1,DEMTRAMCYELC,2049,4.7585
RE1,DEMTRAMCYELC,2050,0.5265
RE1,DEMTRAMCYELC,2051,5.764
RE1,DEMTRAMCYELC,2053,10.8382
RE1,DEMTRAMCYELC,2054,12.4298
RE1,DEMTRAMCYELC,2055,9.4399
RE1,DEMTRAMCYELC,2056,15.2858
RE1,DEMTRAMCYELC,2057,4.4117
RE1,DEMTRAMCYELC,2058,18.4924
RE1,DEMTRAMCYELC,2059,27.1847
RE1,DEMTRAMCYELC,2060,21.5399
RE1,DEMTRAMCYELC,2061,30.9799
RE1,DEMTRAMCYELC,2062,34.4603
RE1,DEMTRAMCYELC,2063,36.1391
RE1,DEMTRAMCYELC,2064,22.7617
RE1,DEMTRAMCYELC,2065,23.0918
RE1,DEMTRAMCYELC,2066,34.6881
RE1,DEMTRAMCYELC,2067,35.6147
RE1,DEMTRAMCYELC,2068,20.6293
RE1,DEMTRAMCYELC,2069,41.6196
RE1,DEMTRAMCYELC,2070,64.7438
RE1,DEMTRACARELC,2031,4.3437
RE1,DEMTRACARELC,2032,8.8504
RE1,DEMTRACARELC,2033,13.3572
RE1,DEMTRACARELC,2034,17.864
RE1,DEMTRACARELC,2035,22.3708
RE1,DEMTRACARELC,2036,26.8776
RE1,DEMTRACARELC,2037,31.3844
RE1,DEMTRACARELC,2038,35.8912
RE1,DEMTRACARELC,2039,34.9817
RE1,DEMTRACARELC,2040,35.8912
RE1,DEMTRACARELC,2041,30.1452
RE1,DEMTRACARELC,2042,19.4039
RE1,DEMTRACARELC,2043,15.9211
RE1,DEMTRACARELC,2044,34.1821
RE1,DEMTRACARELC,2045,17.9456
RE1,DEMTRACARELC,2046,21.9064
RE1,DEMTRACARELC,2047,17.9456
RE1,DEMTRACARELC,2048,6.0945
RE1,DEMTRACARELC,2050,16.8644
RE1,DEMTRACARELC,2052,19.0354
RE1,DEMTRACARELC,2054,1.0262
RE1,DEMTRACARELC,2055,6.69
RE1,DEMTRACARELC,2056,3.901
RE1,DEMTRACARELC,2057,20.2805
RE1,DEMTRACARELC,2058,20.2805
RE1,DEMTRACARELC,2059,14.4766
RE1,DEMTRACARELC,2060,23.0633
RE1,DEMTRACARELC,2061,16.0861
RE1,DEMTRACARELC,2062,15.0973
RE1,DEMTRACARELC,2063,15.9399
RE1,DEMTRACARELC,2064,31.8693
RE1,DEMTRACARELC,2065,34.1227
RE1,DEMTRACARELC,2066,25.1423
RE1,DEMTRACARELC,2067,26.8651
RE1,DEMTRACARELC,2068,44.5341
RE1,DEMTRACARELC,2069,26.2626
RE1,DEMTRACARELC,2070,64.7438
RE1,DEMTRABUSELC,2036,0.2474
RE1,DEMTRABUSELC,2037,3.4146
RE1,DEMTRABUSELC,2038,28.1736
RE1,DEMTRABUSELC,2039,28.1736
RE1,DEMTRABUSELC,2040,24.6519
RE1,DEMTRABUSELC,2041,28.1736
RE1,DEMTRABUSELC,2042,28.1736
RE1,DEMTRABUSELC,2043,28.1736
RE1,DEMTRABUSELC,2044,14.0868
RE1,DEMTRABUSELC,2045,23.6928
RE1,DEMTRABUSELC,2046,14.0868
RE1,DEMTRABUSELC,2047,14.0868
RE1,DEMTRABUSELC,2051,14.1468
RE1,DEMTRABUSELC,2052,3.4358
RE1,DEMTRABUSELC,2053,14.2357
RE1,DEMTRABUSELC,2054,14.2642
RE1,DEMTRABUSELC,2055,14.2818
RE1,DEMTRABUSELC,2056,13.9631
RE1,DEMTRABUSELC,2057,11.2442
RE1,DEMTRABUSELC,2070,19.0834
RE1,DEMTRAMCYGSL,2015,15.2603
RE1,DEMTRAMCYGSL,2016,16.0773
RE1,DEMTRAMCYGSL,2017,16.9381
RE1,DEMTRAMCYGSL,2018,17.845
RE1,DEMTRAMCYGSL,2019,18.8005
RE1,DEMTRAMCYGSL,2020,19.8071
RE1,DEMTRAMCYGSL,2021,15.9358
RE1,DEMTRAMCYGSL,2022,12.0877
RE1,DEMTRAMCYGSL,2023,8.3766
RE1,DEMTRAMCYGSL,2024,4.553
RE1,DEMTRAMCYGSL,2025,0.6933
RE1,DEMTRACARGSL,2015,15.2603
RE1,DEMTRACARGSL,2016,16.0773
RE1,DEMTRACARGSL,2017,16.9381
RE1,DEMTRACARGSL,2018,17.845
RE1,DEMTRACARGSL,2019,18.8005
RE1,DEMTRACARGSL,2020,19.8071
RE1,DEMTRACARGSL,2021,20.5669
RE1,DEMTRACARGSL,2022,21.3499
RE1,DEMTRACARGSL,2023,22.1571
RE1,DEMTRACARGSL,2024,22.9897
RE1,DEMTRACARGSL,2025,23.8487
RE1,DEMTRACARGSL,2026,24.7106
RE1,DEMTRACARGSL,2027,25.6004
RE1,DEMTRACARGSL,2028,26.5193
RE1,DEMTRACARGSL,2029,27.4685
RE1,DEMTRACARGSL,2030,28.4492
RE1,DEMTRACARGSL,2031,24.5428
RE1,DEMTRACARGSL,2032,20.5193
RE1,DEMTRACARGSL,2033,16.5386
RE1,DEMTRACARGSL,2034,12.5986
RE1,DEMTRACARGSL,2035,10.1091
RE1,DEMTRACARGSL,2036,6.7076
RE1,DEMTRACARGSL,2037,3.3375
RE1,DEMTRABUSGSL,2015,12.4857
RE1,DEMTRABUSGSL,2016,13.1542
RE1,DEMTRABUSGSL,2017,13.8585
RE1,DEMTRABUSGSL,2018,14.6005
RE1,DEMTRABUSGSL,2019,15.3822
RE1,DEMTRABUSGSL,2020,16.2058
RE1,DEMTRABUSGSL,2021,16.8275
RE1,DEMTRABUSGSL,2022,17.4681
RE1,DEMTRABUSGSL,2023,18.1285
RE1,DEMTRABUSGSL,2024,18.8097
RE1,DEMTRABUSGSL,2025,19.5126
RE1,DEMTRABUSGSL,2026,20.2177
RE1,DEMTRABUSGSL,2027,20.9458
RE1,DEMTRABUSGSL,2028,21.6976
RE1,DEMTRABUSGSL,2029,22.4742
RE1,DEMTRABUSGSL,2030,23.2766
RE1,DEMTRABUSGSL,2031,23.6344
RE1,DEMTRABUSGSL,2032,24.0298
RE1,DEMTRABUSGSL,2033,24.4602
RE1,DEMTRABUSGSL,2034,24.924
RE1,DEMTRABUSGSL,2035,26.5744
RE1,DEMTRABUSGSL,2036,27.2315
RE1,DEMTRABUSGSL,2037,24.9942
RE1,DEMTRABUSGSL,2038,1.1919
RE1,DEMINDELC,2015,13.615
RE1,DEMINDELC,2016,14.072
RE1,DEMINDELC,2017,14.605
RE1,DEMINDELC,2018,15.015
RE1,DEMINDELC,2019,14.544
RE1,DEMINDELC,2020,13.532
RE1,DEMINDELC,2021,12.675
RE1,DEMINDELC,2022,15.6055
RE1,DEMINDELC,2023,16.752
RE1,DEMINDELC,2024,4.1708
RE1,DEMINDELC,2025,5.4833
RE1,DEMINDELC,2026,4.7963
RE1,DEMINDELC,2027,5.1397
RE1,DEMINDELC,2028,5.5071
RE1,DEMINDELC,2029,3.87
RE1,DEMINDELC,2030,4.1458
RE1,DEMINDELC,2031,4.8426
RE1,DEMINDELC,2032,5.1439
RE1,DEMINDELC,2033,5.4704
RE1,DEMINDELC,2034,5.8235
RE1,DEMINDELC,2035,6.487
RE1,DEMINDELC,2036,0.4211
RE1,DEMINDELC,2037,0.4549
RE1,INDENEFFDP,2024,10.6215
RE1,INDENEFFDP,2025,10.6215
RE1,INDENEFFDP,2026,12.2145
RE1,INDENEFFDP,2027,13.0891
RE1,INDENEFFDP,2028,14.0248
RE1,INDENEFFDP,2029,16.5876
RE1,INDENEFFDP,2030,17.7701
RE1,INDENEFFDP,2031,20.7566
RE1,INDENEFFDP,2032,22.0481
RE1,INDENEFFDP,2033,23.4474
RE1,INDENEFFDP,2034,24.961
RE1,INDENEFFDP,2035,27.8049
RE1,INDENEFFDP,2036,35.1044
RE1,INDENEFFDP,2037,37.9165
RE1,INDENEFFDP,2038,41.3251
RE1,INDENEFFDP,2039,44.6219
RE1,INDENEFFDP,2040,49.6814
RE1,INDENEFFDP,2041,52.8114
RE1,INDENEFFDP,2042,56.1314
RE1,INDENEFFDP,2043,59.6533
RE1,INDENEFFDP,2044,63.3897
RE1,INDENEFFDP,2045,67.3539
RE1,INDENEFFDP,2046,71.2547
RE1,INDENEFFDP,2047,75.396
RE1,INDENEFFDP,2048,79.792
RE1,INDENEFFDP,2049,84.4576
RE1,INDENEFFDP,2050,89.4088
RE1,INDENEFFDP,2051,92.4846
RE1,INDENEFFDP,2052,95.6659
RE1,INDENEFFDP,2053,98.9564
RE1,INDENEFFDP,2054,102.3596
RE1,INDENEFFDP,2055,105.8796
RE1,INDENEFFDP,2056,109.5203
RE1,INDENEFFDP,2057,113.2858
RE1,INDENEFFDP,2058,117.1805
RE1,INDENEFFDP,2059,121.2089
RE1,INDENEFFDP,2060,125.3756
RE1,INDENEFFDP,2061,128.3596
RE1,INDENEFFDP,2062,131.4145
RE1,INDENEFFDP,2063,134.5422
RE1,INDENEFFDP,2064,137.7445
RE1,INDENEFFDP,2065,141.0233
RE1,INDENEFFDP,2066,144.3805
RE1,INDENEFFDP,2067,147.818
RE1,INDENEFFDP,2068,151.3378
RE1,INDENEFFDP,2069,154.9421
RE1,INDENEFFDP,2070,158.6328
RE1,DEMINDHEEH,2021,0.2949
RE1,DEMINDHEEH,2024,0.2949
RE1,DEMINDHEEH,2049,15.5773
RE1,DEMINDHEEH,2050,20.7779
RE1,DEMINDHEEH,2051,21.1199
RE1,DEMINDHEEH,2052,21.4675
RE1,DEMINDHEEH,2053,21.8207
RE1,DEMINDHEEH,2054,22.1796
RE1,DEMINDHEEH,2055,22.5444
RE1,DEMINDHEEH,2056,22.915
RE1,DEMINDHEEH,2057,23.2918
RE1,DEMINDHEEH,2058,23.6746
RE1,DEMINDHEEH,2059,24.0637
RE1,DEMINDHEEH,2060,24.4592
RE1,DEMINDHEEH,2061,24.7784
RE1,DEMINDHEEH,2062,25.1018
RE1,DEMINDHEEH,2063,25.4294
RE1,DEMINDHEEH,2064,25.7613
RE1,DEMINDHEEH,2065,26.0977
RE1,DEMINDHEEH,2066,26.4384
RE1,DEMINDHEEH,2067,26.7837
RE1,DEMINDHEEH,2068,27.1336
RE1,DEMINDHEEH,2069,27.4881
RE1,DEMINDHEEH,2070,27.8474
RE1,DEMINDHEEL,2049,6.1454
RE1,DEMINDHEEL,2050,13.9426
RE1,DEMINDHEEL,2051,13.8113
RE1,DEMINDHEEL,2052,13.6812
RE1,DEMINDHEEL,2053,13.5523
RE1,DEMINDHEEL,2054,13.4246
RE1,DEMINDHEEL,2055,13.298
RE1,DEMINDHEEL,2056,13.1726
RE1,DEMINDHEEL,2057,13.0483
RE1,DEMINDHEEL,2058,12.9252
RE1,DEMINDHEEL,2059,12.8032
RE1,DEMINDHEEL,2060,12.6823
RE1,DEMINDHEEL,2061,12.5581
RE1,DEMINDHEEL,2062,12.4351
RE1,DEMINDHEEL,2063,12.3133
RE1,DEMINDHEEL,2064,12.1927
RE1,DEMINDHEEL,2065,12.0733
RE1,DEMINDHEEL,2066,11.955
RE1,DEMINDHEEL,2067,11.838
RE1,DEMINDHEEL,2068,11.7222
RE1,DEMINDHEEL,2069,11.6075
RE1,DEMINDHEEL,2070,11.4941
RE1,DEMINDHECOA,2015,6.5637
RE1,DEMINDHECOA,2016,6.9151
RE1,DEMINDHECOA,2017,7.2854
RE1,DEMINDHECOA,2018,7.6755
RE1,DEMINDHECOA,2019,8.0864
RE1,DEMINDHECOA,2020,8.5194
RE1,DEMINDHECOA,2021,8.5513
RE1,DEMINDHECOA,2022,8.5708
RE1,DEMINDHECOA,2023,8.5771
RE1,DEMINDHECOA,2024,8.5698
RE1,DEMINDHECOA,2025,9.7039
RE1,DEMINDHECOA,2026,10.6284
RE1,DEMINDHECOA,2027,8.4419
RE1,DEMINDHECOA,2028,8.3647
RE1,DEMINDHECOA,2029,8.2703
RE1,DEMINDHECOA,2030,8.1577
RE1,DEMINDHECOA,2031,7.8689
RE1,DEMINDHECOA,2032,7.5795
RE1,DEMINDHECOA,2033,7.2866
RE1,DEMINDHECOA,2034,10.2035
RE1,DEMINDHECOA,2035,13.9702
RE1,DEMINDHECOA,2036,14.4456
RE1,DEMINDHECOA,2037,14.9345
RE1,DEMINDHECOA,2042,3.4468
RE1,DEMINDHECOA,2043,15.2497
RE1,DEMINDHECOA,2044,15.7789
RE1,DEMINDHECOA,2045,15.1437
RE1,DEMINDHECOA,2046,13.6949
RE1,DEMINDHECOA,2047,11.5299
RE1,DEMINDHECOA,2048,8.5778
RE1,DEMINDHECOA,2049,4.762
RE1,DEMINDHEOIL,2015,0.0
RE1,DEMINDHEOIL,2016,0.0
RE1,DEMINDHEOIL,2017,0.0
RE1,DEMINDHEOIL,2019,0.0
RE1,DEMINDHEOIL,2021,0.0
RE1,DEMINDHEOIL,2022,0.6122
RE1,DEMINDHEOIL,2023,0.953
RE1,DEMINDHEOIL,2024,1.0236
RE1,DEMINDHEOIL,2025,0.5539
RE1,DEMINDHEOIL,2027,2.5693
RE1,DEMINDHEOIL,2028,3.0417
RE1,DEMINDHEOIL,2029,3.5444
RE1,DEMINDHEOIL,2030,4.0788
RE1,DEMINDHEOIL,2031,4.5557
