r,l,t,m,y,RateOfActivity
RE1,S101,PWRHYD001,1,2022,10.8524
RE1,S102,PWRHYD001,1,2022,10.8524
RE1,S103,PWRHYD001,1,2022,9.1394
RE1,S104,PWRHYD001,1,2022,9.1394
RE1,S105,PWRHYD001,1,2022,5.5868
RE1,S106,PWRHYD001,1,2022,5.5868
RE1,S107,PWRHYD001,1,2022,6.7399
RE1,S108,PWRHYD001,1,2022,6.7399
RE1,S101,PWRHYD001,1,2023,10.8524
RE1,S102,PWRHYD001,1,2023,10.8524
RE1,S103,PWRHYD001,1,2023,9.1394
RE1,S104,PWRHYD001,1,2023,9.1394
RE1,S105,PWRHYD001,1,2023,5.5868
RE1,S106,PWRHYD001,1,2023,5.5868
RE1,S107,PWRHYD001,1,2023,6.7399
RE1,S108,PWRHYD001,1,2023,6.7399
RE1,S101,PWRHYD001,1,2024,10.8524
RE1,S102,PWRHYD001,1,2024,10.8524
RE1,S103,PWRHYD001,1,2024,9.1394
RE1,S104,PWRHYD001,1,2024,9.1394
RE1,S105,PWRHYD001,1,2024,5.5868
RE1,S106,PWRHYD001,1,2024,5.5868
RE1,S107,PWRHYD001,1,2024,6.7399
RE1,S108,PWRHYD001,1,2024,6.7399
RE1,S101,PWRHYD001,1,2025,10.8524
RE1,S102,PWRHYD001,1,2025,10.8524
RE1,S103,PWRHYD001,1,2025,9.1394
RE1,S104,PWRHYD001,1,2025,9.1394
RE1,S105,PWRHYD001,1,2025,5.5868
RE1,S106,PWRHYD001,1,2025,5.5868
RE1,S107,PWRHYD001,1,2025,6.7399
RE1,S108,PWRHYD001,1,2025,6.7399
RE1,S101,PWRHYD001,1,2026,10.8524
RE1,S102,PWRHYD001,1,2026,10.8524
RE1,S103,PWRHYD001,1,2026,9.1394
RE1,S104,PWRHYD001,1,2026,9.1394
RE1,S105,PWRHYD001,1,2026,5.5868
RE1,S106,PWRHYD001,1,2026,5.5868
RE1,S107,PWRHYD001,1,2026,6.7399
RE1,S108,PWRHYD001,1,2026,6.7399
RE1,S101,PWRHYD001,1,2027,10.8524
RE1,S102,PWRHYD001,1,2027,10.8524
RE1,S103,PWRHYD001,1,2027,9.1394
RE1,S104,PWRHYD001,1,2027,9.1394
RE1,S105,PWRHYD001,1,2027,5.5868
RE1,S106,PWRHYD001,1,2027,5.5868
RE1,S107,PWRHYD001,1,2027,6.7399
RE1,S108,PWRHYD001,1,2027,6.7399
RE1,S101,PWRHYD001,1,2028,10.8524
RE1,S102,PWRHYD001,1,2028,10.8524
RE1,S103,PWRHYD001,1,2028,9.1394
RE1,S104,PWRHYD001,1,2028,9.1394
RE1,S105,PWRHYD001,1,2028,5.5868
RE1,S106,PWRHYD001,1,2028,5.5868
RE1,S107,PWRHYD001,1,2028,6.7399
RE1,S108,PWRHYD001,1,2028,6.7399
RE1,S101,PWRHYD001,1,2029,10.8524
RE1,S102,PWRHYD001,1,2029,10.8524
RE1,S103,PWRHYD001,1,2029,9.1394
RE1,S104,PWRHYD001,1,2029,9.1394
RE1,S105,PWRHYD001,1,2029,5.5868
RE1,S106,PWRHYD001,1,2029,5.5868
RE1,S107,PWRHYD001,1,2029,6.7399
RE1,S108,PWRHYD001,1,2029,6.7399
RE1,S101,PWRHYD001,1,2030,10.8524
RE1,S102,PWRHYD001,1,2030,10.8524
RE1,S103,PWRHYD001,1,2030,9.1394
RE1,S104,PWRHYD001,1,2030,9.1394
RE1,S105,PWRHYD001,1,2030,5.5868
RE1,S106,PWRHYD001,1,2030,5.5868
RE1,S107,PWRHYD001,1,2030,6.7399
RE1,S108,PWRHYD001,1,2030,6.7399
RE1,S101,PWRHYD001,1,2031,10.8524
RE1,S102,PWRHYD001,1,2031,10.8524
RE1,S103,PWRHYD001,1,2031,9.1394
RE1,S104,PWRHYD001,1,2031,9.1394
RE1,S105,PWRHYD001,1,2031,5.5868
RE1,S106,PWRHYD001,1,2031,5.5868
RE1,S107,PWRHYD001,1,2031,6.7399
RE1,S108,PWRHYD001,1,2031,6.7399
RE1,S101,PWRHYD001,1,2032,10.8524
RE1,S102,PWRHYD001,1,2032,10.8524
RE1,S103,PWRHYD001,1,2032,9.1394
RE1,S104,PWRHYD001,1,2032,9.1394
RE1,S105,PWRHYD001,1,2032,5.5868
RE1,S106,PWRHYD001,1,2032,5.5868
RE1,S107,PWRHYD001,1,2032,6.7399
RE1,S108,PWRHYD001,1,2032,6.7399
RE1,S101,PWRHYD001,1,2033,10.8524
RE1,S102,PWRHYD001,1,2033,10.8524
RE1,S103,PWRHYD001,1,2033,9.1394
RE1,S104,PWRHYD001,1,2033,9.1394
RE1,S105,PWRHYD001,1,2033,5.5868
RE1,S106,PWRHYD001,1,2033,5.5868
RE1,S107,PWRHYD001,1,2033,6.7399
RE1,S108,PWRHYD001,1,2033,6.7399
RE1,S101,PWRHYD001,1,2034,10.8524
RE1,S102,PWRHYD001,1,2034,10.8524
RE1,S103,PWRHYD001,1,2034,9.1394
RE1,S104,PWRHYD001,1,2034,9.1394
RE1,S105,PWRHYD001,1,2034,5.5868
RE1,S106,PWRHYD001,1,2034,5.5868
RE1,S107,PWRHYD001,1,2034,6.7399
RE1,S108,PWRHYD001,1,2034,6.7399
RE1,S101,PWRHYD001,1,2035,10.8524
RE1,S102,PWRHYD001,1,2035,10.8524
RE1,S103,PWRHYD001,1,2035,9.1394
RE1,S104,PWRHYD001,1,2035,9.1394
RE1,S105,PWRHYD001,1,2035,5.5868
RE1,S106,PWRHYD001,1,2035,5.5868
RE1,S107,PWRHYD001,1,2035,6.7399
RE1,S108,PWRHYD001,1,2035,6.7399
RE1,S101,PWRHYD001,1,2036,10.8524
RE1,S102,PWRHYD001,1,2036,10.8524
RE1,S103,PWRHYD001,1,2036,9.1394
RE1,S104,PWRHYD001,1,2036,9.1394
RE1,S105,PWRHYD001,1,2036,5.5868
RE1,S106,PWRHYD001,1,2036,5.5868
RE1,S107,PWRHYD001,1,2036,6.7399
RE1,S108,PWRHYD001,1,2036,6.7399
RE1,S101,PWRHYD001,1,2037,10.8524
RE1,S102,PWRHYD001,1,2037,10.8524
RE1,S103,PWRHYD001,1,2037,9.1394
RE1,S104,PWRHYD001,1,2037,9.1394
RE1,S105,PWRHYD001,1,2037,5.5868
RE1,S106,PWRHYD001,1,2037,5.5868
RE1,S107,PWRHYD001,1,2037,6.7399
RE1,S108,PWRHYD001,1,2037,6.7399
RE1,S101,PWRHYD001,1,2038,10.8524
RE1,S102,PWRHYD001,1,2038,10.8524
RE1,S103,PWRHYD001,1,2038,9.1394
RE1,S104,PWRHYD001,1,2038,9.1394
RE1,S105,PWRHYD001,1,2038,5.5868
RE1,S106,PWRHYD001,1,2038,5.5868
RE1,S107,PWRHYD001,1,2038,6.7399
RE1,S108,PWRHYD001,1,2038,6.7399
RE1,S101,PWRHYD001,1,2039,10.8524
RE1,S102,PWRHYD001,1,2039,10.8524
RE1,S103,PWRHYD001,1,2039,9.1394
RE1,S104,PWRHYD001,1,2039,9.1394
RE1,S105,PWRHYD001,1,2039,5.5868
RE1,S106,PWRHYD001,1,2039,5.5868
RE1,S107,PWRHYD001,1,2039,6.7399
RE1,S108,PWRHYD001,1,2039,6.7399
RE1,S101,PWRHYD001,1,2040,10.8524
RE1,S102,PWRHYD001,1,2040,10.8524
RE1,S103,PWRHYD001,1,2040,9.1394
RE1,S104,PWRHYD001,1,2040,9.1394
RE1,S105,PWRHYD001,1,2040,5.5868
RE1,S106,PWRHYD001,1,2040,5.5868
RE1,S107,PWRHYD001,1,2040,6.7399
RE1,S108,PWRHYD001,1,2040,6.7399
RE1,S101,PWRHYD001,1,2041,10.8524
RE1,S102,PWRHYD001,1,2041,10.8524
RE1,S103,PWRHYD001,1,2041,9.1394
RE1,S104,PWRHYD001,1,2041,9.1394
RE1,S105,PWRHYD001,1,2041,5.5868
RE1,S106,PWRHYD001,1,2041,5.5868
RE1,S107,PWRHYD001,1,2041,6.7399
RE1,S108,PWRHYD001,1,2041,6.7399
RE1,S101,PWRHYD001,1,2042,10.8524
RE1,S102,PWRHYD001,1,2042,10.8524
RE1,S103,PWRHYD001,1,2042,9.1394
RE1,S104,PWRHYD001,1,2042,9.1394
RE1,S105,PWRHYD001,1,2042,5.5868
RE1,S106,PWRHYD001,1,2042,5.5868
RE1,S107,PWRHYD001,1,2042,6.7399
RE1,S108,PWRHYD001,1,2042,6.7399
RE1,S101,PWRHYD001,1,2043,10.8524
RE1,S102,PWRHYD001,1,2043,10.8524
RE1,S103,PWRHYD001,1,2043,9.1394
RE1,S104,PWRHYD001,1,2043,9.1394
RE1,S105,PWRHYD001,1,2043,5.5868
RE1,S106,PWRHYD001,1,2043,5.5868
RE1,S107,PWRHYD001,1,2043,6.7399
RE1,S108,PWRHYD001,1,2043,6.7399
RE1,S101,PWRHYD001,1,2044,10.8524
RE1,S102,PWRHYD001,1,2044,10.8524
RE1,S103,PWRHYD001,1,2044,9.1394
RE1,S104,PWRHYD001,1,2044,9.1394
RE1,S105,PWRHYD001,1,2044,5.5868
RE1,S106,PWRHYD001,1,2044,5.5868
RE1,S107,PWRHYD001,1,2044,6.7399
RE1,S108,PWRHYD001,1,2044,6.7399
RE1,S101,PWRHYD001,1,2045,10.8524
RE1,S102,PWRHYD001,1,2045,10.8524
RE1,S103,PWRHYD001,1,2045,9.1394
RE1,S104,PWRHYD001,1,2045,9.1394
RE1,S105,PWRHYD001,1,2045,5.5868
RE1,S106,PWRHYD001,1,2045,5.5868
RE1,S107,PWRHYD001,1,2045,6.7399
RE1,S108,PWRHYD001,1,2045,6.7399
RE1,S101,PWRHYD001,1,2046,10.8524
RE1,S102,PWRHYD001,1,2046,10.8524
RE1,S103,PWRHYD001,1,2046,9.1394
RE1,S104,PWRHYD001,1,2046,9.1394
RE1,S105,PWRHYD001,1,2046,5.5868
RE1,S106,PWRHYD001,1,2046,5.5868
RE1,S107,PWRHYD001,1,2046,6.7399
RE1,S108,PWRHYD001,1,2046,6.7399
RE1,S101,PWRHYD001,1,2047,10.8524
RE1,S102,PWRHYD001,1,2047,10.8524
RE1,S103,PWRHYD001,1,2047,9.1394
RE1,S104,PWRHYD001,1,2047,9.1394
RE1,S105,PWRHYD001,1,2047,5.5868
RE1,S106,PWRHYD001,1,2047,5.5868
RE1,S107,PWRHYD001,1,2047,6.7399
RE1,S108,PWRHYD001,1,2047,6.7399
RE1,S101,PWRHYD001,1,2048,10.8524
RE1,S102,PWRHYD001,1,2048,10.8524
RE1,S103,PWRHYD001,1,2048,9.1394
RE1,S104,PWRHYD001,1,2048,9.1394
RE1,S105,PWRHYD001,1,2048,5.5868
RE1,S106,PWRHYD001,1,2048,5.5868
RE1,S107,PWRHYD001,1,2048,6.7399
RE1,S108,PWRHYD001,1,2048,6.7399
RE1,S101,PWRHYD001,1,2049,10.8524
RE1,S102,PWRHYD001,1,2049,10.8524
RE1,S103,PWRHYD001,1,2049,9.1394
RE1,S104,PWRHYD001,1,2049,9.1394
RE1,S105,PWRHYD001,1,2049,5.5868
RE1,S106,PWRHYD001,1,2049,5.5868
RE1,S107,PWRHYD001,1,2049,6.7399
RE1,S108,PWRHYD001,1,2049,6.7399
RE1,S101,PWRHYD001,1,2050,10.8524
RE1,S102,PWRHYD001,1,2050,10.8524
RE1,S103,PWRHYD001,1,2050,9.1394
RE1,S104,PWRHYD001,1,2050,9.1394
RE1,S105,PWRHYD001,1,2050,5.5868
RE1,S106,PWRHYD001,1,2050,5.5868
RE1,S107,PWRHYD001,1,2050,6.7399
RE1,S108,PWRHYD001,1,2050,6.7399
RE1,S101,PWRHYD001,1,2051,10.8524
RE1,S102,PWRHYD001,1,2051,10.8524
RE1,S103,PWRHYD001,1,2051,9.1394
RE1,S104,PWRHYD001,1,2051,9.1394
RE1,S105,PWRHYD001,1,2051,5.5868
RE1,S106,PWRHYD001,1,2051,5.5868
RE1,S107,PWRHYD001,1,2051,6.7399
RE1,S108,PWRHYD001,1,2051,6.7399
RE1,S101,PWRHYD001,1,2052,10.8524
RE1,S102,PWRHYD001,1,2052,10.8524
RE1,S103,PWRHYD001,1,2052,9.1394
RE1,S104,PWRHYD001,1,2052,9.1394
RE1,S105,PWRHYD001,1,2052,5.5868
RE1,S106,PWRHYD001,1,2052,5.5868
RE1,S107,PWRHYD001,1,2052,6.7399
RE1,S108,PWRHYD001,1,2052,6.7399
RE1,S101,PWRHYD001,1,2053,10.8524
RE1,S102,PWRHYD001,1,2053,10.8524
RE1,S103,PWRHYD001,1,2053,9.1394
RE1,S104,PWRHYD001,1,2053,9.1394
RE1,S105,PWRHYD001,1,2053,5.5868
RE1,S106,PWRHYD001,1,2053,5.5868
RE1,S107,PWRHYD001,1,2053,6.7399
RE1,S108,PWRHYD001,1,2053,6.7399
RE1,S101,PWRHYD001,1,2054,10.8524
RE1,S102,PWRHYD001,1,2054,10.8524
RE1,S103,PWRHYD001,1,2054,9.1394
RE1,S104,PWRHYD001,1,2054,9.1394
RE1,S105,PWRHYD001,1,2054,5.5868
RE1,S106,PWRHYD001,1,2054,5.5868
RE1,S107,PWRHYD001,1,2054,6.7399
RE1,S108,PWRHYD001,1,2054,6.7399
RE1,S101,PWRHYD001,1,2055,10.8524
RE1,S102,PWRHYD001,1,2055,10.8524
RE1,S103,PWRHYD001,1,2055,9.1394
RE1,S104,PWRHYD001,1,2055,9.1394
RE1,S105,PWRHYD001,1,2055,5.5868
RE1,S106,PWRHYD001,1,2055,5.5868
RE1,S107,PWRHYD001,1,2055,6.7399
RE1,S108,PWRHYD001,1,2055,6.7399
RE1,S101,PWRHYD001,1,2056,10.8524
RE1,S102,PWRHYD001,1,2056,10.8524
RE1,S103,PWRHYD001,1,2056,9.1394
RE1,S104,PWRHYD001,1,2056,9.1394
RE1,S105,PWRHYD001,1,2056,5.5868
RE1,S106,PWRHYD001,1,2056,5.5868
RE1,S107,PWRHYD001,1,2056,6.7399
RE1,S108,PWRHYD001,1,2056,6.7399
RE1,S101,PWRHYD001,1,2057,10.8524
RE1,S102,PWRHYD001,1,2057,10.8524
RE1,S103,PWRHYD001,1,2057,9.1394
RE1,S104,PWRHYD001,1,2057,9.1394
RE1,S105,PWRHYD001,1,2057,5.5868
RE1,S106,PWRHYD001,1,2057,5.5868
RE1,S107,PWRHYD001,1,2057,6.7399
RE1,S108,PWRHYD001,1,2057,6.7399
RE1,S101,PWRHYD001,1,2058,10.8524
RE1,S102,PWRHYD001,1,2058,10.8524
RE1,S103,PWRHYD001,1,2058,9.1394
RE1,S104,PWRHYD001,1,2058,9.1394
RE1,S105,PWRHYD001,1,2058,5.5868
RE1,S106,PWRHYD001,1,2058,5.5868
RE1,S107,PWRHYD001,1,2058,6.7399
RE1,S108,PWRHYD001,1,2058,6.7399
RE1,S101,PWRHYD001,1,2059,10.8524
RE1,S102,PWRHYD001,1,2059,10.8524
RE1,S103,PWRHYD001,1,2059,9.1394
RE1,S104,PWRHYD001,1,2059,9.1394
RE1,S105,PWRHYD001,1,2059,5.5868
RE1,S106,PWRHYD001,1,2059,5.5868
RE1,S107,PWRHYD001,1,2059,6.7399
RE1,S108,PWRHYD001,1,2059,6.7399
RE1,S101,PWRHYD001,1,2060,10.8524
RE1,S102,PWRHYD001,1,2060,10.8524
RE1,S103,PWRHYD001,1,2060,9.1394
RE1,S104,PWRHYD001,1,2060,9.1394
RE1,S105,PWRHYD001,1,2060,5.5868
RE1,S106,PWRHYD001,1,2060,5.5868
RE1,S107,PWRHYD001,1,2060,6.7399
RE1,S108,PWRHYD001,1,2060,6.7399
RE1,S101,PWRHYD001,1,2061,10.8524
RE1,S102,PWRHYD001,1,2061,10.8524
RE1,S103,PWRHYD001,1,2061,9.1394
RE1,S104,PWRHYD001,1,2061,9.1394
RE1,S105,PWRHYD001,1,2061,5.5868
RE1,S106,PWRHYD001,1,2061,5.5868
RE1,S107,PWRHYD001,1,2061,6.7399
RE1,S108,PWRHYD001,1,2061,6.7399
RE1,S101,PWRHYD001,1,2062,10.8524
RE1,S102,PWRHYD001,1,2062,10.8524
RE1,S103,PWRHYD001,1,2062,9.1394
RE1,S104,PWRHYD001,1,2062,9.1394
RE1,S105,PWRHYD001,1,2062,5.5868
RE1,S106,PWRHYD001,1,2062,5.5868
RE1,S107,PWRHYD001,1,2062,6.7399
RE1,S108,PWRHYD001,1,2062,6.7399
RE1,S101,PWRHYD001,1,2063,10.8524
RE1,S102,PWRHYD001,1,2063,10.8524
RE1,S103,PWRHYD001,1,2063,9.1394
RE1,S104,PWRHYD001,1,2063,9.1394
RE1,S105,PWRHYD001,1,2063,5.5868
RE1,S106,PWRHYD001,1,2063,5.5868
RE1,S107,PWRHYD001,1,2063,6.7399
RE1,S108,PWRHYD001,1,2063,6.7399
RE1,S101,PWRHYD001,1,2064,10.8524
RE1,S102,PWRHYD001,1,2064,10.8524
RE1,S103,PWRHYD001,1,2064,9.1394
RE1,S104,PWRHYD001,1,2064,9.1394
RE1,S105,PWRHYD001,1,2064,5.5868
RE1,S106,PWRHYD001,1,2064,5.5868
RE1,S107,PWRHYD001,1,2064,6.7399
RE1,S108,PWRHYD001,1,2064,6.7399
RE1,S101,PWRHYD001,1,2065,10.8524
RE1,S102,PWRHYD001,1,2065,10.8524
RE1,S103,PWRHYD001,1,2065,9.1394
RE1,S104,PWRHYD001,1,2065,9.1394
RE1,S105,PWRHYD001,1,2065,5.5868
RE1,S106,PWRHYD001,1,2065,5.5868
RE1,S107,PWRHYD001,1,2065,6.7399
RE1,S108,PWRHYD001,1,2065,6.7399
RE1,S101,PWRHYD001,1,2066,10.8524
RE1,S102,PWRHYD001,1,2066,10.8524
RE1,S103,PWRHYD001,1,2066,9.1394
RE1,S104,PWRHYD001,1,2066,9.1394
RE1,S105,PWRHYD001,1,2066,5.5868
RE1,S106,PWRHYD001,1,2066,5.5868
RE1,S107,PWRHYD001,1,2066,6.7399
RE1,S108,PWRHYD001,1,2066,6.7399
RE1,S101,PWRHYD001,1,2067,10.8524
RE1,S102,PWRHYD001,1,2067,10.8524
RE1,S103,PWRHYD001,1,2067,9.1394
RE1,S104,PWRHYD001,1,2067,9.1394
RE1,S105,PWRHYD001,1,2067,5.5868
RE1,S106,PWRHYD001,1,2067,5.5868
RE1,S107,PWRHYD001,1,2067,6.7399
RE1,S108,PWRHYD001,1,2067,6.7399
RE1,S101,PWRHYD001,1,2068,10.8524
RE1,S102,PWRHYD001,1,2068,10.8524
RE1,S103,PWRHYD001,1,2068,9.1394
RE1,S104,PWRHYD001,1,2068,9.1394
RE1,S105,PWRHYD001,1,2068,5.5868
RE1,S106,PWRHYD001,1,2068,5.5868
RE1,S107,PWRHYD001,1,2068,6.7399
RE1,S108,PWRHYD001,1,2068,6.7399
RE1,S101,PWRHYD001,1,2069,10.8524
RE1,S102,PWRHYD001,1,2069,10.8524
RE1,S103,PWRHYD001,1,2069,9.1394
RE1,S104,PWRHYD001,1,2069,9.1394
RE1,S105,PWRHYD001,1,2069,5.5868
RE1,S106,PWRHYD001,1,2069,5.5868
RE1,S107,PWRHYD001,1,2069,6.7399
RE1,S108,PWRHYD001,1,2069,6.7399
RE1,S101,PWRHYD001,1,2070,10.8524
RE1,S102,PWRHYD001,1,2070,10.8524
RE1,S103,PWRHYD001,1,2070,9.1394
RE1,S104,PWRHYD001,1,2070,9.1394
RE1,S105,PWRHYD001,1,2070,5.5868
RE1,S106,PWRHYD001,1,2070,5.5868
RE1,S107,PWRHYD001,1,2070,6.7399
RE1,S108,PWRHYD001,1,2070,6.7399
RE1,S101,PWRHYD002,1,2015,2.3019
RE1,S102,PWRHYD002,1,2015,2.3019
RE1,S103,PWRHYD002,1,2015,1.9386
RE1,S104,PWRHYD002,1,2015,1.9386
RE1,S105,PWRHYD002,1,2015,1.185
RE1,S106,PWRHYD002,1,2015,1.185
RE1,S107,PWRHYD002,1,2015,1.4296
RE1,S108,PWRHYD002,1,2015,1.4296
RE1,S101,PWRHYD002,1,2016,2.3019
RE1,S102,PWRHYD002,1,2016,2.3019
RE1,S103,PWRHYD002,1,2016,1.9386
RE1,S104,PWRHYD002,1,2016,1.9386
RE1,S105,PWRHYD002,1,2016,1.185
RE1,S106,PWRHYD002,1,2016,1.185
RE1,S107,PWRHYD002,1,2016,1.4296
RE1,S108,PWRHYD002,1,2016,1.4296
RE1,S101,PWRHYD002,1,2017,2.3019
RE1,S102,PWRHYD002,1,2017,2.3019
RE1,S103,PWRHYD002,1,2017,1.9386
RE1,S104,PWRHYD002,1,2017,1.9386
RE1,S105,PWRHYD002,1,2017,1.185
RE1,S106,PWRHYD002,1,2017,1.185
RE1,S107,PWRHYD002,1,2017,1.4296
RE1,S108,PWRHYD002,1,2017,1.4296
RE1,S101,PWRHYD002,1,2018,2.3019
RE1,S102,PWRHYD002,1,2018,2.3019
RE1,S103,PWRHYD002,1,2018,1.9386
RE1,S104,PWRHYD002,1,2018,1.9386
RE1,S105,PWRHYD002,1,2018,1.185
RE1,S106,PWRHYD002,1,2018,1.185
RE1,S107,PWRHYD002,1,2018,1.4296
RE1,S108,PWRHYD002,1,2018,1.4296
RE1,S101,PWRHYD002,1,2019,2.3019
RE1,S102,PWRHYD002,1,2019,2.3019
RE1,S103,PWRHYD002,1,2019,1.9386
RE1,S104,PWRHYD002,1,2019,1.9386
RE1,S105,PWRHYD002,1,2019,1.185
RE1,S106,PWRHYD002,1,2019,1.185
RE1,S107,PWRHYD002,1,2019,1.4296
RE1,S108,PWRHYD002,1,2019,1.4296
RE1,S101,PWRHYD002,1,2020,2.3019
RE1,S102,PWRHYD002,1,2020,2.3019
RE1,S103,PWRHYD002,1,2020,1.9386
RE1,S104,PWRHYD002,1,2020,1.9386
RE1,S105,PWRHYD002,1,2020,1.185
RE1,S106,PWRHYD002,1,2020,1.185
RE1,S107,PWRHYD002,1,2020,1.4296
RE1,S108,PWRHYD002,1,2020,1.4296
RE1,S101,PWRHYD002,1,2021,4.1601
RE1,S102,PWRHYD002,1,2021,4.1601
RE1,S103,PWRHYD002,1,2021,3.5034
RE1,S104,PWRHYD002,1,2021,3.5034
RE1,S105,PWRHYD002,1,2021,2.1416
RE1,S106,PWRHYD002,1,2021,2.1416
RE1,S107,PWRHYD002,1,2021,2.5836
RE1,S108,PWRHYD002,1,2021,2.5836
RE1,S101,PWRHYD002,1,2022,4.1601
RE1,S102,PWRHYD002,1,2022,4.1601
RE1,S103,PWRHYD002,1,2022,3.5034
RE1,S104,PWRHYD002,1,2022,3.5034
RE1,S105,PWRHYD002,1,2022,2.1416
RE1,S106,PWRHYD002,1,2022,2.1416
RE1,S107,PWRHYD002,1,2022,2.5836
RE1,S108,PWRHYD002,1,2022,2.5836
RE1,S101,PWRHYD002,1,2023,4.1601
RE1,S102,PWRHYD002,1,2023,4.1601
RE1,S103,PWRHYD002,1,2023,3.5034
RE1,S104,PWRHYD002,1,2023,3.5034
RE1,S105,PWRHYD002,1,2023,2.1416
RE1,S106,PWRHYD002,1,2023,2.1416
RE1,S107,PWRHYD002,1,2023,2.5836
RE1,S108,PWRHYD002,1,2023,2.5836
RE1,S101,PWRHYD002,1,2024,4.1601
RE1,S102,PWRHYD002,1,2024,4.1601
RE1,S103,PWRHYD002,1,2024,3.5034
RE1,S104,PWRHYD002,1,2024,3.5034
RE1,S105,PWRHYD002,1,2024,2.1416
RE1,S106,PWRHYD002,1,2024,2.1416
RE1,S107,PWRHYD002,1,2024,2.5836
RE1,S108,PWRHYD002,1,2024,2.5836
RE1,S101,PWRHYD002,1,2025,4.1601
RE1,S102,PWRHYD002,1,2025,4.1601
RE1,S103,PWRHYD002,1,2025,3.5034
RE1,S104,PWRHYD002,1,2025,3.5034
RE1,S105,PWRHYD002,1,2025,2.1416
RE1,S106,PWRHYD002,1,2025,2.1416
RE1,S107,PWRHYD002,1,2025,2.5836
RE1,S108,PWRHYD002,1,2025,2.5836
RE1,S101,PWRHYD002,1,2026,4.1601
RE1,S102,PWRHYD002,1,2026,4.1601
RE1,S103,PWRHYD002,1,2026,3.5034
RE1,S104,PWRHYD002,1,2026,3.5034
RE1,S105,PWRHYD002,1,2026,2.1416
RE1,S106,PWRHYD002,1,2026,2.1416
RE1,S107,PWRHYD002,1,2026,2.5836
RE1,S108,PWRHYD002,1,2026,2.5836
RE1,S101,PWRHYD002,1,2027,4.1601
RE1,S102,PWRHYD002,1,2027,4.1601
RE1,S103,PWRHYD002,1,2027,3.5034
RE1,S104,PWRHYD002,1,2027,3.5034
RE1,S105,PWRHYD002,1,2027,2.1416
RE1,S106,PWRHYD002,1,2027,2.1416
RE1,S107,PWRHYD002,1,2027,2.5836
RE1,S108,PWRHYD002,1,2027,2.5836
RE1,S101,PWRHYD002,1,2028,4.1601
RE1,S102,PWRHYD002,1,2028,4.1601
RE1,S103,PWRHYD002,1,2028,3.5034
RE1,S104,PWRHYD002,1,2028,3.5034
RE1,S105,PWRHYD002,1,2028,2.1416
RE1,S106,PWRHYD002,1,2028,2.1416
RE1,S107,PWRHYD002,1,2028,2.5836
RE1,S108,PWRHYD002,1,2028,2.5836
RE1,S101,PWRHYD002,1,2029,4.1601
RE1,S102,PWRHYD002,1,2029,4.1601
RE1,S103,PWRHYD002,1,2029,3.5034
RE1,S104,PWRHYD002,1,2029,3.5034
RE1,S105,PWRHYD002,1,2029,2.1416
RE1,S106,PWRHYD002,1,2029,2.1416
RE1,S107,PWRHYD002,1,2029,2.5836
RE1,S108,PWRHYD002,1,2029,2.5836
RE1,S101,PWRHYD002,1,2030,4.1601
RE1,S102,PWRHYD002,1,2030,4.1601
RE1,S103,PWRHYD002,1,2030,3.5034
RE1,S104,PWRHYD002,1,2030,3.5034
RE1,S105,PWRHYD002,1,2030,2.1416
RE1,S106,PWRHYD002,1,2030,2.1416
RE1,S107,PWRHYD002,1,2030,2.5836
RE1,S108,PWRHYD002,1,2030,2.5836
RE1,S101,PWRHYD002,1,2031,4.1601
RE1,S102,PWRHYD002,1,2031,4.1601
RE1,S103,PWRHYD002,1,2031,3.5034
RE1,S104,PWRHYD002,1,2031,3.5034
RE1,S105,PWRHYD002,1,2031,2.1416
RE1,S106,PWRHYD002,1,2031,2.1416
RE1,S107,PWRHYD002,1,2031,2.5836
RE1,S108,PWRHYD002,1,2031,2.5836
RE1,S101,PWRHYD002,1,2032,4.1601
RE1,S102,PWRHYD002,1,2032,4.1601
RE1,S103,PWRHYD002,1,2032,3.5034
RE1,S104,PWRHYD002,1,2032,3.5034
RE1,S105,PWRHYD002,1,2032,2.1416
RE1,S106,PWRHYD002,1,2032,2.1416
RE1,S107,PWRHYD002,1,2032,2.5836
RE1,S108,PWRHYD002,1,2032,2.5836
RE1,S101,PWRHYD002,1,2033,4.1601
RE1,S102,PWRHYD002,1,2033,4.1601
RE1,S103,PWRHYD002,1,2033,3.5034
RE1,S104,PWRHYD002,1,2033,3.5034
RE1,S105,PWRHYD002,1,2033,2.1416
RE1,S106,PWRHYD002,1,2033,2.1416
RE1,S107,PWRHYD002,1,2033,2.5836
RE1,S108,PWRHYD002,1,2033,2.5836
RE1,S101,PWRHYD002,1,2034,4.1601
RE1,S102,PWRHYD002,1,2034,4.1601
RE1,S103,PWRHYD002,1,2034,3.5034
RE1,S104,PWRHYD002,1,2034,3.5034
RE1,S105,PWRHYD002,1,2034,2.1416
RE1,S106,PWRHYD002,1,2034,2.1416
RE1,S107,PWRHYD002,1,2034,2.5836
RE1,S108,PWRHYD002,1,2034,2.5836
RE1,S101,PWRHYD002,1,2035,4.1601
RE1,S102,PWRHYD002,1,2035,4.1601
RE1,S103,PWRHYD002,1,2035,3.5034
RE1,S104,PWRHYD002,1,2035,3.5034
RE1,S105,PWRHYD002,1,2035,2.1416
RE1,S106,PWRHYD002,1,2035,2.1416
RE1,S107,PWRHYD002,1,2035,2.5836
