r,t,y,TotalCapacityAnnual
RE1,PWRSOL001S,2025,0.6425
RE1,PWRSOL001S,2026,0.6425
RE1,PWRSOL001S,2027,0.6425
RE1,PWRSOL001S,2028,1.0602
RE1,PWRSOL001S,2029,1.1172
RE1,PWRSOL001S,2030,1.1774
RE1,PWRSOL001S,2031,1.2234
RE1,PWRSOL001S,2032,1.2735
RE1,PWRSOL001S,2033,1.3278
RE1,PWRSOL001S,2034,1.3865
RE1,PWRSOL001S,2035,1.5156
RE1,PWRSOL001S,2036,1.6075
RE1,PWRSOL001S,2037,1.7055
RE1,PWRSOL001S,2038,1.81
RE1,PWRSOL001S,2039,1.9215
RE1,PWRSOL001S,2040,2.0405
RE1,PWRSOL001S,2041,2.1408
RE1,PWRSOL001S,2042,2.2463
RE1,PWRSOL001S,2043,2.3575
RE1,PWRSOL001S,2044,2.4747
RE1,PWRSOL001S,2045,2.5982
RE1,PWRSOL001S,2046,2.7167
RE1,PWRSOL001S,2047,2.842
RE1,PWRSOL001S,2048,2.9744
RE1,PWRSOL001S,2049,3.1143
RE1,PWRSOL001S,2050,4.2199
RE1,PWRSOL001S,2051,4.3307
RE1,PWRSOL001S,2052,4.4448
RE1,PWRSOL001S,2053,4.5621
RE1,PWRSOL001S,2054,4.6829
RE1,PWRSOL001S,2055,4.8073
RE1,PWRSOL001S,2056,4.9353
RE1,PWRSOL001S,2057,5.0671
RE1,PWRSOL001S,2058,5.2028
RE1,PWRSOL001S,2059,5.3425
RE1,PWRSOL001S,2060,5.4863
RE1,PWRSOL001S,2061,5.5927
RE1,PWRSOL001S,2062,5.7012
RE1,PWRSOL001S,2063,5.812
RE1,PWRSOL001S,2064,5.9252
RE1,PWRSOL001S,2065,6.0407
RE1,PWRSOL001S,2066,6.1586
RE1,PWRSOL001S,2067,6.279
RE1,PWRSOL001S,2068,6.402
RE1,PWRSOL001S,2069,6.5276
RE1,PWRSOL001S,2070,8.5551
RE1,PWRWND001S,2051,2.8232
RE1,PWRWND001S,2052,4.0135
RE1,PWRWND001S,2053,5.1865
RE1,PWRWND001S,2054,6.3562
RE1,PWRWND001S,2055,7.5226
RE1,PWRWND001S,2056,8.6856
RE1,PWRWND001S,2057,9.8452
RE1,PWRWND001S,2058,10.6684
RE1,PWRWND001S,2059,11.6584
RE1,PWRWND001S,2060,11.6584
RE1,PWRWND001S,2061,12.5882
RE1,PWRWND001S,2062,13.9252
RE1,PWRWND001S,2063,14.6731
RE1,PWRWND001S,2064,15.4058
RE1,PWRWND001S,2065,15.4277
RE1,PWRWND001S,2066,16.0894
RE1,PWRWND001S,2067,16.4041
RE1,PWRWND001S,2068,16.7253
RE1,PWRWND001S,2069,17.0534
RE1,PWRWND001S,2070,17.0534
RE1,PWRTRNIMP,2015,0.3826
RE1,PWRTRNIMP,2016,0.4488
RE1,PWRTRNIMP,2017,0.4279
RE1,PWRTRNIMP,2018,0.5014
RE1,PWRTRNIMP,2019,0.5022
RE1,PWRTRNIMP,2020,0.4937
RE1,PWRTRNIMP,2021,0.4771
RE1,PWRTRNIMP,2022,0.5272
RE1,PWRTRNIMP,2023,0.5284
RE1,PWRTRNIMP,2024,0.5295
RE1,PWRTRNIMP,2025,0.657
RE1,PWRTRNIMP,2026,0.6765
RE1,PWRTRNIMP,2027,0.6804
RE1,PWRTRNIMP,2028,0.6825
RE1,PWRTRNIMP,2029,0.5283
RE1,PWRTRNIMP,2030,0.5328
RE1,PWRTRNIMP,2031,0.5596
RE1,PWRTRNIMP,2032,0.3479
RE1,PWRTRNIMP,2033,0.3522
RE1,PWRTRNIMP,2034,0.3296
RE1,PWRTRN,2015,0.5803
RE1,PWRTRN,2016,0.62
RE1,PWRTRN,2017,0.6417
RE1,PWRTRN,2018,0.6579
RE1,PWRTRN,2019,0.6579
RE1,PWRTRN,2020,0.6579
RE1,PWRTRN,2021,0.743
RE1,PWRTRN,2022,1.035
RE1,PWRTRN,2023,1.2822
RE1,PWRTRN,2024,1.5321
RE1,PWRTRN,2025,1.8307
RE1,PWRTRN,2026,1.8635
RE1,PWRTRN,2027,1.9576
RE1,PWRTRN,2028,2.0568
RE1,PWRTRN,2029,2.1614
RE1,PWRTRN,2030,2.2718
RE1,PWRTRN,2031,2.4112
RE1,PWRTRN,2032,2.4584
RE1,PWRTRN,2033,2.5551
RE1,PWRTRN,2034,2.6639
RE1,PWRTRN,2035,2.9088
RE1,PWRTRN,2036,3.1142
RE1,PWRTRN,2037,3.3085
RE1,PWRTRN,2038,3.5935
RE1,PWRTRN,2039,3.5935
RE1,PWRTRN,2040,3.7306
RE1,PWRTRN,2041,3.8672
RE1,PWRTRN,2042,4.011
RE1,PWRTRN,2043,4.1641
RE1,PWRTRN,2044,4.3445
RE1,PWRTRN,2045,4.5876
RE1,PWRTRN,2046,4.7176
RE1,PWRTRN,2047,5.0212
RE1,PWRTRN,2048,5.2306
RE1,PWRTRN,2049,5.4519
RE1,PWRTRN,2050,7.2007
RE1,PWRTRN,2051,7.8105
RE1,PWRTRN,2052,8.2128
RE1,PWRTRN,2053,8.6204
RE1,PWRTRN,2054,9.0335
RE1,PWRTRN,2055,9.4523
RE1,PWRTRN,2056,9.8771
RE1,PWRTRN,2057,10.3079
RE1,PWRTRN,2058,10.5338
RE1,PWRTRN,2059,10.7767
RE1,PWRTRN,2060,10.9984
RE1,PWRTRN,2061,11.3097
RE1,PWRTRN,2062,11.644
RE1,PWRTRN,2063,11.8893
RE1,PWRTRN,2064,12.134
RE1,PWRTRN,2065,12.2959
RE1,PWRTRN,2066,12.5596
RE1,PWRTRN,2067,12.8012
RE1,PWRTRN,2068,13.0827
RE1,PWRTRN,2069,13.7742
RE1,PWRTRN,2070,13.7742
RE1,PWRDIST,2015,0.5629
RE1,PWRDIST,2016,0.6014
RE1,PWRDIST,2017,0.6225
RE1,PWRDIST,2018,0.6382
RE1,PWRDIST,2019,0.6382
RE1,PWRDIST,2020,0.6382
RE1,PWRDIST,2021,0.7207
RE1,PWRDIST,2022,1.004
RE1,PWRDIST,2023,1.2437
RE1,PWRDIST,2024,1.4862
RE1,PWRDIST,2025,1.7758
RE1,PWRDIST,2026,1.8076
RE1,PWRDIST,2027,1.8989
RE1,PWRDIST,2028,1.9951
RE1,PWRDIST,2029,2.0966
RE1,PWRDIST,2030,2.2036
RE1,PWRDIST,2031,2.3389
RE1,PWRDIST,2032,2.3846
RE1,PWRDIST,2033,2.4785
RE1,PWRDIST,2034,2.584
RE1,PWRDIST,2035,2.8215
RE1,PWRDIST,2036,3.0207
RE1,PWRDIST,2037,3.2093
RE1,PWRDIST,2038,3.4857
RE1,PWRDIST,2039,3.4857
RE1,PWRDIST,2040,3.6186
RE1,PWRDIST,2041,3.7511
RE1,PWRDIST,2042,3.8906
RE1,PWRDIST,2043,4.0391
RE1,PWRDIST,2044,4.2142
RE1,PWRDIST,2045,4.45
RE1,PWRDIST,2046,4.5761
RE1,PWRDIST,2047,4.8705
RE1,PWRDIST,2048,5.0737
RE1,PWRDIST,2049,5.2884
RE1,PWRDIST,2050,6.9847
RE1,PWRDIST,2051,7.5762
RE1,PWRDIST,2052,7.9664
RE1,PWRDIST,2053,8.3617
RE1,PWRDIST,2054,8.7625
RE1,PWRDIST,2055,9.1688
RE1,PWRDIST,2056,9.5808
RE1,PWRDIST,2057,9.9987
RE1,PWRDIST,2058,10.2178
RE1,PWRDIST,2059,10.4534
RE1,PWRDIST,2060,10.6684
RE1,PWRDIST,2061,10.9704
RE1,PWRDIST,2062,11.2946
RE1,PWRDIST,2063,11.5326
RE1,PWRDIST,2064,11.77
RE1,PWRDIST,2065,11.927
RE1,PWRDIST,2066,12.1828
RE1,PWRDIST,2067,12.4172
RE1,PWRDIST,2068,12.6902
RE1,PWRDIST,2069,13.3609
RE1,PWRDIST,2070,13.3609
RE1,PWRSOL002,2015,0.0142
RE1,PWRSOL002,2016,0.0142
RE1,PWRSOL002,2017,0.0142
RE1,PWRSOL002,2018,0.0219
RE1,PWRSOL002,2019,0.0239
RE1,PWRSOL002,2020,0.0239
RE1,PWRSOL002,2021,0.0239
RE1,PWRSOL002,2022,0.0239
RE1,PWRSOL002,2023,0.0239
RE1,PWRSOL002,2024,0.0229
RE1,PWRSOL002,2025,0.0227
RE1,PWRSOL002,2026,0.0224
RE1,PWRSOL002,2027,0.0223
RE1,PWRSOL002,2028,0.0223
RE1,PWRSOL002,2029,0.0223
RE1,PWRSOL002,2030,0.022
RE1,PWRSOL002,2031,0.0214
RE1,PWRSOL002,2032,0.0209
RE1,PWRSOL002,2033,0.0202
RE1,PWRSOL002,2034,0.0197
RE1,PWRSOL002,2035,0.0165
RE1,PWRSOL002,2036,0.0132
RE1,PWRSOL002,2037,0.0105
RE1,PWRSOL002,2038,0.0097
RE1,PWRSOL002,2039,0.5857
RE1,PWRSOL002,2040,1.3642
RE1,PWRSOL002,2041,1.7362
RE1,PWRSOL002,2042,2.0593
RE1,PWRSOL002,2043,2.4044
RE1,PWRSOL002,2044,2.6673
RE1,PWRSOL002,2045,2.6673
RE1,PWRSOL002,2046,4.0993
RE1,PWRSOL002,2047,4.2741
RE1,PWRSOL002,2048,4.6817
RE1,PWRSOL002,2049,5.0894
RE1,PWRSOL002,2050,5.0894
RE1,PWRSOL002,2051,5.3262
RE1,PWRSOL002,2052,5.3262
RE1,PWRSOL002,2053,5.3262
RE1,PWRSOL002,2054,5.3262
RE1,PWRSOL002,2055,5.3262
RE1,PWRSOL002,2056,5.3262
RE1,PWRSOL002,2057,5.3262
RE1,PWRSOL002,2058,5.3921
RE1,PWRSOL002,2059,5.3921
RE1,PWRSOL002,2060,5.786
RE1,PWRSOL002,2061,5.8472
RE1,PWRSOL002,2062,5.8472
RE1,PWRSOL002,2063,6.0607
RE1,PWRSOL002,2064,6.2823
RE1,PWRSOL002,2065,6.7127
RE1,PWRSOL002,2066,6.4755
RE1,PWRSOL002,2067,6.298
RE1,PWRSOL002,2068,6.0351
RE1,PWRSOL002,2069,6.0351
RE1,PWRSOL002,2070,4.6031
RE1,PWRHYD004,2021,0.012
RE1,PWRHYD004,2022,0.012
RE1,PWRHYD004,2023,0.012
RE1,PWRHYD004,2024,0.012
RE1,PWRHYD004,2025,0.012
RE1,PWRHYD004,2026,0.012
RE1,PWRHYD004,2027,0.012
RE1,PWRHYD004,2028,0.012
RE1,PWRHYD004,2029,0.012
RE1,PWRHYD004,2030,0.012
RE1,PWRHYD004,2031,0.012
RE1,PWRHYD004,2032,0.012
RE1,PWRHYD004,2033,0.012
RE1,PWRHYD004,2034,0.012
RE1,PWRHYD004,2035,0.012
RE1,PWRHYD004,2036,0.012
RE1,PWRHYD004,2037,0.012
RE1,PWRHYD004,2038,0.012
RE1,PWRHYD004,2039,0.012
RE1,PWRHYD004,2040,0.012
RE1,PWRHYD004,2041,0.012
RE1,PWRHYD004,2042,0.012
RE1,PWRHYD004,2043,0.012
RE1,PWRHYD004,2044,0.012
RE1,PWRHYD004,2045,0.012
RE1,PWRHYD004,2046,0.012
RE1,PWRHYD004,2047,0.012
RE1,PWRHYD004,2048,0.012
RE1,PWRHYD004,2049,0.012
RE1,PWRHYD004,2050,0.012
RE1,PWRHYD004,2051,0.012
RE1,PWRHYD004,2052,0.012
RE1,PWRHYD004,2053,0.012
RE1,PWRHYD004,2054,0.012
RE1,PWRHYD004,2055,0.012
RE1,PWRHYD004,2056,0.012
RE1,PWRHYD004,2057,0.012
RE1,PWRHYD004,2058,0.012
RE1,PWRHYD004,2059,0.012
RE1,PWRHYD004,2060,0.012
RE1,PWRHYD004,2061,0.012
RE1,PWRHYD004,2062,0.012
RE1,PWRHYD004,2063,0.012
RE1,PWRHYD004,2064,0.012
RE1,PWRHYD004,2065,0.012
RE1,PWRHYD004,2066,0.012
RE1,PWRHYD004,2067,0.012
RE1,PWRHYD004,2068,0.012
RE1,PWRHYD004,2069,0.012
RE1,PWRHYD004,2070,0.012
RE1,PWRTRNEXP,2015,0.011
RE1,PWRTRNEXP,2016,0.0123
RE1,PWRTRNEXP,2017,0.0125
RE1,PWRTRNEXP,2018,0.0142
RE1,PWRTRNEXP,2019,0.0142
RE1,PWRTRNEXP,2020,0.0142
RE1,PWRTRNEXP,2021,0.0142
RE1,PWRTRNEXP,2022,0.0142
RE1,PWRTRNEXP,2023,0.0142
RE1,PWRTRNEXP,2024,0.0142
RE1,PWRTRNEXP,2025,0.0497
RE1,PWRTRNEXP,2026,0.0476
RE1,PWRTRNEXP,2027,0.0257
RE1,PWRTRNEXP,2028,0.0248
RE1,PWRTRNEXP,2029,0.0248
RE1,PWRTRNEXP,2030,0.0248
RE1,PWRTRNEXP,2031,0.0248
RE1,PWRTRNEXP,2032,0.0248
RE1,PWRTRNEXP,2033,0.0248
RE1,PWRTRNEXP,2034,0.0248
RE1,PWRTRNEXP,2035,0.0373
RE1,PWRTRNEXP,2036,0.0248
RE1,PWRTRNEXP,2037,0.0248
RE1,PWRTRNEXP,2038,0.0248
RE1,PWRTRNEXP,2039,0.0475
RE1,PWRTRNEXP,2040,0.0822
RE1,PWRTRNEXP,2041,0.0904
RE1,PWRTRNEXP,2042,0.099
RE1,PWRTRNEXP,2043,0.0953
RE1,PWRTRNEXP,2044,0.0994
RE1,PWRTRNEXP,2045,0.0994
RE1,PWRTRNEXP,2046,0.0994
RE1,PWRTRNEXP,2047,0.0994
RE1,PWRTRNEXP,2048,0.0994
RE1,PWRTRNEXP,2049,0.0994
RE1,PWRTRNEXP,2050,0.0994
RE1,PWRTRNEXP,2051,0.0994
RE1,PWRTRNEXP,2052,0.0994
RE1,PWRTRNEXP,2053,0.0994
RE1,PWRTRNEXP,2054,0.0994
RE1,PWRTRNEXP,2055,0.0994
RE1,PWRTRNEXP,2056,0.0994
RE1,PWRTRNEXP,2057,0.0994
RE1,PWRTRNEXP,2058,0.0994
RE1,PWRTRNEXP,2059,0.0994
RE1,PWRTRNEXP,2060,0.0994
RE1,PWRTRNEXP,2061,0.0994
RE1,PWRTRNEXP,2062,0.0994
RE1,PWRTRNEXP,2063,0.0994
RE1,PWRTRNEXP,2064,0.0994
RE1,PWRTRNEXP,2065,0.0994
RE1,PWRTRNEXP,2066,0.0994
RE1,PWRTRNEXP,2067,0.0534
RE1,PWRTRNEXP,2068,0.0598
RE1,PWRTRNEXP,2069,0.0817
RE1,PWRTRNEXP,2070,0.0994
RE1,DEMTRAEVC,2021,0.1639
RE1,DEMTRAEVC,2022,0.3279
RE1,DEMTRAEVC,2023,0.4918
RE1,DEMTRAEVC,2024,0.6558
RE1,DEMTRAEVC,2025,0.8197
RE1,DEMTRAEVC,2026,0.8904
RE1,DEMTRAEVC,2027,0.9231
RE1,DEMTRAEVC,2028,0.9569
RE1,DEMTRAEVC,2029,0.9919
RE1,DEMTRAEVC,2030,1.0282
RE1,DEMTRAEVC,2031,1.0759
RE1,DEMTRAEVC,2032,1.1574
RE1,DEMTRAEVC,2033,1.1835
RE1,DEMTRAEVC,2034,1.2152
RE1,DEMTRAEVC,2035,1.3553
RE1,DEMTRAEVC,2036,1.3879
RE1,DEMTRAEVC,2037,1.4548
RE1,DEMTRAEVC,2038,1.5904
RE1,DEMTRAEVC,2039,1.6904
RE1,DEMTRAEVC,2040,1.7317
RE1,DEMTRAEVC,2041,1.8249
RE1,DEMTRAEVC,2042,1.9562
RE1,DEMTRAEVC,2043,2.0863
RE1,DEMTRAEVC,2044,2.2152
RE1,DEMTRAEVC,2045,2.3429
RE1,DEMTRAEVC,2046,2.6186
RE1,DEMTRAEVC,2047,2.7782
RE1,DEMTRAEVC,2048,2.9377
RE1,DEMTRAEVC,2049,3.0973
RE1,DEMTRAEVC,2050,4.3508
RE1,DEMTRAEVC,2051,4.8385
RE1,DEMTRAEVC,2052,5.0215
RE1,DEMTRAEVC,2053,5.2048
RE1,DEMTRAEVC,2054,5.3885
RE1,DEMTRAEVC,2055,5.5726
RE1,DEMTRAEVC,2056,5.7571
RE1,DEMTRAEVC,2057,5.942
RE1,DEMTRAEVC,2058,6.1273
RE1,DEMTRAEVC,2059,6.3131
RE1,DEMTRAEVC,2060,6.4993
RE1,DEMTRAEVC,2061,6.6803
RE1,DEMTRAEVC,2062,6.8616
RE1,DEMTRAEVC,2063,7.0432
RE1,DEMTRAEVC,2064,7.2251
RE1,DEMTRAEVC,2065,7.4073
RE1,DEMTRAEVC,2066,7.4302
RE1,DEMTRAEVC,2067,7.4535
RE1,DEMTRAEVC,2068,7.477
RE1,DEMTRAEVC,2069,7.5009
RE1,DEMTRAEVC,2070,7.5251
RE1,DEMTRAMCYELC,2021,0.1477
RE1,DEMTRAMCYELC,2022,0.2954
RE1,DEMTRAMCYELC,2023,0.4431
RE1,DEMTRAMCYELC,2024,0.5908
RE1,DEMTRAMCYELC,2025,0.7385
RE1,DEMTRAMCYELC,2026,0.8022
RE1,DEMTRAMCYELC,2027,0.8316
RE1,DEMTRAMCYELC,2028,0.8621
RE1,DEMTRAMCYELC,2029,0.8936
RE1,DEMTRAMCYELC,2030,0.9263
RE1,DEMTRAMCYELC,2031,0.9693
RE1,DEMTRAMCYELC,2032,1.117
RE1,DEMTRAMCYELC,2033,1.2647
RE1,DEMTRAMCYELC,2034,1.4124
RE1,DEMTRAMCYELC,2035,1.5601
RE1,DEMTRAMCYELC,2036,1.5601
RE1,DEMTRAMCYELC,2037,1.5601
RE1,DEMTRAMCYELC,2038,1.5601
RE1,DEMTRAMCYELC,2039,1.5601
RE1,DEMTRAMCYELC,2040,1.5601
RE1,DEMTRAMCYELC,2041,1.6441
RE1,DEMTRAMCYELC,2042,1.7623
RE1,DEMTRAMCYELC,2043,1.8795
RE1,DEMTRAMCYELC,2044,1.9957
RE1,DEMTRAMCYELC,2045,2.1107
RE1,DEMTRAMCYELC,2046,2.2154
RE1,DEMTRAMCYELC,2047,2.2154
RE1,DEMTRAMCYELC,2048,2.2154
RE1,DEMTRAMCYELC,2049,2.2154
RE1,DEMTRAMCYELC,2050,2.2154
RE1,DEMTRAMCYELC,2051,2.2154
RE1,DEMTRAMCYELC,2052,2.2154
RE1,DEMTRAMCYELC,2053,2.2154
RE1,DEMTRAMCYELC,2054,2.2154
RE1,DEMTRAMCYELC,2055,2.2154
RE1,DEMTRAMCYELC,2056,2.2154
RE1,DEMTRAMCYELC,2057,2.2154
RE1,DEMTRAMCYELC,2058,2.2154
RE1,DEMTRAMCYELC,2059,2.2154
RE1,DEMTRAMCYELC,2060,2.2154
RE1,DEMTRAMCYELC,2061,2.2154
RE1,DEMTRAMCYELC,2062,2.2154
RE1,DEMTRAMCYELC,2063,2.2154
RE1,DEMTRAMCYELC,2064,2.2154
RE1,DEMTRAMCYELC,2065,2.2154
RE1,DEMTRAMCYELC,2066,2.2154
RE1,DEMTRAMCYELC,2067,2.2154
RE1,DEMTRAMCYELC,2068,2.2154
RE1,DEMTRAMCYELC,2069,2.2154
RE1,DEMTRAMCYELC,2070,2.2154
RE1,DEMTRACARELC,2046,0.1437
RE1,DEMTRACARELC,2047,0.2875
RE1,DEMTRACARELC,2048,0.4312
RE1,DEMTRACARELC,2049,0.5749
RE1,DEMTRACARELC,2050,0.7186
RE1,DEMTRACARELC,2051,0.8624
RE1,DEMTRACARELC,2052,1.0061
RE1,DEMTRACARELC,2053,1.1498
RE1,DEMTRACARELC,2054,1.2936
RE1,DEMTRACARELC,2055,1.4373
RE1,DEMTRACARELC,2056,1.581
RE1,DEMTRACARELC,2057,1.7248
RE1,DEMTRACARELC,2058,1.8685
RE1,DEMTRACARELC,2059,2.0122
RE1,DEMTRACARELC,2060,2.1559
RE1,DEMTRACARELC,2061,2.2997
RE1,DEMTRACARELC,2062,2.4434
RE1,DEMTRACARELC,2063,2.5871
RE1,DEMTRACARELC,2064,2.7309
RE1,DEMTRACARELC,2065,2.8746
RE1,DEMTRACARELC,2066,2.8746
RE1,DEMTRACARELC,2067,2.8746
RE1,DEMTRACARELC,2068,2.8746
RE1,DEMTRACARELC,2069,2.8746
RE1,DEMTRACARELC,2070,2.8746
RE1,DEMTRABUSELC,2050,0.9856
RE1,DEMTRABUSELC,2051,1.2813
RE1,DEMTRABUSELC,2052,1.3023
RE1,DEMTRABUSELC,2053,1.3238
RE1,DEMTRABUSELC,2054,1.3455
RE1,DEMTRABUSELC,2055,1.3677
RE1,DEMTRABUSELC,2056,1.3902
RE1,DEMTRABUSELC,2057,1.413
RE1,DEMTRABUSELC,2058,1.4362
RE1,DEMTRABUSELC,2059,1.4598
RE1,DEMTRABUSELC,2060,1.4838
RE1,DEMTRABUSELC,2061,1.5032
RE1,DEMTRABUSELC,2062,1.5228
RE1,DEMTRABUSELC,2063,1.5427
RE1,DEMTRABUSELC,2064,1.5628
RE1,DEMTRABUSELC,2065,1.5832
RE1,DEMTRABUSELC,2066,1.6039
RE1,DEMTRABUSELC,2067,1.6248
RE1,DEMTRABUSELC,2068,1.6461
RE1,DEMTRABUSELC,2069,1.6676
RE1,DEMTRABUSELC,2070,1.6894
RE1,DEMTRAMCYGSL,2015,0.4867
RE1,DEMTRAMCYGSL,2016,0.5127
RE1,DEMTRAMCYGSL,2017,0.5402
RE1,DEMTRAMCYGSL,2018,0.5691
RE1,DEMTRAMCYGSL,2019,0.5996
RE1,DEMTRAMCYGSL,2020,0.6317
RE1,DEMTRAMCYGSL,2021,0.6317
RE1,DEMTRAMCYGSL,2022,0.6317
RE1,DEMTRAMCYGSL,2023,0.6317
RE1,DEMTRAMCYGSL,2024,0.6317
RE1,DEMTRAMCYGSL,2025,0.6317
RE1,DEMTRAMCYGSL,2026,0.6317
RE1,DEMTRAMCYGSL,2027,0.6317
RE1,DEMTRAMCYGSL,2028,0.6317
RE1,DEMTRAMCYGSL,2029,0.6317
RE1,DEMTRAMCYGSL,2030,0.145
RE1,DEMTRAMCYGSL,2031,0.1189
RE1,DEMTRAMCYGSL,2032,0.0915
RE1,DEMTRAMCYGSL,2033,0.0626
RE1,DEMTRAMCYGSL,2034,0.0321
RE1,DEMTRACARGSL,2015,0.4867
RE1,DEMTRACARGSL,2016,0.7606
RE1,DEMTRACARGSL,2017,0.7606
RE1,DEMTRACARGSL,2018,0.7606
RE1,DEMTRACARGSL,2019,0.7606
RE1,DEMTRACARGSL,2020,0.7606
RE1,DEMTRACARGSL,2021,0.7606
RE1,DEMTRACARGSL,2022,0.7606
RE1,DEMTRACARGSL,2023,0.7606
RE1,DEMTRACARGSL,2024,0.7606
RE1,DEMTRACARGSL,2025,0.7606
RE1,DEMTRACARGSL,2026,0.8753
RE1,DEMTRACARGSL,2027,0.9892
RE1,DEMTRACARGSL,2028,1.1022
RE1,DEMTRACARGSL,2029,1.2143
RE1,DEMTRACARGSL,2030,1.3255
RE1,DEMTRACARGSL,2031,1.4439
RE1,DEMTRACARGSL,2032,1.5619
RE1,DEMTRACARGSL,2033,1.6794
RE1,DEMTRACARGSL,2034,1.7965
RE1,DEMTRACARGSL,2035,1.4265
RE1,DEMTRACARGSL,2036,1.2689
RE1,DEMTRACARGSL,2037,1.3847
RE1,DEMTRACARGSL,2038,1.3869
RE1,DEMTRACARGSL,2039,1.3869
RE1,DEMTRACARGSL,2040,1.3869
RE1,DEMTRACARGSL,2041,1.3869
RE1,DEMTRACARGSL,2042,1.3869
RE1,DEMTRACARGSL,2043,1.3869
RE1,DEMTRACARGSL,2044,1.3869
RE1,DEMTRACARGSL,2045,1.3869
RE1,DEMTRACARGSL,2046,1.2722
RE1,DEMTRACARGSL,2047,1.1583
RE1,DEMTRACARGSL,2048,1.0453
RE1,DEMTRACARGSL,2049,0.9332
RE1,DEMTRACARGSL,2050,0.822
RE1,DEMTRACARGSL,2051,0.7036
RE1,DEMTRACARGSL,2052,0.5856
RE1,DEMTRACARGSL,2053,0.4681
RE1,DEMTRACARGSL,2054,0.351
RE1,DEMTRACARGSL,2055,0.2343
RE1,DEMTRACARGSL,2056,0.1181
RE1,DEMTRACARGSL,2057,0.0023
RE1,DEMTRABUSGSL,2015,0.3982
RE1,DEMTRABUSGSL,2016,0.4195
RE1,DEMTRABUSGSL,2017,0.442
RE1,DEMTRABUSGSL,2018,0.4656
RE1,DEMTRABUSGSL,2019,0.4906
RE1,DEMTRABUSGSL,2020,0.5168
RE1,DEMTRABUSGSL,2021,0.7167
RE1,DEMTRABUSGSL,2022,0.7167
RE1,DEMTRABUSGSL,2023,0.7167
RE1,DEMTRABUSGSL,2024,0.7167
RE1,DEMTRABUSGSL,2025,0.7167
RE1,DEMTRABUSGSL,2026,0.7167
RE1,DEMTRABUSGSL,2027,0.7167
RE1,DEMTRABUSGSL,2028,0.7167
RE1,DEMTRABUSGSL,2029,0.7167
RE1,DEMTRABUSGSL,2030,1.6757
RE1,DEMTRABUSGSL,2031,1.9506
RE1,DEMTRABUSGSL,2032,1.9506
RE1,DEMTRABUSGSL,2033,1.9506
RE1,DEMTRABUSGSL,2034,1.9506
RE1,DEMTRABUSGSL,2035,1.5524
RE1,DEMTRABUSGSL,2036,1.5311
RE1,DEMTRABUSGSL,2037,1.5087
RE1,DEMTRABUSGSL,2038,1.485
RE1,DEMTRABUSGSL,2039,1.4601
RE1,DEMTRABUSGSL,2040,1.4338
RE1,DEMTRABUSGSL,2041,1.2339
RE1,DEMTRABUSGSL,2042,1.2339
RE1,DEMTRABUSGSL,2043,1.2339
RE1,DEMTRABUSGSL,2044,1.2339
RE1,DEMTRABUSGSL,2045,1.2339
RE1,DEMTRABUSGSL,2046,1.2339
RE1,DEMTRABUSGSL,2047,1.2339
RE1,DEMTRABUSGSL,2048,1.2339
RE1,DEMTRABUSGSL,2049,1.2339
RE1,DEMTRABUSGSL,2050,0.2749
RE1,DEMINDELC,2015,0.5339
RE1,DEMINDELC,2016,0.5518
RE1,DEMINDELC,2017,0.5727
RE1,DEMINDELC,2018,0.5888
RE1,DEMINDELC,2019,0.5888
RE1,DEMINDELC,2020,0.5888
RE1,DEMINDELC,2021,0.5888
RE1,DEMINDELC,2022,0.612
RE1,DEMINDELC,2023,0.6569
RE1,DEMINDELC,2024,0.705
RE1,DEMINDELC,2025,0.7565
RE1,DEMINDELC,2026,0.8108
RE1,DEMINDELC,2027,0.8688
RE1,DEMINDELC,2028,0.9309
RE1,DEMINDELC,2029,0.9974
RE1,DEMINDELC,2030,1.0685
RE1,DEMINDELC,2031,1.2481
RE1,DEMINDELC,2032,1.3257
RE1,DEMINDELC,2033,1.4099
RE1,DEMINDELC,2034,1.5009
RE1,DEMINDELC,2035,1.6719
RE1,DEMINDELC,2036,1.8061
RE1,DEMINDELC,2037,1.9508
RE1,DEMINDELC,2038,2.1068
RE1,DEMINDELC,2039,2.2748
RE1,DEMINDELC,2040,2.5328
RE1,DEMINDELC,2041,2.6923
RE1,DEMINDELC,2042,2.8616
RE1,DEMINDELC,2043,3.0411
RE1,DEMINDELC,2044,3.2316
RE1,DEMINDELC,2045,3.4337
RE1,DEMINDELC,2046,3.6326
RE1,DEMINDELC,2047,3.8437
RE1,DEMINDELC,2048,4.0678
RE1,DEMINDELC,2049,4.3057
RE1,DEMINDELC,2050,4.5581
RE1,DEMINDELC,2051,4.7149
RE1,DEMINDELC,2052,4.8771
RE1,DEMINDELC,2053,5.0448
RE1,DEMINDELC,2054,5.2183
RE1,DEMINDELC,2055,5.3978
RE1,DEMINDELC,2056,5.5834
RE1,DEMINDELC,2057,5.7753
RE1,DEMINDELC,2058,5.9739
RE1,DEMINDELC,2059,6.1792
RE1,DEMINDELC,2060,6.3917
RE1,DEMINDELC,2061,6.5438
RE1,DEMINDELC,2062,6.6995
RE1,DEMINDELC,2063,6.859
RE1,DEMINDELC,2064,7.0222
RE1,DEMINDELC,2065,7.1894
RE1,DEMINDELC,2066,7.3605
RE1,DEMINDELC,2067,7.5358
RE1,DEMINDELC,2068,7.7152
