r,t,y,AnnualVariableOperatingCost
RE1,PWRSOL001S,2051,0.0033
RE1,PWRSOL001S,2052,0.0034
RE1,PWRSOL001S,2053,0.0035
RE1,PWRSOL001S,2054,0.0035
RE1,PWRSOL001S,2055,0.0036
RE1,PWRSOL001S,2056,0.0037
RE1,PWRSOL001S,2057,0.0038
RE1,PWRSOL001S,2058,0.0039
RE1,PWRSOL001S,2059,0.004
RE1,PWRSOL001S,2060,0.0042
RE1,PWRSOL001S,2061,0.0042
RE1,PWRSOL001S,2062,0.0043
RE1,PWRSOL001S,2063,0.0044
RE1,PWRSOL001S,2064,0.0045
RE1,PWRSOL001S,2065,0.0046
RE1,PWRSOL001S,2066,0.0047
RE1,PWRSOL001S,2067,0.0048
RE1,PWRSOL001S,2068,0.0048
RE1,PWRSOL001S,2069,0.0049
RE1,PWRSOL001S,2070,0.0065
RE1,PWRWND001S,2047,0.0002
RE1,PWRWND001S,2048,0.0008
RE1,PWRWND001S,2049,0.0016
RE1,PWRWND001S,2050,0.0022
RE1,PWRWND001S,2051,0.0022
RE1,PWRWND001S,2052,0.0022
RE1,PWRWND001S,2053,0.0022
RE1,PWRWND001S,2054,0.0025
RE1,PWRWND001S,2055,0.0031
RE1,PWRWND001S,2056,0.0037
RE1,PWRWND001S,2057,0.0042
RE1,PWRWND001S,2058,0.0042
RE1,PWRWND001S,2059,0.0042
RE1,PWRWND001S,2060,0.0042
RE1,PWRWND001S,2061,0.0042
RE1,PWRWND001S,2062,0.0045
RE1,PWRWND001S,2063,0.0047
RE1,PWRWND001S,2064,0.005
RE1,PWRWND001S,2065,0.0055
RE1,PWRWND001S,2066,0.0059
RE1,PWRWND001S,2067,0.0063
RE1,PWRWND001S,2068,0.0067
RE1,PWRWND001S,2069,0.0071
RE1,PWRWND001S,2070,0.0071
RE1,PWRTRNIMP,2015,0.001
RE1,PWRTRNIMP,2016,0.0011
RE1,PWRTRNIMP,2017,0.0011
RE1,PWRTRNIMP,2018,0.0012
RE1,PWRTRNIMP,2019,0.0012
RE1,PWRTRNIMP,2020,0.0012
RE1,PWRTRNIMP,2021,0.0012
RE1,PWRTRNIMP,2022,0.0012
RE1,PWRTRNIMP,2023,0.0012
RE1,PWRTRNIMP,2024,0.0012
RE1,PWRTRNIMP,2025,0.0012
RE1,PWRTRNIMP,2026,0.0012
RE1,PWRTRNIMP,2027,0.0012
RE1,PWRTRNIMP,2028,0.0012
RE1,PWRTRNIMP,2029,0.0012
RE1,PWRTRNIMP,2030,0.0012
RE1,PWRTRNIMP,2031,0.0012
RE1,PWRTRNIMP,2032,0.0012
RE1,PWRTRNIMP,2033,0.0012
RE1,PWRTRNIMP,2034,0.0012
RE1,PWRTRNIMP,2035,0.0012
RE1,PWRTRNIMP,2036,0.0012
RE1,PWRTRNIMP,2037,0.0012
RE1,PWRTRNIMP,2038,0.0012
RE1,PWRTRNIMP,2039,0.0012
RE1,PWRTRNIMP,2040,0.0012
RE1,PWRTRNIMP,2041,0.0012
RE1,PWRTRNIMP,2042,0.0012
RE1,PWRTRNIMP,2043,0.0012
RE1,PWRTRNIMP,2044,0.0012
RE1,PWRTRNIMP,2045,0.0012
RE1,PWRTRNIMP,2046,0.0012
RE1,PWRTRNIMP,2047,0.0012
RE1,PWRTRNIMP,2048,0.0012
RE1,PWRTRNIMP,2049,0.0012
RE1,PWRTRNIMP,2050,0.0012
RE1,PWRTRNIMP,2051,0.0012
RE1,PWRTRNIMP,2052,0.0012
RE1,PWRTRNIMP,2053,0.0012
RE1,PWRTRNIMP,2054,0.0012
RE1,PWRTRNIMP,2055,0.0012
RE1,PWRTRNIMP,2056,0.0012
RE1,PWRTRNIMP,2057,0.0012
RE1,PWRTRNIMP,2058,0.0012
RE1,PWRTRNIMP,2059,0.0012
RE1,PWRTRNIMP,2060,0.0012
RE1,PWRTRNIMP,2061,0.0012
RE1,PWRTRNIMP,2062,0.0012
RE1,PWRTRNIMP,2063,0.0012
RE1,PWRTRNIMP,2064,0.0012
RE1,PWRTRNIMP,2065,0.0012
RE1,PWRTRNIMP,2066,0.0012
RE1,PWRTRNIMP,2067,0.0012
RE1,PWRTRNIMP,2068,0.0012
RE1,PWRTRNIMP,2069,0.0012
RE1,PWRTRNIMP,2070,0.0012
RE1,PWRTRN,2015,0.0015
RE1,PWRTRN,2016,0.0016
RE1,PWRTRN,2017,0.0016
RE1,PWRTRN,2018,0.0016
RE1,PWRTRN,2019,0.0017
RE1,PWRTRN,2020,0.0017
RE1,PWRTRN,2021,0.0024
RE1,PWRTRN,2022,0.0032
RE1,PWRTRN,2023,0.004
RE1,PWRTRN,2024,0.0047
RE1,PWRTRN,2025,0.0055
RE1,PWRTRN,2026,0.0059
RE1,PWRTRN,2027,0.0062
RE1,PWRTRN,2028,0.0065
RE1,PWRTRN,2029,0.0069
RE1,PWRTRN,2030,0.0072
RE1,PWRTRN,2031,0.0075
RE1,PWRTRN,2032,0.0077
RE1,PWRTRN,2033,0.0081
RE1,PWRTRN,2034,0.0084
RE1,PWRTRN,2035,0.0091
RE1,PWRTRN,2036,0.0097
RE1,PWRTRN,2037,0.0102
RE1,PWRTRN,2038,0.0106
RE1,PWRTRN,2039,0.0107
RE1,PWRTRN,2040,0.0109
RE1,PWRTRN,2041,0.0113
RE1,PWRTRN,2042,0.0118
RE1,PWRTRN,2043,0.0122
RE1,PWRTRN,2044,0.0127
RE1,PWRTRN,2045,0.0131
RE1,PWRTRN,2046,0.0139
RE1,PWRTRN,2047,0.0147
RE1,PWRTRN,2048,0.0158
RE1,PWRTRN,2049,0.0172
RE1,PWRTRN,2050,0.0189
RE1,PWRTRN,2051,0.0247
RE1,PWRTRN,2052,0.0255
RE1,PWRTRN,2053,0.0264
RE1,PWRTRN,2054,0.0275
RE1,PWRTRN,2055,0.0288
RE1,PWRTRN,2056,0.0301
RE1,PWRTRN,2057,0.0314
RE1,PWRTRN,2058,0.0319
RE1,PWRTRN,2059,0.0325
RE1,PWRTRN,2060,0.0331
RE1,PWRTRN,2061,0.0335
RE1,PWRTRN,2062,0.0339
RE1,PWRTRN,2063,0.0343
RE1,PWRTRN,2064,0.0347
RE1,PWRTRN,2065,0.0354
RE1,PWRTRN,2066,0.0362
RE1,PWRTRN,2067,0.0371
RE1,PWRTRN,2068,0.0381
RE1,PWRTRN,2069,0.039
RE1,PWRTRN,2070,0.0404
RE1,PWRDIST,2015,0.0014
RE1,PWRDIST,2016,0.0015
RE1,PWRDIST,2017,0.0016
RE1,PWRDIST,2018,0.0016
RE1,PWRDIST,2019,0.0016
RE1,PWRDIST,2020,0.0017
RE1,PWRDIST,2021,0.0024
RE1,PWRDIST,2022,0.0031
RE1,PWRDIST,2023,0.0038
RE1,PWRDIST,2024,0.0046
RE1,PWRDIST,2025,0.0054
RE1,PWRDIST,2026,0.0057
RE1,PWRDIST,2027,0.006
RE1,PWRDIST,2028,0.0063
RE1,PWRDIST,2029,0.0067
RE1,PWRDIST,2030,0.007
RE1,PWRDIST,2031,0.0072
RE1,PWRDIST,2032,0.0075
RE1,PWRDIST,2033,0.0078
RE1,PWRDIST,2034,0.0081
RE1,PWRDIST,2035,0.0089
RE1,PWRDIST,2036,0.0094
RE1,PWRDIST,2037,0.0099
RE1,PWRDIST,2038,0.0102
RE1,PWRDIST,2039,0.0104
RE1,PWRDIST,2040,0.0106
RE1,PWRDIST,2041,0.011
RE1,PWRDIST,2042,0.0114
RE1,PWRDIST,2043,0.0119
RE1,PWRDIST,2044,0.0123
RE1,PWRDIST,2045,0.0127
RE1,PWRDIST,2046,0.0134
RE1,PWRDIST,2047,0.0143
RE1,PWRDIST,2048,0.0153
RE1,PWRDIST,2049,0.0167
RE1,PWRDIST,2050,0.0184
RE1,PWRDIST,2051,0.0239
RE1,PWRDIST,2052,0.0248
RE1,PWRDIST,2053,0.0256
RE1,PWRDIST,2054,0.0267
RE1,PWRDIST,2055,0.0279
RE1,PWRDIST,2056,0.0292
RE1,PWRDIST,2057,0.0305
RE1,PWRDIST,2058,0.031
RE1,PWRDIST,2059,0.0315
RE1,PWRDIST,2060,0.0321
RE1,PWRDIST,2061,0.0324
RE1,PWRDIST,2062,0.0328
RE1,PWRDIST,2063,0.0332
RE1,PWRDIST,2064,0.0337
RE1,PWRDIST,2065,0.0343
RE1,PWRDIST,2066,0.0352
RE1,PWRDIST,2067,0.036
RE1,PWRDIST,2068,0.0369
RE1,PWRDIST,2069,0.0379
RE1,PWRDIST,2070,0.0391
RE1,PWRSOL002,2026,0.0
RE1,PWRSOL002,2027,0.0
RE1,PWRSOL002,2028,0.0
RE1,PWRSOL002,2029,0.0
RE1,PWRSOL002,2030,0.0
RE1,PWRSOL002,2031,0.0
RE1,PWRSOL002,2032,0.0
RE1,PWRSOL002,2033,0.0
RE1,PWRSOL002,2034,0.0
RE1,PWRSOL002,2035,0.0
RE1,PWRSOL002,2036,0.0
RE1,PWRSOL002,2037,0.0
RE1,PWRSOL002,2038,0.0002
RE1,PWRSOL002,2039,0.0007
RE1,PWRSOL002,2040,0.0011
RE1,PWRSOL002,2041,0.0013
RE1,PWRSOL002,2042,0.0014
RE1,PWRSOL002,2043,0.0015
RE1,PWRSOL002,2044,0.0017
RE1,PWRSOL002,2045,0.002
RE1,PWRSOL002,2046,0.0024
RE1,PWRSOL002,2047,0.0029
RE1,PWRSOL002,2048,0.0031
RE1,PWRSOL002,2049,0.0031
RE1,PWRSOL002,2050,0.0031
RE1,PWRSOL002,2051,0.0036
RE1,PWRSOL002,2052,0.0039
RE1,PWRSOL002,2053,0.0042
RE1,PWRSOL002,2054,0.0043
RE1,PWRSOL002,2055,0.0043
RE1,PWRSOL002,2056,0.0043
RE1,PWRSOL002,2057,0.0043
RE1,PWRSOL002,2058,0.0046
RE1,PWRSOL002,2059,0.0049
RE1,PWRSOL002,2060,0.0052
RE1,PWRSOL002,2061,0.0055
RE1,PWRSOL002,2062,0.0057
RE1,PWRSOL002,2063,0.006
RE1,PWRSOL002,2064,0.0062
RE1,PWRSOL002,2065,0.0062
RE1,PWRSOL002,2066,0.0061
RE1,PWRSOL002,2067,0.0059
RE1,PWRSOL002,2068,0.0057
RE1,PWRSOL002,2069,0.0055
RE1,PWRSOL002,2070,0.005
RE1,PWRHYD004,2021,0.0
RE1,PWRHYD004,2022,0.0
RE1,PWRHYD004,2023,0.0
RE1,PWRHYD004,2024,0.0
RE1,PWRHYD004,2025,0.0
RE1,PWRHYD004,2026,0.0
RE1,PWRHYD004,2027,0.0
RE1,PWRHYD004,2028,0.0
RE1,PWRHYD004,2029,0.0
RE1,PWRHYD004,2030,0.0
RE1,PWRHYD004,2031,0.0
RE1,PWRHYD004,2032,0.0
RE1,PWRHYD004,2033,0.0
RE1,PWRHYD004,2034,0.0
RE1,PWRHYD004,2035,0.0
RE1,PWRHYD004,2036,0.0
RE1,PWRHYD004,2037,0.0
RE1,PWRHYD004,2038,0.0
RE1,PWRHYD004,2039,0.0
RE1,PWRHYD004,2040,0.0
RE1,PWRHYD004,2041,0.0
RE1,PWRHYD004,2042,0.0
RE1,PWRHYD004,2043,0.0
RE1,PWRHYD004,2044,0.0
RE1,PWRHYD004,2045,0.0
RE1,PWRHYD004,2046,0.0
RE1,PWRHYD004,2047,0.0
RE1,PWRHYD004,2048,0.0
RE1,PWRHYD004,2049,0.0
RE1,PWRHYD004,2050,0.0
RE1,PWRHYD004,2051,0.0
RE1,PWRHYD004,2052,0.0
RE1,PWRHYD004,2053,0.0
RE1,PWRHYD004,2054,0.0
RE1,PWRHYD004,2055,0.0
RE1,PWRHYD004,2056,0.0
RE1,PWRHYD004,2057,0.0
RE1,PWRHYD004,2058,0.0
RE1,PWRHYD004,2059,0.0
RE1,PWRHYD004,2060,0.0
RE1,PWRHYD004,2061,0.0
RE1,PWRHYD004,2062,0.0
RE1,PWRHYD004,2063,0.0
RE1,PWRHYD004,2064,0.0
RE1,PWRHYD004,2065,0.0
RE1,PWRHYD004,2066,0.0
RE1,PWRHYD004,2067,0.0
RE1,PWRHYD004,2068,0.0
RE1,PWRHYD004,2069,0.0
RE1,PWRHYD004,2070,0.0
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0
RE1,PWRTRNEXP,2031,0.0
RE1,PWRTRNEXP,2032,0.0
RE1,PWRTRNEXP,2033,0.0
RE1,PWRTRNEXP,2034,0.0
RE1,PWRTRNEXP,2035,0.0
RE1,PWRTRNEXP,2036,0.0
RE1,PWRTRNEXP,2037,0.0
RE1,PWRTRNEXP,2038,0.0
RE1,PWRTRNEXP,2039,0.0
RE1,PWRTRNEXP,2040,0.0
RE1,PWRTRNEXP,2041,0.0
RE1,PWRTRNEXP,2042,0.0
RE1,PWRTRNEXP,2043,0.0
RE1,PWRTRNEXP,2044,0.0
RE1,PWRTRNEXP,2045,0.0
RE1,PWRTRNEXP,2046,0.0
RE1,PWRTRNEXP,2047,0.0
RE1,PWRTRNEXP,2048,0.0
RE1,PWRTRNEXP,2049,0.0
RE1,PWRTRNEXP,2050,0.0
RE1,PWRTRNEXP,2051,0.0
RE1,PWRTRNEXP,2052,0.0
RE1,PWRTRNEXP,2053,0.0
RE1,PWRTRNEXP,2054,0.0
RE1,PWRTRNEXP,2055,0.0
RE1,PWRTRNEXP,2056,0.0
RE1,PWRTRNEXP,2057,0.0
RE1,PWRTRNEXP,2058,0.0
RE1,PWRTRNEXP,2059,0.0
RE1,PWRTRNEXP,2060,0.0
RE1,PWRTRNEXP,2061,0.0
RE1,PWRTRNEXP,2062,0.0
RE1,PWRTRNEXP,2063,0.0
RE1,PWRTRNEXP,2064,0.0
RE1,PWRTRNEXP,2065,0.0
RE1,PWRTRNEXP,2066,0.0
RE1,PWRTRNEXP,2067,0.0
RE1,PWRTRNEXP,2068,0.0
RE1,PWRTRNEXP,2069,0.0
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2021,0.0005
RE1,DEMTRAEVC,2022,0.001
RE1,DEMTRAEVC,2023,0.0015
RE1,DEMTRAEVC,2024,0.002
RE1,DEMTRAEVC,2025,0.0026
RE1,DEMTRAEVC,2026,0.0027
RE1,DEMTRAEVC,2027,0.0028
RE1,DEMTRAEVC,2028,0.0029
RE1,DEMTRAEVC,2029,0.003
RE1,DEMTRAEVC,2030,0.0032
RE1,DEMTRAEVC,2031,0.0032
RE1,DEMTRAEVC,2032,0.0033
RE1,DEMTRAEVC,2033,0.0033
RE1,DEMTRAEVC,2034,0.0034
RE1,DEMTRAEVC,2035,0.0036
RE1,DEMTRAEVC,2036,0.0037
RE1,DEMTRAEVC,2037,0.0039
RE1,DEMTRAEVC,2038,0.004
RE1,DEMTRAEVC,2039,0.0041
RE1,DEMTRAEVC,2040,0.0043
RE1,DEMTRAEVC,2041,0.0044
RE1,DEMTRAEVC,2042,0.0045
RE1,DEMTRAEVC,2043,0.0046
RE1,DEMTRAEVC,2044,0.0047
RE1,DEMTRAEVC,2045,0.0048
RE1,DEMTRAEVC,2046,0.0054
RE1,DEMTRAEVC,2047,0.006
RE1,DEMTRAEVC,2048,0.0066
RE1,DEMTRAEVC,2049,0.0072
RE1,DEMTRAEVC,2050,0.008
RE1,DEMTRAEVC,2051,0.0129
RE1,DEMTRAEVC,2052,0.0136
RE1,DEMTRAEVC,2053,0.0142
RE1,DEMTRAEVC,2054,0.0149
RE1,DEMTRAEVC,2055,0.0156
RE1,DEMTRAEVC,2056,0.0163
RE1,DEMTRAEVC,2057,0.0169
RE1,DEMTRAEVC,2058,0.0172
RE1,DEMTRAEVC,2059,0.0175
RE1,DEMTRAEVC,2060,0.0178
RE1,DEMTRAEVC,2061,0.018
RE1,DEMTRAEVC,2062,0.0183
RE1,DEMTRAEVC,2063,0.0185
RE1,DEMTRAEVC,2064,0.0187
RE1,DEMTRAEVC,2065,0.019
RE1,DEMTRAEVC,2066,0.0192
RE1,DEMTRAEVC,2067,0.0195
RE1,DEMTRAEVC,2068,0.0197
RE1,DEMTRAEVC,2069,0.02
RE1,DEMTRAEVC,2070,0.0203
RE1,DEMTRAMCYELC,2021,0.0005
RE1,DEMTRAMCYELC,2022,0.0009
RE1,DEMTRAMCYELC,2023,0.0014
RE1,DEMTRAMCYELC,2024,0.0018
RE1,DEMTRAMCYELC,2025,0.0023
RE1,DEMTRAMCYELC,2026,0.0025
RE1,DEMTRAMCYELC,2027,0.0026
RE1,DEMTRAMCYELC,2028,0.0027
RE1,DEMTRAMCYELC,2029,0.0027
RE1,DEMTRAMCYELC,2030,0.0028
RE1,DEMTRAMCYELC,2031,0.0029
RE1,DEMTRAMCYELC,2032,0.0029
RE1,DEMTRAMCYELC,2033,0.003
RE1,DEMTRAMCYELC,2034,0.003
RE1,DEMTRAMCYELC,2035,0.0032
RE1,DEMTRAMCYELC,2036,0.0034
RE1,DEMTRAMCYELC,2037,0.0035
RE1,DEMTRAMCYELC,2038,0.0036
RE1,DEMTRAMCYELC,2039,0.0037
RE1,DEMTRAMCYELC,2040,0.0038
RE1,DEMTRAMCYELC,2041,0.0039
RE1,DEMTRAMCYELC,2042,0.004
RE1,DEMTRAMCYELC,2043,0.0041
RE1,DEMTRAMCYELC,2044,0.0042
RE1,DEMTRAMCYELC,2045,0.0043
RE1,DEMTRAMCYELC,2046,0.0044
RE1,DEMTRAMCYELC,2047,0.0045
RE1,DEMTRAMCYELC,2048,0.0046
RE1,DEMTRAMCYELC,2049,0.0047
RE1,DEMTRAMCYELC,2050,0.0048
RE1,DEMTRAMCYELC,2051,0.0049
RE1,DEMTRAMCYELC,2052,0.005
RE1,DEMTRAMCYELC,2053,0.0051
RE1,DEMTRAMCYELC,2054,0.0052
RE1,DEMTRAMCYELC,2055,0.0052
RE1,DEMTRAMCYELC,2056,0.0053
RE1,DEMTRAMCYELC,2057,0.0054
RE1,DEMTRAMCYELC,2058,0.0055
RE1,DEMTRAMCYELC,2059,0.0056
RE1,DEMTRAMCYELC,2060,0.0057
RE1,DEMTRAMCYELC,2061,0.0058
RE1,DEMTRAMCYELC,2062,0.0058
RE1,DEMTRAMCYELC,2063,0.0059
RE1,DEMTRAMCYELC,2064,0.006
RE1,DEMTRAMCYELC,2065,0.0061
RE1,DEMTRAMCYELC,2066,0.0061
RE1,DEMTRAMCYELC,2067,0.0062
RE1,DEMTRAMCYELC,2068,0.0063
RE1,DEMTRAMCYELC,2069,0.0064
RE1,DEMTRAMCYELC,2070,0.0065
RE1,DEMTRACARELC,2046,0.0005
RE1,DEMTRACARELC,2047,0.0009
RE1,DEMTRACARELC,2048,0.0014
RE1,DEMTRACARELC,2049,0.0018
RE1,DEMTRACARELC,2050,0.0023
RE1,DEMTRACARELC,2051,0.0027
RE1,DEMTRACARELC,2052,0.0032
RE1,DEMTRACARELC,2053,0.0036
RE1,DEMTRACARELC,2054,0.0041
RE1,DEMTRACARELC,2055,0.0045
RE1,DEMTRACARELC,2056,0.005
RE1,DEMTRACARELC,2057,0.0054
RE1,DEMTRACARELC,2058,0.0055
RE1,DEMTRACARELC,2059,0.0056
RE1,DEMTRACARELC,2060,0.0057
RE1,DEMTRACARELC,2061,0.0058
RE1,DEMTRACARELC,2062,0.0058
RE1,DEMTRACARELC,2063,0.0059
RE1,DEMTRACARELC,2064,0.006
RE1,DEMTRACARELC,2065,0.0061
RE1,DEMTRACARELC,2066,0.0061
RE1,DEMTRACARELC,2067,0.0062
RE1,DEMTRACARELC,2068,0.0063
RE1,DEMTRACARELC,2069,0.0064
RE1,DEMTRACARELC,2070,0.0065
RE1,DEMTRABUSELC,2050,0.0001
RE1,DEMTRABUSELC,2051,0.004
RE1,DEMTRABUSELC,2052,0.0041
RE1,DEMTRABUSELC,2053,0.0042
RE1,DEMTRABUSELC,2054,0.0042
RE1,DEMTRABUSELC,2055,0.0043
RE1,DEMTRABUSELC,2056,0.0044
RE1,DEMTRABUSELC,2057,0.0044
RE1,DEMTRABUSELC,2058,0.0045
RE1,DEMTRABUSELC,2059,0.0046
RE1,DEMTRABUSELC,2060,0.0047
RE1,DEMTRABUSELC,2061,0.0047
RE1,DEMTRABUSELC,2062,0.0048
RE1,DEMTRABUSELC,2063,0.0048
RE1,DEMTRABUSELC,2064,0.0049
RE1,DEMTRABUSELC,2065,0.005
RE1,DEMTRABUSELC,2066,0.005
RE1,DEMTRABUSELC,2067,0.0051
RE1,DEMTRABUSELC,2068,0.0052
RE1,DEMTRABUSELC,2069,0.0052
RE1,DEMTRABUSELC,2070,0.0053
RE1,DEMTRAMCYGSL,2015,0.0015
RE1,DEMTRAMCYGSL,2016,0.0016
RE1,DEMTRAMCYGSL,2017,0.0017
RE1,DEMTRAMCYGSL,2018,0.0018
RE1,DEMTRAMCYGSL,2019,0.0019
RE1,DEMTRAMCYGSL,2020,0.002
RE1,DEMTRAMCYGSL,2021,0.0016
RE1,DEMTRAMCYGSL,2022,0.0012
RE1,DEMTRAMCYGSL,2023,0.0008
RE1,DEMTRAMCYGSL,2024,0.0005
RE1,DEMTRAMCYGSL,2025,0.0001
RE1,DEMTRACARGSL,2015,0.0015
RE1,DEMTRACARGSL,2016,0.0016
RE1,DEMTRACARGSL,2017,0.0017
RE1,DEMTRACARGSL,2018,0.0018
RE1,DEMTRACARGSL,2019,0.0019
RE1,DEMTRACARGSL,2020,0.002
RE1,DEMTRACARGSL,2021,0.0021
RE1,DEMTRACARGSL,2022,0.0021
RE1,DEMTRACARGSL,2023,0.0022
RE1,DEMTRACARGSL,2024,0.0023
RE1,DEMTRACARGSL,2025,0.0024
RE1,DEMTRACARGSL,2026,0.0025
RE1,DEMTRACARGSL,2027,0.0026
RE1,DEMTRACARGSL,2028,0.0027
RE1,DEMTRACARGSL,2029,0.0027
RE1,DEMTRACARGSL,2030,0.0028
RE1,DEMTRACARGSL,2031,0.0029
RE1,DEMTRACARGSL,2032,0.0029
RE1,DEMTRACARGSL,2033,0.003
RE1,DEMTRACARGSL,2034,0.003
RE1,DEMTRACARGSL,2035,0.0032
RE1,DEMTRACARGSL,2036,0.0034
RE1,DEMTRACARGSL,2037,0.0035
RE1,DEMTRACARGSL,2038,0.0036
RE1,DEMTRACARGSL,2039,0.0037
RE1,DEMTRACARGSL,2040,0.0038
RE1,DEMTRACARGSL,2041,0.0039
RE1,DEMTRACARGSL,2042,0.004
RE1,DEMTRACARGSL,2043,0.0041
RE1,DEMTRACARGSL,2044,0.0042
RE1,DEMTRACARGSL,2045,0.0043
RE1,DEMTRACARGSL,2046,0.004
RE1,DEMTRACARGSL,2047,0.0036
RE1,DEMTRACARGSL,2048,0.0033
RE1,DEMTRACARGSL,2049,0.0029
RE1,DEMTRACARGSL,2050,0.0026
RE1,DEMTRACARGSL,2051,0.0022
RE1,DEMTRACARGSL,2052,0.0018
RE1,DEMTRACARGSL,2053,0.0015
RE1,DEMTRACARGSL,2054,0.0011
RE1,DEMTRACARGSL,2055,0.0007
RE1,DEMTRACARGSL,2056,0.0004
RE1,DEMTRACARGSL,2057,0.0
RE1,DEMTRABUSGSL,2015,0.0012
RE1,DEMTRABUSGSL,2016,0.0013
RE1,DEMTRABUSGSL,2017,0.0014
RE1,DEMTRABUSGSL,2018,0.0015
RE1,DEMTRABUSGSL,2019,0.0015
RE1,DEMTRABUSGSL,2020,0.0016
RE1,DEMTRABUSGSL,2021,0.0017
RE1,DEMTRABUSGSL,2022,0.0017
RE1,DEMTRABUSGSL,2023,0.0018
RE1,DEMTRABUSGSL,2024,0.0019
RE1,DEMTRABUSGSL,2025,0.002
RE1,DEMTRABUSGSL,2026,0.002
RE1,DEMTRABUSGSL,2027,0.0021
RE1,DEMTRABUSGSL,2028,0.0022
RE1,DEMTRABUSGSL,2029,0.0022
RE1,DEMTRABUSGSL,2030,0.0023
RE1,DEMTRABUSGSL,2031,0.0024
RE1,DEMTRABUSGSL,2032,0.0024
RE1,DEMTRABUSGSL,2033,0.0024
RE1,DEMTRABUSGSL,2034,0.0025
RE1,DEMTRABUSGSL,2035,0.0027
RE1,DEMTRABUSGSL,2036,0.0027
RE1,DEMTRABUSGSL,2037,0.0028
RE1,DEMTRABUSGSL,2038,0.0029
RE1,DEMTRABUSGSL,2039,0.003
RE1,DEMTRABUSGSL,2040,0.0031
RE1,DEMTRABUSGSL,2041,0.0032
RE1,DEMTRABUSGSL,2042,0.0033
RE1,DEMTRABUSGSL,2043,0.0034
RE1,DEMTRABUSGSL,2044,0.0035
RE1,DEMTRABUSGSL,2045,0.0036
RE1,DEMTRABUSGSL,2046,0.0036
RE1,DEMTRABUSGSL,2047,0.0037
RE1,DEMTRABUSGSL,2048,0.0038
RE1,DEMTRABUSGSL,2049,0.0039
RE1,DEMTRABUSGSL,2050,0.0039
RE1,DEMINDELC,2015,0.0014
RE1,DEMINDELC,2016,0.0014
RE1,DEMINDELC,2017,0.0014
RE1,DEMINDELC,2018,0.0015
RE1,DEMINDELC,2019,0.0015
RE1,DEMINDELC,2020,0.0015
RE1,DEMINDELC,2021,0.0017
RE1,DEMINDELC,2022,0.0018
RE1,DEMINDELC,2023,0.0019
RE1,DEMINDELC,2024,0.002
RE1,DEMINDELC,2025,0.0022
RE1,DEMINDELC,2026,0.0023
RE1,DEMINDELC,2027,0.0025
RE1,DEMINDELC,2028,0.0027
RE1,DEMINDELC,2029,0.0029
RE1,DEMINDELC,2030,0.0031
RE1,DEMINDELC,2031,0.0033
RE1,DEMINDELC,2032,0.0035
RE1,DEMINDELC,2033,0.0037
RE1,DEMINDELC,2034,0.0039
RE1,DEMINDELC,2035,0.0044
RE1,DEMINDELC,2036,0.0047
RE1,DEMINDELC,2037,0.0051
RE1,DEMINDELC,2038,0.0055
RE1,DEMINDELC,2039,0.006
RE1,DEMINDELC,2040,0.0065
RE1,DEMINDELC,2041,0.0069
RE1,DEMINDELC,2042,0.0073
RE1,DEMINDELC,2043,0.0078
RE1,DEMINDELC,2044,0.0082
RE1,DEMINDELC,2045,0.0088
RE1,DEMINDELC,2046,0.0093
RE1,DEMINDELC,2047,0.0098
RE1,DEMINDELC,2048,0.0104
RE1,DEMINDELC,2049,0.011
RE1,DEMINDELC,2050,0.0116
RE1,DEMINDELC,2051,0.012
RE1,DEMINDELC,2052,0.0124
RE1,DEMINDELC,2053,0.0129
RE1,DEMINDELC,2054,0.0133
RE1,DEMINDELC,2055,0.0138
RE1,DEMINDELC,2056,0.0142
RE1,DEMINDELC,2057,0.0147
RE1,DEMINDELC,2058,0.0152
RE1,DEMINDELC,2059,0.0158
RE1,DEMINDELC,2060,0.0163
RE1,DEMINDELC,2061,0.0167
RE1,DEMINDELC,2062,0.0171
RE1,DEMINDELC,2063,0.0175
RE1,DEMINDELC,2064,0.0179
RE1,DEMINDELC,2065,0.0183
RE1,DEMINDELC,2066,0.0188
RE1,DEMINDELC,2067,0.0192
RE1,DEMINDELC,2068,0.0197
RE1,DEMINDELC,2069,0.0201
RE1,DEMINDELC,2070,0.0206
RE1,DEMINDHECOA,2015,0.0007
RE1,DEMINDHECOA,2016,0.0007
RE1,DEMINDHECOA,2017,0.0007
RE1,DEMINDHECOA,2018,0.0008
RE1,DEMINDHECOA,2019,0.0008
RE1,DEMINDHECOA,2020,0.0009
RE1,DEMINDHECOA,2021,0.0009
