r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMTRACARGSL,TRACAR,2057,0.0707
RE1,DEMTRAEVC,ELCEV,2021,5.1405
RE1,DEMTRAEVC,ELCEV,2022,10.1478
RE1,DEMTRAEVC,ELCEV,2023,15.2776
RE1,DEMTRAEVC,ELCEV,2024,20.4067
RE1,DEMTRAEVC,ELCEV,2025,25.7025
RE1,DEMTRAEVC,ELCEV,2026,27.4288
RE1,DEMTRAEVC,ELCEV,2027,28.4164
RE1,DEMTRAEVC,ELCEV,2028,29.4364
RE1,DEMTRAEVC,ELCEV,2029,30.49
RE1,DEMTRAEVC,ELCEV,2030,31.5786
RE1,DEMTRAEVC,ELCEV,2031,32.064
RE1,DEMTRAEVC,ELCEV,2032,32.6004
RE1,DEMTRAEVC,ELCEV,2033,33.1844
RE1,DEMTRAEVC,ELCEV,2034,33.8135
RE1,DEMTRAEVC,ELCEV,2035,36.0526
RE1,DEMTRAEVC,ELCEV,2036,37.2796
RE1,DEMTRAEVC,ELCEV,2037,38.5413
RE1,DEMTRAEVC,ELCEV,2038,39.8392
RE1,DEMTRAEVC,ELCEV,2039,41.175
RE1,DEMTRAEVC,ELCEV,2040,42.5501
RE1,DEMTRAEVC,ELCEV,2041,43.6476
RE1,DEMTRAEVC,ELCEV,2042,44.7676
RE1,DEMTRAEVC,ELCEV,2043,45.911
RE1,DEMTRAEVC,ELCEV,2044,47.0789
RE1,DEMTRAEVC,ELCEV,2045,48.272
RE1,DEMTRAEVC,ELCEV,2046,54.2826
RE1,DEMTRAEVC,ELCEV,2047,60.324
RE1,DEMTRAEVC,ELCEV,2048,66.3962
RE1,DEMTRAEVC,ELCEV,2049,72.4995
RE1,DEMTRAEVC,ELCEV,2050,79.5603
RE1,DEMTRAEVC,ELCEV,2051,129.1132
RE1,DEMTRAEVC,ELCEV,2052,135.7465
RE1,DEMTRAEVC,ELCEV,2053,142.4063
RE1,DEMTRAEVC,ELCEV,2054,149.093
RE1,DEMTRAEVC,ELCEV,2055,155.8071
RE1,DEMTRAEVC,ELCEV,2056,162.549
RE1,DEMTRAEVC,ELCEV,2057,169.3191
RE1,DEMTRAEVC,ELCEV,2058,172.182
RE1,DEMTRAEVC,ELCEV,2059,175.0119
RE1,DEMTRAEVC,ELCEV,2060,177.888
RE1,DEMTRAEVC,ELCEV,2061,180.2098
RE1,DEMTRAEVC,ELCEV,2062,182.5617
RE1,DEMTRAEVC,ELCEV,2063,184.9445
RE1,DEMTRAEVC,ELCEV,2064,187.3585
RE1,DEMTRAEVC,ELCEV,2065,189.8045
RE1,DEMTRAEVC,ELCEV,2066,192.2828
RE1,DEMTRAEVC,ELCEV,2067,194.794
RE1,DEMTRAEVC,ELCEV,2068,197.3385
RE1,DEMTRAEVC,ELCEV,2069,199.9172
RE1,DEMTRAEVC,ELCEV,2070,202.5304
RE1,DEMTRAMCYELC,TRAMCY,2021,4.6311
RE1,DEMTRAMCYELC,TRAMCY,2022,9.1422
RE1,DEMTRAMCYELC,TRAMCY,2023,13.7637
RE1,DEMTRAMCYELC,TRAMCY,2024,18.3844
RE1,DEMTRAMCYELC,TRAMCY,2025,23.1554
RE1,DEMTRAMCYELC,TRAMCY,2026,24.7105
RE1,DEMTRAMCYELC,TRAMCY,2027,25.6003
RE1,DEMTRAMCYELC,TRAMCY,2028,26.5193
RE1,DEMTRAMCYELC,TRAMCY,2029,27.4685
RE1,DEMTRAMCYELC,TRAMCY,2030,28.4492
RE1,DEMTRAMCYELC,TRAMCY,2031,28.8865
RE1,DEMTRAMCYELC,TRAMCY,2032,29.3697
RE1,DEMTRAMCYELC,TRAMCY,2033,29.8958
RE1,DEMTRAMCYELC,TRAMCY,2034,30.4626
RE1,DEMTRAMCYELC,TRAMCY,2035,32.4798
RE1,DEMTRAMCYELC,TRAMCY,2036,33.5852
RE1,DEMTRAMCYELC,TRAMCY,2037,34.7219
RE1,DEMTRAMCYELC,TRAMCY,2038,35.8912
RE1,DEMTRAMCYELC,TRAMCY,2039,37.0946
RE1,DEMTRAMCYELC,TRAMCY,2040,38.3334
RE1,DEMTRAMCYELC,TRAMCY,2041,39.3222
RE1,DEMTRAMCYELC,TRAMCY,2042,40.3311
RE1,DEMTRAMCYELC,TRAMCY,2043,41.3613
RE1,DEMTRAMCYELC,TRAMCY,2044,42.4134
RE1,DEMTRAMCYELC,TRAMCY,2045,43.4883
RE1,DEMTRAMCYELC,TRAMCY,2046,44.3964
RE1,DEMTRAMCYELC,TRAMCY,2047,45.3323
RE1,DEMTRAMCYELC,TRAMCY,2048,46.296
RE1,DEMTRAMCYELC,TRAMCY,2049,47.2877
RE1,DEMTRAMCYELC,TRAMCY,2050,48.3076
RE1,DEMTRAMCYELC,TRAMCY,2051,49.1026
RE1,DEMTRAMCYELC,TRAMCY,2052,49.9107
RE1,DEMTRAMCYELC,TRAMCY,2053,50.7318
RE1,DEMTRAMCYELC,TRAMCY,2054,51.5664
RE1,DEMTRAMCYELC,TRAMCY,2055,52.4144
RE1,DEMTRAMCYELC,TRAMCY,2056,53.2762
RE1,DEMTRAMCYELC,TRAMCY,2057,54.1521
RE1,DEMTRAMCYELC,TRAMCY,2058,55.0422
RE1,DEMTRAMCYELC,TRAMCY,2059,55.9468
RE1,DEMTRAMCYELC,TRAMCY,2060,56.8663
RE1,DEMTRAMCYELC,TRAMCY,2061,57.6084
RE1,DEMTRAMCYELC,TRAMCY,2062,58.3603
RE1,DEMTRAMCYELC,TRAMCY,2063,59.122
RE1,DEMTRAMCYELC,TRAMCY,2064,59.8937
RE1,DEMTRAMCYELC,TRAMCY,2065,60.6756
RE1,DEMTRAMCYELC,TRAMCY,2066,61.4679
RE1,DEMTRAMCYELC,TRAMCY,2067,62.2706
RE1,DEMTRAMCYELC,TRAMCY,2068,63.0841
RE1,DEMTRAMCYELC,TRAMCY,2069,63.9084
RE1,DEMTRAMCYELC,TRAMCY,2070,64.7438
RE1,DEMTRAMCYGSL,TRAMCY,2015,15.2603
RE1,DEMTRAMCYGSL,TRAMCY,2016,16.0773
RE1,DEMTRAMCYGSL,TRAMCY,2017,16.9381
RE1,DEMTRAMCYGSL,TRAMCY,2018,17.845
RE1,DEMTRAMCYGSL,TRAMCY,2019,18.8005
RE1,DEMTRAMCYGSL,TRAMCY,2020,19.8071
RE1,DEMTRAMCYGSL,TRAMCY,2021,15.9358
RE1,DEMTRAMCYGSL,TRAMCY,2022,12.2077
RE1,DEMTRAMCYGSL,TRAMCY,2023,8.3935
RE1,DEMTRAMCYGSL,TRAMCY,2024,4.6053
RE1,DEMTRAMCYGSL,TRAMCY,2025,0.6933
RE1,IMPCOA,COA,2015,8.1033
RE1,IMPCOA,COA,2016,8.5372
RE1,IMPCOA,COA,2017,8.9943
RE1,IMPCOA,COA,2018,9.4759
RE1,IMPCOA,COA,2019,9.9832
RE1,IMPCOA,COA,2020,10.5178
RE1,IMPCOA,COA,2021,10.9212
RE1,IMPCOA,COA,2022,19.9724
RE1,IMPCOA,COA,2023,20.4011
RE1,IMPCOA,COA,2024,20.8432
RE1,IMPCOA,COA,2025,21.2993
RE1,IMPCOA,COA,2026,21.757
RE1,IMPCOA,COA,2027,13.594
RE1,IMPCOA,COA,2028,14.082
RE1,IMPCOA,COA,2029,14.586
RE1,IMPCOA,COA,2030,15.1068
RE1,IMPCOA,COA,2031,15.339
RE1,IMPCOA,COA,2032,15.5956
RE1,IMPCOA,COA,2033,15.875
RE1,IMPCOA,COA,2034,16.1759
RE1,IMPCOA,COA,2035,17.2471
RE1,IMPCOA,COA,2036,17.8341
RE1,IMPCOA,COA,2037,18.4376
RE1,IMPCOA,COA,2038,19.0585
RE1,IMPCOA,COA,2039,19.6975
RE1,IMPCOA,COA,2040,20.3554
RE1,IMPCOA,COA,2041,20.8804
RE1,IMPCOA,COA,2042,21.4162
RE1,IMPCOA,COA,2043,21.9632
RE1,IMPCOA,COA,2044,22.5219
RE1,IMPCOA,COA,2045,23.0927
RE1,IMPCOA,COA,2046,23.5749
RE1,IMPCOA,COA,2047,24.0719
RE1,IMPCOA,COA,2048,24.5836
RE1,IMPCOA,COA,2049,25.1102
RE1,IMPCOA,COA,2050,25.6518
RE1,IMPCOA,COA,2051,26.074
RE1,IMPCOA,COA,2052,26.503
RE1,IMPCOA,COA,2053,26.9391
RE1,IMPCOA,COA,2054,27.3822
RE1,IMPCOA,COA,2055,27.8325
RE1,IMPCOA,COA,2056,28.2902
RE1,IMPCOA,COA,2057,28.7553
RE1,IMPCOA,COA,2058,29.2279
RE1,IMPCOA,COA,2059,29.7083
RE1,IMPCOA,COA,2060,30.1965
RE1,IMPCOA,COA,2061,30.5906
RE1,IMPCOA,COA,2062,30.9899
RE1,IMPCOA,COA,2063,31.3943
RE1,IMPCOA,COA,2064,31.8041
RE1,IMPCOA,COA,2065,32.2193
RE1,IMPCOA,COA,2066,32.64
RE1,IMPCOA,COA,2067,33.0663
RE1,IMPCOA,COA,2068,33.4982
RE1,IMPCOA,COA,2069,33.936
RE1,IMPCOA,COA,2070,34.3796
RE1,IMPLFO,LFO,2015,202.5455
RE1,IMPLFO,LFO,2016,213.3901
RE1,IMPLFO,LFO,2017,224.8154
RE1,IMPLFO,LFO,2018,236.8523
RE1,IMPLFO,LFO,2019,249.5338
RE1,IMPLFO,LFO,2020,262.8942
RE1,IMPLFO,LFO,2021,249.8236
RE1,IMPLFO,LFO,2022,237.6602
RE1,IMPLFO,LFO,2023,225.267
RE1,IMPLFO,LFO,2024,213.2139
RE1,IMPLFO,LFO,2025,200.7605
RE1,IMPLFO,LFO,2026,204.4238
RE1,IMPLFO,LFO,2027,211.7848
RE1,IMPLFO,LFO,2028,219.3867
RE1,IMPLFO,LFO,2029,227.2392
RE1,IMPLFO,LFO,2030,235.3523
RE1,IMPLFO,LFO,2031,238.9702
RE1,IMPLFO,LFO,2032,242.9677
RE1,IMPLFO,LFO,2033,247.3202
RE1,IMPLFO,LFO,2034,252.009
RE1,IMPLFO,LFO,2035,268.697
RE1,IMPLFO,LFO,2036,277.8415
RE1,IMPLFO,LFO,2037,287.2444
RE1,IMPLFO,LFO,2038,296.9177
RE1,IMPLFO,LFO,2039,306.8731
RE1,IMPLFO,LFO,2040,317.1221
RE1,IMPLFO,LFO,2041,325.3014
RE1,IMPLFO,LFO,2042,333.6485
RE1,IMPLFO,LFO,2043,342.1707
RE1,IMPLFO,LFO,2044,350.8744
RE1,IMPLFO,LFO,2045,359.7665
RE1,IMPLFO,LFO,2046,344.7455
RE1,IMPLFO,LFO,2047,329.954
RE1,IMPLFO,LFO,2048,315.3928
RE1,IMPLFO,LFO,2049,301.0629
RE1,IMPLFO,LFO,2050,283.6281
RE1,IMPLFO,LFO,2051,110.3097
RE1,IMPLFO,LFO,2052,91.8159
RE1,IMPLFO,LFO,2053,73.3879
RE1,IMPLFO,LFO,2054,55.0265
RE1,IMPLFO,LFO,2055,36.7328
RE1,IMPLFO,LFO,2056,18.5081
RE1,IMPLFO,LFO,2057,0.3534
RE1,IMPNGS,NGS,2065,19.4754
RE1,IMPNGS,NGS,2066,114.612
RE1,IMPNGS,NGS,2067,120.4777
RE1,IMPNGS,NGS,2068,125.7826
RE1,IMPNGS,NGS,2069,131.4574
RE1,IMPNGS,NGS,2070,44.3448
RE1,MINBIO,BIO,2015,27.6641
RE1,MINBIO,BIO,2016,27.7044
RE1,MINBIO,BIO,2017,103.4348
RE1,MINBIO,BIO,2018,179.1675
RE1,MINBIO,BIO,2019,254.9026
RE1,MINBIO,BIO,2020,330.6402
RE1,MINBIO,BIO,2021,334.8497
RE1,MINBIO,BIO,2022,348.4411
RE1,MINBIO,BIO,2023,374.6326
RE1,MINBIO,BIO,2024,384.5032
RE1,MINBIO,BIO,2025,389.5153
RE1,MINBIO,BIO,2026,396.4089
RE1,MINBIO,BIO,2027,402.325
RE1,MINBIO,BIO,2028,408.3664
RE1,MINBIO,BIO,2029,414.545
RE1,MINBIO,BIO,2030,420.8728
RE1,MINBIO,BIO,2031,416.1532
RE1,MINBIO,BIO,2032,412.2103
RE1,MINBIO,BIO,2033,408.9643
RE1,MINBIO,BIO,2034,406.3528
RE1,MINBIO,BIO,2035,422.6966
RE1,MINBIO,BIO,2036,426.6498
RE1,MINBIO,BIO,2037,430.8013
RE1,MINBIO,BIO,2038,435.1792
RE1,MINBIO,BIO,2039,439.8114
RE1,MINBIO,BIO,2040,444.7267
RE1,MINBIO,BIO,2041,447.3432
RE1,MINBIO,BIO,2042,450.0287
RE1,MINBIO,BIO,2043,453.0527
RE1,MINBIO,BIO,2044,455.2902
RE1,MINBIO,BIO,2045,456.1257
RE1,MINBIO,BIO,2046,461.7486
RE1,MINBIO,BIO,2047,462.4002
RE1,MINBIO,BIO,2048,464.9958
RE1,MINBIO,BIO,2049,465.5775
RE1,MINBIO,BIO,2050,458.2785
RE1,MINBIO,BIO,2051,506.236
RE1,MINBIO,BIO,2052,507.7374
RE1,MINBIO,BIO,2053,509.3986
RE1,MINBIO,BIO,2054,511.2006
RE1,MINBIO,BIO,2055,513.1515
RE1,MINBIO,BIO,2056,515.2727
RE1,MINBIO,BIO,2057,517.5681
RE1,MINBIO,BIO,2058,520.0778
RE1,MINBIO,BIO,2059,522.7711
RE1,MINBIO,BIO,2060,525.6535
RE1,MINBIO,BIO,2061,526.9894
RE1,MINBIO,BIO,2062,528.8174
RE1,MINBIO,BIO,2063,530.7791
RE1,MINBIO,BIO,2064,532.8587
RE1,MINBIO,BIO,2065,535.557
RE1,MINBIO,BIO,2066,537.3378
RE1,MINBIO,BIO,2067,539.7581
RE1,MINBIO,BIO,2068,542.8798
RE1,MINBIO,BIO,2069,548.5832
RE1,MINBIO,BIO,2070,532.1226
RE1,MINHYD,HYD,2015,5.3076
RE1,MINHYD,HYD,2016,4.9048
RE1,MINHYD,HYD,2017,5.6014
RE1,MINHYD,HYD,2018,4.3312
RE1,MINHYD,HYD,2019,4.685
RE1,MINHYD,HYD,2020,5.0467
RE1,MINHYD,HYD,2021,12.4211
RE1,MINHYD,HYD,2022,13.4122
RE1,MINHYD,HYD,2023,13.4122
RE1,MINHYD,HYD,2024,13.4122
RE1,MINHYD,HYD,2025,13.4122
RE1,MINHYD,HYD,2026,13.4122
RE1,MINHYD,HYD,2027,13.4122
RE1,MINHYD,HYD,2028,13.4122
RE1,MINHYD,HYD,2029,13.4122
RE1,MINHYD,HYD,2030,13.4122
RE1,MINHYD,HYD,2031,13.4122
RE1,MINHYD,HYD,2032,13.4122
RE1,MINHYD,HYD,2033,13.4122
RE1,MINHYD,HYD,2034,13.4122
RE1,MINHYD,HYD,2035,13.4122
RE1,MINHYD,HYD,2036,13.4122
RE1,MINHYD,HYD,2037,13.4122
RE1,MINHYD,HYD,2038,13.4122
RE1,MINHYD,HYD,2039,13.4122
RE1,MINHYD,HYD,2040,13.4122
RE1,MINHYD,HYD,2041,13.4122
RE1,MINHYD,HYD,2042,13.4122
RE1,MINHYD,HYD,2043,13.4122
RE1,MINHYD,HYD,2044,13.4122
RE1,MINHYD,HYD,2045,13.4122
RE1,MINHYD,HYD,2046,13.4122
RE1,MINHYD,HYD,2047,13.4122
RE1,MINHYD,HYD,2048,13.4122
RE1,MINHYD,HYD,2049,13.4122
RE1,MINHYD,HYD,2050,13.4122
RE1,MINHYD,HYD,2051,13.4122
RE1,MINHYD,HYD,2052,13.4122
RE1,MINHYD,HYD,2053,13.4122
RE1,MINHYD,HYD,2054,13.4122
RE1,MINHYD,HYD,2055,13.4122
RE1,MINHYD,HYD,2056,13.4122
RE1,MINHYD,HYD,2057,13.4122
RE1,MINHYD,HYD,2058,13.4122
RE1,MINHYD,HYD,2059,13.4122
RE1,MINHYD,HYD,2060,13.4122
RE1,MINHYD,HYD,2061,13.4122
RE1,MINHYD,HYD,2062,13.4122
RE1,MINHYD,HYD,2063,13.4122
RE1,MINHYD,HYD,2064,13.4122
RE1,MINHYD,HYD,2065,13.4122
RE1,MINHYD,HYD,2066,13.4122
RE1,MINHYD,HYD,2067,13.4122
RE1,MINHYD,HYD,2068,13.4122
RE1,MINHYD,HYD,2069,13.4122
RE1,MINHYD,HYD,2070,13.4122
RE1,MINNGS,NGS,2024,6.1002
RE1,MINNGS,NGS,2025,6.1002
RE1,MINNGS,NGS,2026,9.1058
RE1,MINNGS,NGS,2027,13.3356
RE1,MINNGS,NGS,2028,16.5158
RE1,MINNGS,NGS,2029,19.8598
RE1,MINNGS,NGS,2030,23.3825
RE1,MINNGS,NGS,2031,25.8597
RE1,MINNGS,NGS,2032,26.112
RE1,MINNGS,NGS,2033,26.5959
RE1,MINNGS,NGS,2034,27.3135
RE1,MINNGS,NGS,2035,32.469
RE1,MINNGS,NGS,2036,35.1925
RE1,MINNGS,NGS,2037,38.209
RE1,MINNGS,NGS,2038,36.1913
RE1,MINNGS,NGS,2039,29.7085
RE1,MINNGS,NGS,2040,23.6226
RE1,MINNGS,NGS,2041,23.7143
RE1,MINNGS,NGS,2042,23.9539
RE1,MINNGS,NGS,2043,23.9949
RE1,MINNGS,NGS,2044,24.0361
RE1,MINNGS,NGS,2045,24.6991
RE1,MINNGS,NGS,2046,28.0063
RE1,MINNGS,NGS,2047,29.9608
RE1,MINNGS,NGS,2048,30.8112
RE1,MINNGS,NGS,2049,32.9137
RE1,MINNGS,NGS,2050,35.1635
RE1,MINNGS,NGS,2051,73.6944
RE1,MINNGS,NGS,2052,83.1988
RE1,MINNGS,NGS,2053,92.5679
RE1,MINNGS,NGS,2054,99.1121
RE1,MINNGS,NGS,2055,103.9867
RE1,MINNGS,NGS,2056,108.9758
RE1,MINNGS,NGS,2057,114.0825
RE1,MINNGS,NGS,2058,114.8205
RE1,MINNGS,NGS,2059,115.5519
RE1,MINNGS,NGS,2060,116.4536
RE1,MINNGS,NGS,2061,115.5508
RE1,MINNGS,NGS,2062,114.4255
RE1,MINNGS,NGS,2063,113.6037
RE1,MINNGS,NGS,2064,112.1804
RE1,MINNGS,NGS,2065,90.668
RE1,MINSOL,SOL,2015,0.1518
RE1,MINSOL,SOL,2017,0.172
RE1,MINSOL,SOL,2021,0.1777
RE1,MINSOL,SOL,2022,0.1777
RE1,MINSOL,SOL,2023,0.1777
RE1,MINSOL,SOL,2024,3.025
RE1,MINSOL,SOL,2025,6.8632
RE1,MINSOL,SOL,2026,7.3974
RE1,MINSOL,SOL,2027,7.7826
RE1,MINSOL,SOL,2028,8.19
RE1,MINSOL,SOL,2029,8.621
RE1,MINSOL,SOL,2030,9.0747
RE1,MINSOL,SOL,2031,9.4182
RE1,MINSOL,SOL,2032,9.793
RE1,MINSOL,SOL,2033,10.1988
RE1,MINSOL,SOL,2034,10.6385
RE1,MINSOL,SOL,2035,11.5918
RE1,MINSOL,SOL,2036,12.2619
RE1,MINSOL,SOL,2037,12.9826
RE1,MINSOL,SOL,2038,16.1184
RE1,MINSOL,SOL,2039,21.4398
RE1,MINSOL,SOL,2040,26.8181
RE1,MINSOL,SOL,2041,28.8345
RE1,MINSOL,SOL,2042,30.9646
RE1,MINSOL,SOL,2043,33.3242
RE1,MINSOL,SOL,2044,36.205
RE1,MINSOL,SOL,2045,39.495
RE1,MINSOL,SOL,2046,44.9012
RE1,MINSOL,SOL,2047,50.3269
RE1,MINSOL,SOL,2048,53.7301
RE1,MINSOL,SOL,2049,53.7301
RE1,MINSOL,SOL,2050,56.922
RE1,MINSOL,SOL,2051,68.3952
RE1,MINSOL,SOL,2052,72.3065
RE1,MINSOL,SOL,2053,76.3422
RE1,MINSOL,SOL,2054,78.6766
RE1,MINSOL,SOL,2055,79.6174
RE1,MINSOL,SOL,2056,80.5859
RE1,MINSOL,SOL,2057,81.5829
RE1,MINSOL,SOL,2058,85.4832
RE1,MINSOL,SOL,2059,89.4037
RE1,MINSOL,SOL,2060,93.3543
RE1,MINSOL,SOL,2061,96.9768
RE1,MINSOL,SOL,2062,100.2094
RE1,MINSOL,SOL,2063,103.5792
RE1,MINSOL,SOL,2064,106.4772
RE1,MINSOL,SOL,2065,107.8894
RE1,MINSOL,SOL,2066,107.3917
RE1,MINSOL,SOL,2067,106.7698
RE1,MINSOL,SOL,2068,105.7058
RE1,MINSOL,SOL,2069,104.2687
RE1,MINSOL,SOL,2070,111.0363
RE1,MINWND,WND,2032,1.1781
RE1,MINWND,WND,2033,2.3563
RE1,MINWND,WND,2034,3.5344
RE1,MINWND,WND,2035,4.7125
RE1,MINWND,WND,2036,5.8907
RE1,MINWND,WND,2037,7.0688
RE1,MINWND,WND,2038,8.2469
RE1,MINWND,WND,2039,9.425
RE1,MINWND,WND,2040,10.6032
RE1,MINWND,WND,2041,11.7813
RE1,MINWND,WND,2042,12.9594
RE1,MINWND,WND,2043,14.1376
RE1,MINWND,WND,2044,15.3157
RE1,MINWND,WND,2045,16.4938
RE1,MINWND,WND,2046,17.672
RE1,MINWND,WND,2047,21.3175
RE1,MINWND,WND,2048,27.5768
RE1,MINWND,WND,2049,37.5353
RE1,MINWND,WND,2050,44.4946
RE1,MINWND,WND,2051,54.8754
RE1,MINWND,WND,2052,55.7382
RE1,MINWND,WND,2053,56.6262
RE1,MINWND,WND,2054,60.7948
RE1,MINWND,WND,2055,67.3558
RE1,MINWND,WND,2056,73.9278
RE1,MINWND,WND,2057,80.5117
RE1,MINWND,WND,2058,81.5382
RE1,MINWND,WND,2059,82.5951
RE1,MINWND,WND,2060,83.6835
RE1,MINWND,WND,2061,84.488
RE1,MINWND,WND,2062,85.8165
RE1,MINWND,WND,2063,86.9297
RE1,MINWND,WND,2064,88.9135
RE1,MINWND,WND,2065,92.7469
RE1,MINWND,WND,2066,95.76
RE1,MINWND,WND,2067,98.207
RE1,MINWND,WND,2068,101.354
RE1,MINWND,WND,2069,104.3075
RE1,MINWND,WND,2070,136.146
RE1,PWRBIO001,ELC001,2022,3.2946
RE1,PWRBIO001,ELC001,2023,11.0067
RE1,PWRBIO001,ELC001,2024,13.0214
RE1,PWRBIO001,ELC001,2025,13.3448
RE1,PWRBIO001,ELC001,2026,14.4563
RE1,PWRBIO001,ELC001,2027,15.2275
RE1,PWRBIO001,ELC001,2028,16.0427
RE1,PWRBIO001,ELC001,2029,16.9048
RE1,PWRBIO001,ELC001,2030,17.8166
RE1,PWRBIO001,ELC001,2031,18.5122
RE1,PWRBIO001,ELC001,2032,19.2699
RE1,PWRBIO001,ELC001,2033,20.0915
RE1,PWRBIO001,ELC001,2034,20.9795
RE1,PWRBIO001,ELC001,2035,22.9337
RE1,PWRBIO001,ELC001,2036,24.3245
RE1,PWRBIO001,ELC001,2037,25.8069
RE1,PWRBIO001,ELC001,2038,27.3879
RE1,PWRBIO001,ELC001,2039,29.0748
RE1,PWRBIO001,ELC001,2040,30.8758
RE1,PWRBIO001,ELC001,2041,32.3931
RE1,PWRBIO001,ELC001,2042,33.9906
RE1,PWRBIO001,ELC001,2043,35.6732
RE1,PWRBIO001,ELC001,2044,37.0459
RE1,PWRBIO001,ELC001,2045,38.0229
RE1,PWRBIO001,ELC001,2046,41.1082
RE1,PWRBIO001,ELC001,2047,43.0041
RE1,PWRBIO001,ELC001,2048,45.0077
RE1,PWRBIO001,ELC001,2049,47.1248
RE1,PWRBIO001,ELC001,2050,49.5467
RE1,PWRBIO001,ELC001,2051,65.5306
RE1,PWRBIO001,ELC001,2052,67.2561
RE1,PWRBIO001,ELC001,2053,69.0321
RE1,PWRBIO001,ELC001,2054,70.8601
RE1,PWRBIO001,ELC001,2055,72.7417
RE1,PWRBIO001,ELC001,2056,74.6787
RE1,PWRBIO001,ELC001,2057,76.6727
RE1,PWRBIO001,ELC001,2058,78.7257
RE1,PWRBIO001,ELC001,2059,80.8396
RE1,PWRBIO001,ELC001,2060,83.0162
RE1,PWRBIO001,ELC001,2061,84.6253
RE1,PWRBIO001,ELC001,2062,86.2679
RE1,PWRBIO001,ELC001,2063,87.9447
RE1,PWRBIO001,ELC001,2064,89.6566
RE1,PWRBIO001,ELC001,2065,91.4044
RE1,PWRBIO001,ELC001,2066,93.1892
RE1,PWRBIO001,ELC001,2067,95.0114
RE1,PWRBIO001,ELC001,2068,96.8722
RE1,PWRBIO001,ELC001,2069,98.7725
RE1,PWRBIO001,ELC001,2070,95.5574
RE1,PWRCOA001,ELC001,2022,3.1983
RE1,PWRCOA001,ELC001,2023,3.1983
RE1,PWRCOA001,ELC001,2024,3.1983
RE1,PWRCOA001,ELC001,2025,3.1983
RE1,PWRCOA001,ELC001,2026,3.1983
RE1,PWRDIST,ELC003,2015,13.6152
RE1,PWRDIST,ELC003,2016,13.9486
RE1,PWRDIST,ELC003,2017,14.2902
RE1,PWRDIST,ELC003,2018,14.6401
RE1,PWRDIST,ELC003,2019,14.9986
RE1,PWRDIST,ELC003,2020,15.3659
RE1,PWRDIST,ELC003,2021,21.9859
RE1,PWRDIST,ELC003,2022,28.761
RE1,PWRDIST,ELC003,2023,35.7569
RE1,PWRDIST,ELC003,2024,42.843
RE1,PWRDIST,ELC003,2025,50.2119
RE1,PWRDIST,ELC003,2026,53.5302
RE1,PWRDIST,ELC003,2027,56.308
RE1,PWRDIST,ELC003,2028,59.2387
RE1,PWRDIST,ELC003,2029,62.3325
RE1,PWRDIST,ELC003,2030,65.6018
RE1,PWRDIST,ELC003,2031,68.0263
RE1,PWRDIST,ELC003,2032,70.668
RE1,PWRDIST,ELC003,2033,73.5338
RE1,PWRDIST,ELC003,2034,76.6298
RE1,PWRDIST,ELC003,2035,83.6358
RE1,PWRDIST,ELC003,2036,88.5537
RE1,PWRDIST,ELC003,2037,93.7792
RE1,PWRDIST,ELC003,2038,96.9752
RE1,PWRDIST,ELC003,2039,98.3999
RE1,PWRDIST,ELC003,2040,100.2127
RE1,PWRDIST,ELC003,2041,104.2422
RE1,PWRDIST,ELC003,2042,108.4936
RE1,PWRDIST,ELC003,2043,112.823
RE1,PWRDIST,ELC003,2044,116.9586
RE1,PWRDIST,ELC003,2045,121.0728
RE1,PWRDIST,ELC003,2046,128.3141
RE1,PWRDIST,ELC003,2047,136.2181
RE1,PWRDIST,ELC003,2048,146.2718
RE1,PWRDIST,ELC003,2049,159.5701
RE1,PWRDIST,ELC003,2050,175.9728
RE1,PWRDIST,ELC003,2051,229.5676
RE1,PWRDIST,ELC003,2052,238.0934
RE1,PWRDIST,ELC003,2053,246.694
RE1,PWRDIST,ELC003,2054,257.205
RE1,PWRDIST,ELC003,2055,269.3248
RE1,PWRDIST,ELC003,2056,281.6354
RE1,PWRDIST,ELC003,2057,294.1427
RE1,PWRDIST,ELC003,2058,299.6037
RE1,PWRDIST,ELC003,2059,305.2156
RE1,PWRDIST,ELC003,2060,311.0633
RE1,PWRDIST,ELC003,2061,314.7712
RE1,PWRDIST,ELC003,2062,318.942
RE1,PWRDIST,ELC003,2063,323.1202
RE1,PWRDIST,ELC003,2064,327.9217
RE1,PWRDIST,ELC003,2065,334.2697
RE1,PWRDIST,ELC003,2066,342.8827
RE1,PWRDIST,ELC003,2067,351.6845
RE1,PWRDIST,ELC003,2068,360.9851
RE1,PWRDIST,ELC003,2069,370.3646
RE1,PWRDIST,ELC003,2070,383.4161
RE1,PWRHYD001,ELC001,2015,3.731
RE1,PWRHYD001,ELC001,2016,3.7195
RE1,PWRHYD001,ELC001,2017,4.1154
RE1,PWRHYD001,ELC001,2018,3.3044
RE1,PWRHYD001,ELC001,2019,3.4559
RE1,PWRHYD001,ELC001,2020,4.1109
RE1,PWRHYD001,ELC001,2021,7.0885
RE1,PWRHYD001,ELC001,2022,8.0796
RE1,PWRHYD001,ELC001,2023,8.0796
RE1,PWRHYD001,ELC001,2024,8.0796
RE1,PWRHYD001,ELC001,2025,8.0796
RE1,PWRHYD001,ELC001,2026,8.0796
RE1,PWRHYD001,ELC001,2027,8.0796
