r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,PWRWND001,1,2032,1.1781
RE1,PWRWND001,1,2033,2.3563
RE1,PWRWND001,1,2034,3.5344
RE1,PWRWND001,1,2035,4.7125
RE1,PWRWND001,1,2036,5.8907
RE1,PWRWND001,1,2037,7.0688
RE1,PWRWND001,1,2038,8.2469
RE1,PWRWND001,1,2039,9.425
RE1,PWRWND001,1,2040,10.6032
RE1,PWRWND001,1,2041,11.7813
RE1,PWRWND001,1,2042,12.9594
RE1,PWRWND001,1,2043,14.1376
RE1,PWRWND001,1,2044,15.3157
RE1,PWRWND001,1,2045,16.4938
RE1,PWRWND001,1,2046,17.672
RE1,PWRWND001,1,2047,18.8501
RE1,PWRWND001,1,2048,20.0282
RE1,PWRWND001,1,2049,21.2064
RE1,PWRWND001,1,2050,22.3845
RE1,PWRWND001,1,2051,32.7653
RE1,PWRWND001,1,2052,33.6281
RE1,PWRWND001,1,2053,34.516
RE1,PWRWND001,1,2054,35.43
RE1,PWRWND001,1,2055,36.3708
RE1,PWRWND001,1,2056,37.3393
RE1,PWRWND001,1,2057,38.3364
RE1,PWRWND001,1,2058,39.3629
RE1,PWRWND001,1,2059,40.4198
RE1,PWRWND001,1,2060,41.5081
RE1,PWRWND001,1,2061,42.3127
RE1,PWRWND001,1,2062,41.1345
RE1,PWRWND001,1,2063,39.9564
RE1,PWRWND001,1,2064,38.7783
RE1,PWRWND001,1,2065,37.6001
RE1,PWRWND001,1,2066,36.422
RE1,PWRWND001,1,2067,35.2439
RE1,PWRWND001,1,2068,34.0657
RE1,PWRWND001,1,2069,32.8876
RE1,PWRWND001,1,2070,64.7261
RE1,PWRSOL001S,1,2025,3.9285
RE1,PWRSOL001S,1,2026,4.6084
RE1,PWRSOL001S,1,2027,7.6138
RE1,PWRSOL001S,1,2028,8.0214
RE1,PWRSOL001S,1,2029,8.4524
RE1,PWRSOL001S,1,2030,8.9083
RE1,PWRSOL001S,1,2031,9.2561
RE1,PWRSOL001S,1,2032,9.6349
RE1,PWRSOL001S,1,2033,10.0457
RE1,PWRSOL001S,1,2034,10.4898
RE1,PWRSOL001S,1,2035,11.4669
RE1,PWRSOL001S,1,2036,12.1623
RE1,PWRSOL001S,1,2037,12.9035
RE1,PWRSOL001S,1,2038,13.6939
RE1,PWRSOL001S,1,2039,14.5374
RE1,PWRSOL001S,1,2040,15.4379
RE1,PWRSOL001S,1,2041,16.1966
RE1,PWRSOL001S,1,2042,16.9953
RE1,PWRSOL001S,1,2043,17.8366
RE1,PWRSOL001S,1,2044,18.723
RE1,PWRSOL001S,1,2045,19.6572
RE1,PWRSOL001S,1,2046,20.5541
RE1,PWRSOL001S,1,2047,21.5021
RE1,PWRSOL001S,1,2048,22.5038
RE1,PWRSOL001S,1,2049,23.5624
RE1,PWRSOL001S,1,2050,27.3604
RE1,PWRSOL001S,1,2051,32.7653
RE1,PWRSOL001S,1,2052,33.6281
RE1,PWRSOL001S,1,2053,34.516
RE1,PWRSOL001S,1,2054,35.43
RE1,PWRSOL001S,1,2055,36.3708
RE1,PWRSOL001S,1,2056,37.3393
RE1,PWRSOL001S,1,2057,38.3364
RE1,PWRSOL001S,1,2058,39.3629
RE1,PWRSOL001S,1,2059,40.4198
RE1,PWRSOL001S,1,2060,41.5081
RE1,PWRSOL001S,1,2061,42.3127
RE1,PWRSOL001S,1,2062,43.1339
RE1,PWRSOL001S,1,2063,43.9723
RE1,PWRSOL001S,1,2064,44.8283
RE1,PWRSOL001S,1,2065,45.7022
RE1,PWRSOL001S,1,2066,46.5946
RE1,PWRSOL001S,1,2067,47.5057
RE1,PWRSOL001S,1,2068,48.4361
RE1,PWRSOL001S,1,2069,49.3862
RE1,PWRSOL001S,1,2070,64.7261
RE1,PWRWND001S,1,2047,2.4674
RE1,PWRWND001S,1,2048,7.5486
RE1,PWRWND001S,1,2049,16.329
RE1,PWRWND001S,1,2050,22.1101
RE1,PWRWND001S,1,2051,22.1101
RE1,PWRWND001S,1,2052,22.1101
RE1,PWRWND001S,1,2053,22.1101
RE1,PWRWND001S,1,2054,25.3648
RE1,PWRWND001S,1,2055,30.9849
RE1,PWRWND001S,1,2056,36.5885
RE1,PWRWND001S,1,2057,42.1753
RE1,PWRWND001S,1,2058,42.1753
RE1,PWRWND001S,1,2059,42.1753
RE1,PWRWND001S,1,2060,42.1753
RE1,PWRWND001S,1,2061,42.1753
RE1,PWRWND001S,1,2062,44.682
RE1,PWRWND001S,1,2063,46.9733
RE1,PWRWND001S,1,2064,50.1352
RE1,PWRWND001S,1,2065,55.1467
RE1,PWRWND001S,1,2066,59.338
RE1,PWRWND001S,1,2067,62.9631
RE1,PWRWND001S,1,2068,67.2883
RE1,PWRWND001S,1,2069,71.4199
RE1,PWRWND001S,1,2070,71.4199
RE1,PWRTRNIMP,1,2015,9.641
RE1,PWRTRNIMP,1,2016,11.106
RE1,PWRTRNIMP,1,2017,10.58
RE1,PWRTRNIMP,1,2018,12.416
RE1,PWRTRNIMP,1,2019,12.416
RE1,PWRTRNIMP,1,2020,12.416
RE1,PWRTRNIMP,1,2021,12.416
RE1,PWRTRNIMP,1,2022,12.416
RE1,PWRTRNIMP,1,2023,12.416
RE1,PWRTRNIMP,1,2024,12.416
RE1,PWRTRNIMP,1,2025,12.416
RE1,PWRTRNIMP,1,2026,12.416
RE1,PWRTRNIMP,1,2027,12.416
RE1,PWRTRNIMP,1,2028,12.416
RE1,PWRTRNIMP,1,2029,12.416
RE1,PWRTRNIMP,1,2030,12.416
RE1,PWRTRNIMP,1,2031,12.416
RE1,PWRTRNIMP,1,2032,12.416
RE1,PWRTRNIMP,1,2033,12.416
RE1,PWRTRNIMP,1,2034,12.416
RE1,PWRTRNIMP,1,2035,12.416
RE1,PWRTRNIMP,1,2036,12.416
RE1,PWRTRNIMP,1,2037,12.416
RE1,PWRTRNIMP,1,2038,12.416
RE1,PWRTRNIMP,1,2039,12.416
RE1,PWRTRNIMP,1,2040,12.416
RE1,PWRTRNIMP,1,2041,12.416
RE1,PWRTRNIMP,1,2042,12.416
RE1,PWRTRNIMP,1,2043,12.416
RE1,PWRTRNIMP,1,2044,12.416
RE1,PWRTRNIMP,1,2045,12.416
RE1,PWRTRNIMP,1,2046,12.416
RE1,PWRTRNIMP,1,2047,12.416
RE1,PWRTRNIMP,1,2048,12.416
RE1,PWRTRNIMP,1,2049,12.416
RE1,PWRTRNIMP,1,2050,12.416
RE1,PWRTRNIMP,1,2051,12.416
RE1,PWRTRNIMP,1,2052,12.416
RE1,PWRTRNIMP,1,2053,12.416
RE1,PWRTRNIMP,1,2054,12.416
RE1,PWRTRNIMP,1,2055,12.416
RE1,PWRTRNIMP,1,2056,12.416
RE1,PWRTRNIMP,1,2057,12.416
RE1,PWRTRNIMP,1,2058,12.416
RE1,PWRTRNIMP,1,2059,12.416
RE1,PWRTRNIMP,1,2060,12.416
RE1,PWRTRNIMP,1,2061,12.416
RE1,PWRTRNIMP,1,2062,12.416
RE1,PWRTRNIMP,1,2063,12.416
RE1,PWRTRNIMP,1,2064,12.416
RE1,PWRTRNIMP,1,2065,12.416
RE1,PWRTRNIMP,1,2066,12.416
RE1,PWRTRNIMP,1,2067,12.416
RE1,PWRTRNIMP,1,2068,12.416
RE1,PWRTRNIMP,1,2069,12.416
RE1,PWRTRNIMP,1,2070,12.416
RE1,PWRTRN,1,2015,14.7991
RE1,PWRTRN,1,2016,15.6726
RE1,PWRTRN,1,2017,16.0114
RE1,PWRTRN,1,2018,16.3576
RE1,PWRTRN,1,2019,16.7115
RE1,PWRTRN,1,2020,17.0732
RE1,PWRTRN,1,2021,24.4017
RE1,PWRTRN,1,2022,31.8858
RE1,PWRTRN,1,2023,39.5979
RE1,PWRTRN,1,2024,47.3927
RE1,PWRTRN,1,2025,55.4828
RE1,PWRTRN,1,2026,59.0841
RE1,PWRTRN,1,2027,62.0816
RE1,PWRTRN,1,2028,65.2409
RE1,PWRTRN,1,2029,68.5726
RE1,PWRTRN,1,2030,72.0899
RE1,PWRTRN,1,2031,74.6721
RE1,PWRTRN,1,2032,77.4868
RE1,PWRTRN,1,2033,80.5408
RE1,PWRTRN,1,2034,83.8401
RE1,PWRTRN,1,2035,91.4052
RE1,PWRTRN,1,2036,96.6743
RE1,PWRTRN,1,2037,102.2674
RE1,PWRTRN,1,2038,105.6375
RE1,PWRTRN,1,2039,107.0728
RE1,PWRTRN,1,2040,108.9268
RE1,PWRTRN,1,2041,113.1838
RE1,PWRTRN,1,2042,117.672
RE1,PWRTRN,1,2043,122.2351
RE1,PWRTRN,1,2044,126.5786
RE1,PWRTRN,1,2045,130.8894
RE1,PWRTRN,1,2046,138.5681
RE1,PWRTRN,1,2047,146.9451
RE1,PWRTRN,1,2048,157.6204
RE1,PWRTRN,1,2049,171.7654
RE1,PWRTRN,1,2050,189.2181
RE1,PWRTRN,1,2051,246.5818
RE1,PWRTRN,1,2052,255.465
RE1,PWRTRN,1,2053,264.4094
RE1,PWRTRN,1,2054,275.3801
RE1,PWRTRN,1,2055,288.0479
RE1,PWRTRN,1,2056,300.8925
RE1,PWRTRN,1,2057,313.9196
RE1,PWRTRN,1,2058,319.407
RE1,PWRTRN,1,2059,325.0432
RE1,PWRTRN,1,2060,330.9184
RE1,PWRTRN,1,2061,334.507
RE1,PWRTRN,1,2062,338.5796
RE1,PWRTRN,1,2063,342.6514
RE1,PWRTRN,1,2064,347.3747
RE1,PWRTRN,1,2065,353.7245
RE1,PWRTRN,1,2066,362.4553
RE1,PWRTRN,1,2067,371.3669
RE1,PWRTRN,1,2068,380.786
RE1,PWRTRN,1,2069,390.2683
RE1,PWRTRN,1,2070,403.5959
RE1,PWRDIST,1,2015,14.3551
RE1,PWRDIST,1,2016,15.2024
RE1,PWRDIST,1,2017,15.531
RE1,PWRDIST,1,2018,15.8669
RE1,PWRDIST,1,2019,16.2102
RE1,PWRDIST,1,2020,16.561
RE1,PWRDIST,1,2021,23.6697
RE1,PWRDIST,1,2022,30.9292
RE1,PWRDIST,1,2023,38.4099
RE1,PWRDIST,1,2024,45.9709
RE1,PWRDIST,1,2025,53.8183
RE1,PWRDIST,1,2026,57.3115
RE1,PWRDIST,1,2027,60.2191
RE1,PWRDIST,1,2028,63.2837
RE1,PWRDIST,1,2029,66.5154
RE1,PWRDIST,1,2030,69.9272
RE1,PWRDIST,1,2031,72.4319
RE1,PWRDIST,1,2032,75.1622
RE1,PWRDIST,1,2033,78.1246
RE1,PWRDIST,1,2034,81.3249
RE1,PWRDIST,1,2035,88.6631
RE1,PWRDIST,1,2036,93.7741
RE1,PWRDIST,1,2037,99.1994
RE1,PWRDIST,1,2038,102.4683
RE1,PWRDIST,1,2039,103.8606
RE1,PWRDIST,1,2040,105.659
RE1,PWRDIST,1,2041,109.7882
RE1,PWRDIST,1,2042,114.1419
RE1,PWRDIST,1,2043,118.568
RE1,PWRDIST,1,2044,122.7812
RE1,PWRDIST,1,2045,126.9628
RE1,PWRDIST,1,2046,134.4111
RE1,PWRDIST,1,2047,142.5368
RE1,PWRDIST,1,2048,152.8918
RE1,PWRDIST,1,2049,166.6125
RE1,PWRDIST,1,2050,183.5415
RE1,PWRDIST,1,2051,239.1843
RE1,PWRDIST,1,2052,247.8011
RE1,PWRDIST,1,2053,256.4771
RE1,PWRDIST,1,2054,267.1187
RE1,PWRDIST,1,2055,279.4065
RE1,PWRDIST,1,2056,291.8657
RE1,PWRDIST,1,2057,304.502
RE1,PWRDIST,1,2058,309.8248
RE1,PWRDIST,1,2059,315.2919
RE1,PWRDIST,1,2060,320.9908
RE1,PWRDIST,1,2061,324.4718
RE1,PWRDIST,1,2062,328.4222
RE1,PWRDIST,1,2063,332.3718
RE1,PWRDIST,1,2064,336.9535
RE1,PWRDIST,1,2065,343.1128
RE1,PWRDIST,1,2066,351.5817
RE1,PWRDIST,1,2067,360.2259
RE1,PWRDIST,1,2068,369.3624
RE1,PWRDIST,1,2069,378.5602
RE1,PWRDIST,1,2070,391.488
RE1,PWRSOL002,1,2026,0.1692
RE1,PWRSOL002,1,2027,0.1688
RE1,PWRSOL002,1,2028,0.1686
RE1,PWRSOL002,1,2029,0.1686
RE1,PWRSOL002,1,2030,0.1664
RE1,PWRSOL002,1,2031,0.1621
RE1,PWRSOL002,1,2032,0.158
RE1,PWRSOL002,1,2033,0.153
RE1,PWRSOL002,1,2034,0.1487
RE1,PWRSOL002,1,2035,0.125
RE1,PWRSOL002,1,2036,0.0996
RE1,PWRSOL002,1,2037,0.0792
RE1,PWRSOL002,1,2038,2.4245
RE1,PWRSOL002,1,2039,6.9023
RE1,PWRSOL002,1,2040,11.3802
RE1,PWRSOL002,1,2041,12.6379
RE1,PWRSOL002,1,2042,13.9693
RE1,PWRSOL002,1,2043,15.4876
RE1,PWRSOL002,1,2044,17.482
RE1,PWRSOL002,1,2045,19.8692
RE1,PWRSOL002,1,2046,24.3471
RE1,PWRSOL002,1,2047,28.8249
RE1,PWRSOL002,1,2048,31.2263
RE1,PWRSOL002,1,2049,31.2263
RE1,PWRSOL002,1,2050,31.2263
RE1,PWRSOL002,1,2051,35.6299
RE1,PWRSOL002,1,2052,38.6785
RE1,PWRSOL002,1,2053,41.8261
RE1,PWRSOL002,1,2054,43.2465
RE1,PWRSOL002,1,2055,43.2465
RE1,PWRSOL002,1,2056,43.2465
RE1,PWRSOL002,1,2057,43.2465
RE1,PWRSOL002,1,2058,46.1204
RE1,PWRSOL002,1,2059,48.9839
RE1,PWRSOL002,1,2060,51.8462
RE1,PWRSOL002,1,2061,54.6642
RE1,PWRSOL002,1,2062,57.0754
RE1,PWRSOL002,1,2063,59.6068
RE1,PWRSOL002,1,2064,61.6488
RE1,PWRSOL002,1,2065,62.1871
RE1,PWRSOL002,1,2066,60.7971
RE1,PWRSOL002,1,2067,59.2641
RE1,PWRSOL002,1,2068,57.2697
RE1,PWRSOL002,1,2069,54.8825
RE1,PWRSOL002,1,2070,50.4046
RE1,PWRHYD004,1,2021,0.2235
RE1,PWRHYD004,1,2022,0.2235
RE1,PWRHYD004,1,2023,0.2235
RE1,PWRHYD004,1,2024,0.2235
RE1,PWRHYD004,1,2025,0.2235
RE1,PWRHYD004,1,2026,0.2235
RE1,PWRHYD004,1,2027,0.2235
RE1,PWRHYD004,1,2028,0.2235
RE1,PWRHYD004,1,2029,0.2235
RE1,PWRHYD004,1,2030,0.2235
RE1,PWRHYD004,1,2031,0.2235
RE1,PWRHYD004,1,2032,0.2235
RE1,PWRHYD004,1,2033,0.2235
RE1,PWRHYD004,1,2034,0.2235
RE1,PWRHYD004,1,2035,0.2235
RE1,PWRHYD004,1,2036,0.2235
RE1,PWRHYD004,1,2037,0.2235
RE1,PWRHYD004,1,2038,0.2235
RE1,PWRHYD004,1,2039,0.2235
RE1,PWRHYD004,1,2040,0.2235
RE1,PWRHYD004,1,2041,0.2235
RE1,PWRHYD004,1,2042,0.2235
RE1,PWRHYD004,1,2043,0.2235
RE1,PWRHYD004,1,2044,0.2235
RE1,PWRHYD004,1,2045,0.2235
RE1,PWRHYD004,1,2046,0.2235
RE1,PWRHYD004,1,2047,0.2235
RE1,PWRHYD004,1,2048,0.2235
RE1,PWRHYD004,1,2049,0.2235
RE1,PWRHYD004,1,2050,0.2235
RE1,PWRHYD004,1,2051,0.2235
RE1,PWRHYD004,1,2052,0.2235
RE1,PWRHYD004,1,2053,0.2235
RE1,PWRHYD004,1,2054,0.2235
RE1,PWRHYD004,1,2055,0.2235
RE1,PWRHYD004,1,2056,0.2235
RE1,PWRHYD004,1,2057,0.2235
RE1,PWRHYD004,1,2058,0.2235
RE1,PWRHYD004,1,2059,0.2235
RE1,PWRHYD004,1,2060,0.2235
RE1,PWRHYD004,1,2061,0.2235
RE1,PWRHYD004,1,2062,0.2235
RE1,PWRHYD004,1,2063,0.2235
RE1,PWRHYD004,1,2064,0.2235
RE1,PWRHYD004,1,2065,0.2235
RE1,PWRHYD004,1,2066,0.2235
RE1,PWRHYD004,1,2067,0.2235
RE1,PWRHYD004,1,2068,0.2235
RE1,PWRHYD004,1,2069,0.2235
RE1,PWRHYD004,1,2070,0.2235
RE1,PWRTRNEXP,1,2015,0.3011
RE1,PWRTRNEXP,1,2016,0.3382
RE1,PWRTRNEXP,1,2017,0.342
RE1,PWRTRNEXP,1,2018,0.3895
RE1,PWRTRNEXP,1,2019,0.3895
RE1,PWRTRNEXP,1,2020,0.3895
RE1,PWRTRNEXP,1,2021,0.3895
RE1,PWRTRNEXP,1,2022,0.3895
RE1,PWRTRNEXP,1,2023,0.3895
RE1,PWRTRNEXP,1,2024,0.3895
RE1,PWRTRNEXP,1,2025,0.3895
RE1,PWRTRNEXP,1,2026,0.3895
RE1,PWRTRNEXP,1,2027,0.3895
RE1,PWRTRNEXP,1,2028,0.3895
RE1,PWRTRNEXP,1,2029,0.3895
RE1,PWRTRNEXP,1,2030,0.3895
RE1,PWRTRNEXP,1,2031,0.3895
RE1,PWRTRNEXP,1,2032,0.3895
RE1,PWRTRNEXP,1,2033,0.3895
RE1,PWRTRNEXP,1,2034,0.3895
RE1,PWRTRNEXP,1,2035,0.3895
RE1,PWRTRNEXP,1,2036,0.3895
RE1,PWRTRNEXP,1,2037,0.3895
RE1,PWRTRNEXP,1,2038,0.3895
RE1,PWRTRNEXP,1,2039,0.3895
RE1,PWRTRNEXP,1,2040,0.3895
RE1,PWRTRNEXP,1,2041,0.3895
RE1,PWRTRNEXP,1,2042,0.3895
RE1,PWRTRNEXP,1,2043,0.3895
RE1,PWRTRNEXP,1,2044,0.3895
RE1,PWRTRNEXP,1,2045,0.3895
RE1,PWRTRNEXP,1,2046,0.3895
RE1,PWRTRNEXP,1,2047,0.3895
RE1,PWRTRNEXP,1,2048,0.3895
RE1,PWRTRNEXP,1,2049,0.3895
RE1,PWRTRNEXP,1,2050,0.3895
RE1,PWRTRNEXP,1,2051,0.3895
RE1,PWRTRNEXP,1,2052,0.3895
RE1,PWRTRNEXP,1,2053,0.3895
RE1,PWRTRNEXP,1,2054,0.3895
RE1,PWRTRNEXP,1,2055,0.3895
RE1,PWRTRNEXP,1,2056,0.3895
RE1,PWRTRNEXP,1,2057,0.3895
RE1,PWRTRNEXP,1,2058,0.3895
RE1,PWRTRNEXP,1,2059,0.3895
RE1,PWRTRNEXP,1,2060,0.3895
RE1,PWRTRNEXP,1,2061,0.3895
RE1,PWRTRNEXP,1,2062,0.3895
RE1,PWRTRNEXP,1,2063,0.3895
RE1,PWRTRNEXP,1,2064,0.3895
RE1,PWRTRNEXP,1,2065,0.3895
RE1,PWRTRNEXP,1,2066,0.3895
RE1,PWRTRNEXP,1,2067,0.3895
RE1,PWRTRNEXP,1,2068,0.3895
RE1,PWRTRNEXP,1,2069,0.3895
RE1,PWRTRNEXP,1,2070,0.3895
RE1,DEMTRAEVC,1,2021,5.1405
RE1,DEMTRAEVC,1,2022,10.1479
RE1,DEMTRAEVC,1,2023,15.2776
RE1,DEMTRAEVC,1,2024,20.4067
RE1,DEMTRAEVC,1,2025,25.7025
RE1,DEMTRAEVC,1,2026,27.4287
RE1,DEMTRAEVC,1,2027,28.4164
RE1,DEMTRAEVC,1,2028,29.4364
RE1,DEMTRAEVC,1,2029,30.49
RE1,DEMTRAEVC,1,2030,31.5786
RE1,DEMTRAEVC,1,2031,32.064
RE1,DEMTRAEVC,1,2032,32.6004
RE1,DEMTRAEVC,1,2033,33.1844
RE1,DEMTRAEVC,1,2034,33.8135
RE1,DEMTRAEVC,1,2035,36.0526
RE1,DEMTRAEVC,1,2036,37.2796
RE1,DEMTRAEVC,1,2037,38.5413
RE1,DEMTRAEVC,1,2038,39.8392
RE1,DEMTRAEVC,1,2039,41.175
RE1,DEMTRAEVC,1,2040,42.5501
RE1,DEMTRAEVC,1,2041,43.6476
RE1,DEMTRAEVC,1,2042,44.7676
RE1,DEMTRAEVC,1,2043,45.911
RE1,DEMTRAEVC,1,2044,47.0789
RE1,DEMTRAEVC,1,2045,48.272
RE1,DEMTRAEVC,1,2046,54.2825
RE1,DEMTRAEVC,1,2047,60.3239
RE1,DEMTRAEVC,1,2048,66.3962
RE1,DEMTRAEVC,1,2049,72.4995
RE1,DEMTRAEVC,1,2050,79.5603
RE1,DEMTRAEVC,1,2051,129.1133
RE1,DEMTRAEVC,1,2052,135.7465
RE1,DEMTRAEVC,1,2053,142.4063
RE1,DEMTRAEVC,1,2054,149.093
RE1,DEMTRAEVC,1,2055,155.8071
RE1,DEMTRAEVC,1,2056,162.549
RE1,DEMTRAEVC,1,2057,169.3191
RE1,DEMTRAEVC,1,2058,172.182
RE1,DEMTRAEVC,1,2059,175.0119
RE1,DEMTRAEVC,1,2060,177.888
RE1,DEMTRAEVC,1,2061,180.2098
RE1,DEMTRAEVC,1,2062,182.5617
RE1,DEMTRAEVC,1,2063,184.9445
RE1,DEMTRAEVC,1,2064,187.3585
RE1,DEMTRAEVC,1,2065,189.8045
RE1,DEMTRAEVC,1,2066,192.2828
RE1,DEMTRAEVC,1,2067,194.794
RE1,DEMTRAEVC,1,2068,197.3386
RE1,DEMTRAEVC,1,2069,199.9172
RE1,DEMTRAEVC,1,2070,202.5304
RE1,DEMTRAMCYELC,1,2021,4.6311
RE1,DEMTRAMCYELC,1,2022,9.1422
RE1,DEMTRAMCYELC,1,2023,13.7636
RE1,DEMTRAMCYELC,1,2024,18.3844
RE1,DEMTRAMCYELC,1,2025,23.1554
RE1,DEMTRAMCYELC,1,2026,24.7106
RE1,DEMTRAMCYELC,1,2027,25.6004
RE1,DEMTRAMCYELC,1,2028,26.5193
RE1,DEMTRAMCYELC,1,2029,27.4685
RE1,DEMTRAMCYELC,1,2030,28.4492
RE1,DEMTRAMCYELC,1,2031,28.8865
RE1,DEMTRAMCYELC,1,2032,29.3697
RE1,DEMTRAMCYELC,1,2033,29.8958
RE1,DEMTRAMCYELC,1,2034,30.4626
RE1,DEMTRAMCYELC,1,2035,32.4799
RE1,DEMTRAMCYELC,1,2036,33.5852
RE1,DEMTRAMCYELC,1,2037,34.7219
RE1,DEMTRAMCYELC,1,2038,35.8912
RE1,DEMTRAMCYELC,1,2039,37.0946
RE1,DEMTRAMCYELC,1,2040,38.3334
RE1,DEMTRAMCYELC,1,2041,39.3222
RE1,DEMTRAMCYELC,1,2042,40.3311
RE1,DEMTRAMCYELC,1,2043,41.3613
RE1,DEMTRAMCYELC,1,2044,42.4134
RE1,DEMTRAMCYELC,1,2045,43.4883
RE1,DEMTRAMCYELC,1,2046,44.3964
RE1,DEMTRAMCYELC,1,2047,45.3323
RE1,DEMTRAMCYELC,1,2048,46.296
RE1,DEMTRAMCYELC,1,2049,47.2877
RE1,DEMTRAMCYELC,1,2050,48.3076
RE1,DEMTRAMCYELC,1,2051,49.1026
RE1,DEMTRAMCYELC,1,2052,49.9107
RE1,DEMTRAMCYELC,1,2053,50.7318
RE1,DEMTRAMCYELC,1,2054,51.5664
RE1,DEMTRAMCYELC,1,2055,52.4144
RE1,DEMTRAMCYELC,1,2056,53.2762
RE1,DEMTRAMCYELC,1,2057,54.1521
RE1,DEMTRAMCYELC,1,2058,55.0422
RE1,DEMTRAMCYELC,1,2059,55.9468
RE1,DEMTRAMCYELC,1,2060,56.8663
RE1,DEMTRAMCYELC,1,2061,57.6085
RE1,DEMTRAMCYELC,1,2062,58.3603
RE1,DEMTRAMCYELC,1,2063,59.122
RE1,DEMTRAMCYELC,1,2064,59.8937
RE1,DEMTRAMCYELC,1,2065,60.6756
RE1,DEMTRAMCYELC,1,2066,61.4679
RE1,DEMTRAMCYELC,1,2067,62.2707
RE1,DEMTRAMCYELC,1,2068,63.0841
RE1,DEMTRAMCYELC,1,2069,63.9084
RE1,DEMTRAMCYELC,1,2070,64.7438
RE1,DEMTRACARELC,1,2046,4.5068
RE1,DEMTRACARELC,1,2047,9.0136
RE1,DEMTRACARELC,1,2048,13.5204
RE1,DEMTRACARELC,1,2049,18.0271
RE1,DEMTRACARELC,1,2050,22.5339
RE1,DEMTRACARELC,1,2051,27.0407
RE1,DEMTRACARELC,1,2052,31.5475
RE1,DEMTRACARELC,1,2053,36.0543
RE1,DEMTRACARELC,1,2054,40.5611
RE1,DEMTRACARELC,1,2055,45.0678
RE1,DEMTRACARELC,1,2056,49.5746
RE1,DEMTRACARELC,1,2057,54.0814
RE1,DEMTRACARELC,1,2058,55.0422
RE1,DEMTRACARELC,1,2059,55.9468
RE1,DEMTRACARELC,1,2060,56.8663
RE1,DEMTRACARELC,1,2061,57.6085
RE1,DEMTRACARELC,1,2062,58.3603
RE1,DEMTRACARELC,1,2063,59.122
RE1,DEMTRACARELC,1,2064,59.8937
RE1,DEMTRACARELC,1,2065,60.6756
RE1,DEMTRACARELC,1,2066,61.4679
RE1,DEMTRACARELC,1,2067,62.2707
RE1,DEMTRACARELC,1,2068,63.0841
RE1,DEMTRACARELC,1,2069,63.9084
RE1,DEMTRACARELC,1,2070,64.7438
RE1,DEMTRABUSELC,1,2050,0.8344
RE1,DEMTRABUSELC,1,2051,40.1749
RE1,DEMTRABUSELC,1,2052,40.836
RE1,DEMTRABUSELC,1,2053,41.5079
RE1,DEMTRABUSELC,1,2054,42.1907
RE1,DEMTRABUSELC,1,2055,42.8845
RE1,DEMTRABUSELC,1,2056,43.5897
RE1,DEMTRABUSELC,1,2057,44.3063
RE1,DEMTRABUSELC,1,2058,45.0345
RE1,DEMTRABUSELC,1,2059,45.7747
RE1,DEMTRABUSELC,1,2060,46.5269
RE1,DEMTRABUSELC,1,2061,47.1342
RE1,DEMTRABUSELC,1,2062,47.7494
RE1,DEMTRABUSELC,1,2063,48.3726
RE1,DEMTRABUSELC,1,2064,49.004
RE1,DEMTRABUSELC,1,2065,49.6437
RE1,DEMTRABUSELC,1,2066,50.2919
RE1,DEMTRABUSELC,1,2067,50.9487
RE1,DEMTRABUSELC,1,2068,51.6143
RE1,DEMTRABUSELC,1,2069,52.2887
RE1,DEMTRABUSELC,1,2070,52.9722
RE1,DEMTRAMCYGSL,1,2015,15.2603
RE1,DEMTRAMCYGSL,1,2016,16.0773
RE1,DEMTRAMCYGSL,1,2017,16.9381
RE1,DEMTRAMCYGSL,1,2018,17.845
RE1,DEMTRAMCYGSL,1,2019,18.8005
RE1,DEMTRAMCYGSL,1,2020,19.8071
RE1,DEMTRAMCYGSL,1,2021,15.9358
RE1,DEMTRAMCYGSL,1,2022,12.2077
RE1,DEMTRAMCYGSL,1,2023,8.3935
RE1,DEMTRAMCYGSL,1,2024,4.6053
RE1,DEMTRAMCYGSL,1,2025,0.6933
RE1,DEMTRACARGSL,1,2015,15.2603
RE1,DEMTRACARGSL,1,2016,16.0773
RE1,DEMTRACARGSL,1,2017,16.9381
RE1,DEMTRACARGSL,1,2018,17.845
RE1,DEMTRACARGSL,1,2019,18.8005
RE1,DEMTRACARGSL,1,2020,19.8071
RE1,DEMTRACARGSL,1,2021,20.5669
RE1,DEMTRACARGSL,1,2022,21.3499
RE1,DEMTRACARGSL,1,2023,22.1571
RE1,DEMTRACARGSL,1,2024,22.9897
RE1,DEMTRACARGSL,1,2025,23.8487
RE1,DEMTRACARGSL,1,2026,24.7106
RE1,DEMTRACARGSL,1,2027,25.6004
RE1,DEMTRACARGSL,1,2028,26.5193
RE1,DEMTRACARGSL,1,2029,27.4685
RE1,DEMTRACARGSL,1,2030,28.4492
RE1,DEMTRACARGSL,1,2031,28.8865
RE1,DEMTRACARGSL,1,2032,29.3697
RE1,DEMTRACARGSL,1,2033,29.8958
RE1,DEMTRACARGSL,1,2034,30.4626
RE1,DEMTRACARGSL,1,2035,32.4799
RE1,DEMTRACARGSL,1,2036,33.5852
RE1,DEMTRACARGSL,1,2037,34.7219
RE1,DEMTRACARGSL,1,2038,35.8912
